"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days","condition3","Date","condition4","Days_in_Exp"
"2418","00187294CC",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2419","00187294CC",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2420","00187294CC",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2421","00187294CC",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2422","00187294CC",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2423","00187294CD",201,"SGR_1",2.47592222933399,"T2minusT1",27,"T2",2021-08-25,"Day_in_Exp_T2",20
"2424","00187294CD",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2425","00187294CD",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2426","00187294CD",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2427","00187294CD",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2428","00187294CD",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2429","00187294CD",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2430","00187294CE",152,"SGR_1",3.42470923385236,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2431","00187294CE",152,"SGR_2",3.49966212267148,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2432","00187294CE",152,"SGR_3",3.13325714857309,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2433","00187294CE",152,"SGR_4",2.84087785894629,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2434","00187294CE",152,"SGR_5",2.57402176539743,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2435","00187294CE",152,"SGR_6",2.19555622799348,"T7minusT1",195,"T7",2022-02-09,"Day_in_Exp_T7",190
"2436","00187294CE",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2437","00187294D0",202,"SGR_1",1.763789138107,"T2minusT1",30,"T2",2021-08-28,"Day_in_Exp_T2",20
"2438","00187294D0",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2439","00187294D0",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2440","00187294D0",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2441","00187294D0",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2442","00187294D0",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2443","00187294D0",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2444","00187294D1",151,"SGR_1",2.39825309994148,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2445","00187294D1",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2446","00187294D1",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2447","00187294D1",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2448","00187294D1",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2449","00187294D1",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2450","00187294D1",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2451","00187294D3",152,"SGR_1",3.01029691921004,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2452","00187294D3",152,"SGR_2",3.0218997150202,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2453","00187294D3",152,"SGR_3",2.73365390828317,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2454","00187294D3",152,"SGR_4",2.52473145057144,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2455","00187294D3",152,"SGR_5",2.27761331078791,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2456","00187294D3",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2457","00187294D3",152,"SGR_7",1.82525764514534,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2458","00187294D5",151,"SGR_1",2.58702545394935,"T2minusT1",20,"T2",2021-08-18,"Day_in_Exp_T2",20
"2459","00187294D5",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2460","00187294D5",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2461","00187294D5",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2462","00187294D5",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2463","00187294D5",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2464","00187294D5",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2465","00187294D6",151,"SGR_1",3.00482710258025,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2466","00187294D6",151,"SGR_2",3.2737412372841,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2467","00187294D6",151,"SGR_3",2.77198783581616,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2468","00187294D6",151,"SGR_4",2.41660123223419,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2469","00187294D6",151,"SGR_5",2.2404475729354,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2470","00187294D6",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2471","00187294D6",151,"SGR_7",1.74012867250222,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2472","00187294D7",151,"SGR_1",1.47964554959232,"T2minusT1",20,"T2",2021-08-18,"Day_in_Exp_T2",20
"2473","00187294D7",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2474","00187294D7",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2475","00187294D7",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2476","00187294D7",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2477","00187294D7",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2478","00187294D7",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2479","00187294D8",152,"SGR_1",2.49453483760647,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2480","00187294D8",152,"SGR_2",2.93209842725104,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2481","00187294D8",152,"SGR_3",2.57383787456731,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2482","00187294D8",152,"SGR_4",2.47994823233351,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2483","00187294D8",152,"SGR_5",2.39725356177567,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2484","00187294D8",152,"SGR_6",2.15183259991742,"T7minusT1",195,"T7",2022-02-09,"Day_in_Exp_T7",190
"2485","00187294D8",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2486","00187294DA",152,"SGR_1",1.98382340059085,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2487","00187294DA",152,"SGR_2",2.18198908693359,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2488","00187294DA",152,"SGR_3",2.05537827158742,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2489","00187294DA",152,"SGR_4",1.86570192803681,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2490","00187294DA",152,"SGR_5",1.70017996693717,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2491","00187294DA",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2492","00187294DA",152,"SGR_7",1.53073220663085,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2493","00187294DB",152,"SGR_1",1.67203794948929,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2494","00187294DB",152,"SGR_2",2.49192319075857,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2495","00187294DB",152,"SGR_3",2.28463961439316,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2496","00187294DB",152,"SGR_4",2.05186582739123,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2497","00187294DB",152,"SGR_5",1.93266863947474,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2498","00187294DB",152,"SGR_6",1.87958088851492,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"2499","00187294DB",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2500","00187294DC",201,"SGR_1",2.18971486541166,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2501","00187294DC",201,"SGR_2",1.90513209219776,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2502","00187294DC",201,"SGR_3",1.48061075153145,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2503","00187294DC",201,"SGR_4",1.6626181976408,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2504","00187294DC",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2505","00187294DC",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2506","00187294DC",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2507","00187294DD",202,"SGR_1",2.31670160223716,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2508","00187294DD",202,"SGR_2",1.03365622682787,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2509","00187294DD",202,"SGR_3",1.25822124944761,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2510","00187294DD",202,"SGR_4",1.3283376047676,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2511","00187294DD",202,"SGR_5",1.40724348026753,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2512","00187294DD",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2513","00187294DD",202,"SGR_7",1.22683086784621,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2514","00187294E0",151,"SGR_1",3.44104215066023,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2515","00187294E0",151,"SGR_2",3.38076758572585,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2516","00187294E0",151,"SGR_3",2.97929000388455,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2517","00187294E0",151,"SGR_4",2.7561342418156,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2518","00187294E0",151,"SGR_5",2.59461538296515,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2519","00187294E0",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2520","00187294E0",151,"SGR_7",2.11428652073615,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2521","00187294E2",152,"SGR_1",2.26150553128537,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2522","00187294E2",152,"SGR_2",2.50494058488244,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2523","00187294E2",152,"SGR_3",2.14455105227194,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2524","00187294E2",152,"SGR_4",2.04054764239321,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2525","00187294E2",152,"SGR_5",2.00071615079684,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2526","00187294E2",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2527","00187294E2",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2528","00187294E5",152,"SGR_1",2.69746597439813,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2529","00187294E5",152,"SGR_2",2.85242460646207,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2530","00187294E5",152,"SGR_3",2.5707613349593,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2531","00187294E5",152,"SGR_4",2.39281077287508,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2532","00187294E5",152,"SGR_5",2.23624662809732,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2533","00187294E5",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2534","00187294E5",152,"SGR_7",1.79872108542263,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2535","00187294E7",202,"SGR_1",2.03651580240167,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2536","00187294E7",202,"SGR_2",1.07248204255723,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2537","00187294E7",202,"SGR_3",1.60944903333988,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2538","00187294E7",202,"SGR_4",1.6918651006379,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2539","00187294E7",202,"SGR_5",1.42651834231,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2540","00187294E7",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2541","00187294E7",202,"SGR_7",1.23272580904523,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2542","00187294E9",201,"SGR_1",1.95333017266976,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2543","00187294E9",201,"SGR_2",1.98998061929705,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2544","00187294E9",201,"SGR_3",2.13520351297818,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2545","00187294E9",201,"SGR_4",1.97007320849496,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2546","00187294E9",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2547","00187294E9",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2548","00187294E9",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2549","00187294EA",201,"SGR_1",3.31806288353007,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2550","00187294EA",201,"SGR_2",2.51260098748165,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2551","00187294EA",201,"SGR_3",2.16828179044735,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2552","00187294EA",201,"SGR_4",2.05834351578329,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2553","00187294EA",201,"SGR_5",1.82156293354943,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2554","00187294EA",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2555","00187294EA",201,"SGR_7",1.40696203755222,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2556","00187294ED",151,"SGR_1",2.95390665491486,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2557","00187294ED",151,"SGR_2",2.93209842725104,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2558","00187294ED",151,"SGR_3",2.56803928782359,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2559","00187294ED",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2560","00187294ED",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2561","00187294ED",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2562","00187294ED",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2563","00187294F0",152,"SGR_1",2.18971486541166,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2564","00187294F0",152,"SGR_2",2.55287704408718,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2565","00187294F0",152,"SGR_3",2.35338305248312,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2566","00187294F0",152,"SGR_4",2.25131905444627,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2567","00187294F0",152,"SGR_5",2.08816322119008,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2568","00187294F0",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2569","00187294F0",152,"SGR_7",1.73929800349242,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2570","00187294F1",202,"SGR_1",2.58523064071909,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2571","00187294F1",202,"SGR_2",1.50600514213028,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2572","00187294F1",202,"SGR_3",1.88976122639948,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2573","00187294F1",202,"SGR_4",1.98361969524503,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2574","00187294F1",202,"SGR_5",1.7328475753916,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2575","00187294F1",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2576","00187294F1",202,"SGR_7",1.65069512583116,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2577","00187294F3",152,"SGR_1",2.65140551313507,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2578","00187294F3",152,"SGR_2",2.99760023146056,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2579","00187294F3",152,"SGR_3",2.74995883687998,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2580","00187294F3",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2581","00187294F3",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2582","00187294F3",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2583","00187294F3",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2584","00187294F4",151,"SGR_1",2.05763955704781,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2585","00187294F4",151,"SGR_2",2.20447419496601,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2586","00187294F4",151,"SGR_3",2.18598045208744,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2587","00187294F4",151,"SGR_4",2.03881236858487,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2588","00187294F4",151,"SGR_5",1.88830177846919,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2589","00187294F4",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2590","00187294F4",151,"SGR_7",1.55446255682397,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2591","00187294F6",202,"SGR_1",1.83514031464034,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2592","00187294F6",202,"SGR_2",1.77328385507998,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2593","00187294F6",202,"SGR_3",2.06258373797616,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2594","00187294F6",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2595","00187294F6",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2596","00187294F6",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2597","00187294F6",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2598","00187294F9",201,"SGR_1",1.39695305033463,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2599","00187294F9",201,"SGR_2",1.88162997287269,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2600","00187294F9",201,"SGR_3",1.9236426129166,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2601","00187294F9",201,"SGR_4",1.97951622980697,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2602","00187294F9",201,"SGR_5",1.78832540681593,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2603","00187294F9",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2604","00187294F9",201,"SGR_7",1.42007326582412,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2605","00187294FA",201,"SGR_1",2.3456416105317,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2606","00187294FA",201,"SGR_2",1.0829662322053,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2607","00187294FA",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2608","00187294FA",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2609","00187294FA",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2610","00187294FA",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2611","00187294FA",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2612","00187294FC",202,"SGR_1",1.72904650693906,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2613","00187294FC",202,"SGR_2",0.656119072959216,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2614","00187294FC",202,"SGR_3",0.80419059427681,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2615","00187294FC",202,"SGR_4",0.946377138001187,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2616","00187294FC",202,"SGR_5",1.01897806605402,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2617","00187294FC",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2618","00187294FC",202,"SGR_7",0.921875668484406,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2619","00187294FD",201,"SGR_1",2.3456416105317,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2620","00187294FD",201,"SGR_2",1.78774757171385,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2621","00187294FD",201,"SGR_3",2.06332472606623,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2622","00187294FD",201,"SGR_4",2.02033308577692,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2623","00187294FD",201,"SGR_5",1.89682826506394,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2624","00187294FD",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2625","00187294FD",201,"SGR_7",1.43760330944667,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2626","0018729504",202,"SGR_1",2.35364768828812,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2627","0018729504",202,"SGR_2",1.69902205960091,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2628","0018729504",202,"SGR_3",2.23642578792256,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2629","0018729504",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2630","0018729504",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2631","0018729504",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2632","0018729504",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2633","0018729505",151,"SGR_1",2.84051180320961,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2634","0018729505",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2635","0018729505",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2636","0018729505",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2637","0018729505",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2638","0018729505",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2639","0018729505",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2640","0018729507",151,"SGR_1",3.29077393780195,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2641","0018729507",151,"SGR_2",3.17749505078535,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2642","0018729507",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2643","0018729507",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2644","0018729507",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2645","0018729507",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2646","0018729507",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2647","0018729509",201,"SGR_1",2.03402567950237,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2648","0018729509",201,"SGR_2",2.09620174191694,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
