"","TAGNUMBER","SEX","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME"
"563","00186D1703","M",202,"WEIGHT_6",11.1,"LENGTH_6",105,"T6",2022-01-06
"564","00186D1703","M",202,"WEIGHT_7",36.3,"LENGTH_7",142,"T7",2022-03-30
"572","001872939D","F",202,"WEIGHT_1",2,"LENGTH_1",59,"T1",2021-07-29
"571","001872939D","F",202,"WEIGHT_2",3.4,"LENGTH_2",68,"T2",2021-08-30
"569","001872939D","F",202,"WEIGHT_3",4.9,"LENGTH_3",76,"T3",2021-09-29
"570","001872939D","F",202,"WEIGHT_4",6.1,"LENGTH_4",82,"T4",2021-11-04
"574","001872939D","F",202,"WEIGHT_5",12.8,"LENGTH_5",105,"T5",2021-12-09
"573","001872939D","F",202,"WEIGHT_6",21.6,"LENGTH_6",128,"T6",2022-01-06
"568","001872939D","F",202,"WEIGHT_7",52.8,"LENGTH_7",165,"T7",2022-03-30
"577","00187293A2","F",202,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29
"579","00187293A2","F",202,"WEIGHT_2",4.6,"LENGTH_2",72,"T2",2021-08-30
"580","00187293A2","F",202,"WEIGHT_3",7.7,"LENGTH_3",86,"T3",2021-09-29
"576","00187293A2","F",202,"WEIGHT_4",16.4,"LENGTH_4",107,"T4",2021-11-04
"578","00187293A2","F",202,"WEIGHT_5",22.5,"LENGTH_5",120,"T5",2021-12-09
"575","00187293A2","F",202,"WEIGHT_6",31.2,"LENGTH_6",135,"T6",2022-01-06
"581","00187293A2","F",202,"WEIGHT_7",33.2,"LENGTH_7",166,"T7",2022-03-30
"584","00187293A4","M",152,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29
"586","00187293A4","M",152,"WEIGHT_2",7.2,"LENGTH_2",85,"T2",2021-08-30
"585","00187293A4","M",152,"WEIGHT_3",16.4,"LENGTH_3",112,"T3",2021-09-29
"582","00187293A4","M",152,"WEIGHT_4",30.9,"LENGTH_4",139,"T4",2021-11-04
"583","00187293A4","M",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"587","00187293A4","M",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"588","00187293A4","M",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"590","00187293A7","F",152,"WEIGHT_1",3.5,"LENGTH_1",68,"T1",2021-07-29
"592","00187293A7","F",152,"WEIGHT_2",7.8,"LENGTH_2",90,"T2",2021-08-30
"591","00187293A7","F",152,"WEIGHT_3",15.4,"LENGTH_3",112,"T3",2021-09-29
"593","00187293A7","F",152,"WEIGHT_4",27.6,"LENGTH_4",137,"T4",2021-11-04
"594","00187293A7","F",152,"WEIGHT_5",43.6,"LENGTH_5",160,"T5",2021-12-09
"589","00187293A7","F",152,"WEIGHT_6",62.1,"LENGTH_6",180,"T6",2022-01-06
"595","00187293A7","F",152,"WEIGHT_7",90,"LENGTH_7",198,"T7",2022-02-04
"601","00187293A8","M",201,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"600","00187293A8","M",201,"WEIGHT_2",8.1,"LENGTH_2",88,"T2",2021-08-30
"598","00187293A8","M",201,"WEIGHT_3",15.3,"LENGTH_3",108,"T3",2021-09-29
"597","00187293A8","M",201,"WEIGHT_4",27.9,"LENGTH_4",130,"T4",2021-11-04
"599","00187293A8","M",201,"WEIGHT_5",43.2,"LENGTH_5",156,"T5",2021-12-09
"602","00187293A8","M",201,"WEIGHT_6",40.2,"LENGTH_6",158,"T6",2022-01-06
"596","00187293A8","M",201,"WEIGHT_7",62.1,"LENGTH_7",174,"T7",2022-02-04
"607","00187293B2","F",152,"WEIGHT_1",2.1,"LENGTH_1",59,"T1",2021-07-29
"608","00187293B2","F",152,"WEIGHT_2",4.9,"LENGTH_2",78,"T2",2021-08-30
"604","00187293B2","F",152,"WEIGHT_3",11.6,"LENGTH_3",102,"T3",2021-09-29
"605","00187293B2","F",152,"WEIGHT_4",28.5,"LENGTH_4",136,"T4",2021-11-04
"606","00187293B2","F",152,"WEIGHT_5",49.8,"LENGTH_5",160,"T5",2021-12-09
"609","00187293B2","F",152,"WEIGHT_6",75.6,"LENGTH_6",183,"T6",2022-01-06
"603","00187293B2","F",152,"WEIGHT_7",104.3,"LENGTH_7",204,"T7",2022-02-04
"616","00187293BA","M",152,"WEIGHT_1",3.3,"LENGTH_1",70,"T1",2021-07-29
"610","00187293BA","M",152,"WEIGHT_2",7.9,"LENGTH_2",89,"T2",2021-08-30
"613","00187293BA","M",152,"WEIGHT_3",18.7,"LENGTH_3",117,"T3",2021-09-29
"615","00187293BA","M",152,"WEIGHT_4",29.2,"LENGTH_4",134,"T4",2021-11-04
"611","00187293BA","M",152,"WEIGHT_5",45.6,"LENGTH_5",152,"T5",2021-12-09
"612","00187293BA","M",152,"WEIGHT_6",63.9,"LENGTH_6",172,"T6",2022-01-06
"614","00187293BA","M",152,"WEIGHT_7",159.6,"LENGTH_7",229,"T7",2022-03-30
"618","00187293BC","F",152,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"621","00187293BC","F",152,"WEIGHT_2",9.6,"LENGTH_2",95,"T2",2021-08-30
"623","00187293BC","F",152,"WEIGHT_3",25.2,"LENGTH_3",130,"T3",2021-09-29
"622","00187293BC","F",152,"WEIGHT_4",51.7,"LENGTH_4",164,"T4",2021-11-04
"619","00187293BC","F",152,"WEIGHT_5",88.1,"LENGTH_5",195,"T5",2021-12-09
"617","00187293BC","F",152,"WEIGHT_6",139.1,"LENGTH_6",224,"T6",2022-01-06
"620","00187293BC","F",152,"WEIGHT_7",377,"LENGTH_7",315,"T7",2022-03-30
"624","00187293C0","F",202,"WEIGHT_1",3.8,"LENGTH_1",70,"T1",2021-07-29
"630","00187293C0","F",202,"WEIGHT_2",7.6,"LENGTH_2",86,"T2",2021-08-30
"626","00187293C0","F",202,"WEIGHT_3",9.1,"LENGTH_3",95,"T3",2021-09-29
"629","00187293C0","F",202,"WEIGHT_4",17.8,"LENGTH_4",116,"T4",2021-11-04
"625","00187293C0","F",202,"WEIGHT_5",31.3,"LENGTH_5",141,"T5",2021-12-09
"627","00187293C0","F",202,"WEIGHT_6",45.4,"LENGTH_6",158,"T6",2022-01-06
"628","00187293C0","F",202,"WEIGHT_7",95.8,"LENGTH_7",200,"T7",2022-03-30
"632","00187293D0","F",202,"WEIGHT_1",4,"LENGTH_1",74,"T1",2021-07-29
"634","00187293D0","F",202,"WEIGHT_2",7,"LENGTH_2",85,"T2",2021-08-30
"636","00187293D0","F",202,"WEIGHT_3",5.7,"LENGTH_3",84,"T3",2021-09-29
"637","00187293D0","F",202,"WEIGHT_4",6,"LENGTH_4",85,"T4",2021-11-04
"635","00187293D0","F",202,"WEIGHT_5",12.5,"LENGTH_5",105,"T5",2021-12-09
"633","00187293D0","F",202,"WEIGHT_6",19.4,"LENGTH_6",120,"T6",2022-01-06
"631","00187293D0","F",202,"WEIGHT_7",44.4,"LENGTH_7",156,"T7",2022-03-30
"638","00187293DC","F",151,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"640","00187293DC","F",151,"WEIGHT_2",5,"LENGTH_2",77,"T2",2021-08-30
"642","00187293DC","F",151,"WEIGHT_3",12.7,"LENGTH_3",105,"T3",2021-09-29
"643","00187293DC","F",151,"WEIGHT_4",26.9,"LENGTH_4",131,"T4",2021-11-04
"644","00187293DC","F",151,"WEIGHT_5",51.8,"LENGTH_5",164,"T5",2021-12-09
"641","00187293DC","F",151,"WEIGHT_6",78.5,"LENGTH_6",186,"T6",2022-01-06
"639","00187293DC","F",151,"WEIGHT_7",200.4,"LENGTH_7",255,"T7",2022-03-30
"645","00187293ED","F",201,"WEIGHT_1",2.5,"LENGTH_1",62,"T1",2021-07-29
"649","00187293ED","F",201,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30
"646","00187293ED","F",201,"WEIGHT_3",5.3,"LENGTH_3",79,"T3",2021-09-29
"648","00187293ED","F",201,"WEIGHT_4",11.2,"LENGTH_4",99,"T4",2021-11-04
"651","00187293ED","F",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"647","00187293ED","F",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"650","00187293ED","F",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"653","00187293F6","M",151,"WEIGHT_1",3.2,"LENGTH_1",68,"T1",2021-07-29
"656","00187293F6","M",151,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30
"652","00187293F6","M",151,"WEIGHT_3",22.4,"LENGTH_3",123,"T3",2021-09-29
"654","00187293F6","M",151,"WEIGHT_4",45.2,"LENGTH_4",155,"T4",2021-11-04
"658","00187293F6","M",151,"WEIGHT_5",88.3,"LENGTH_5",195,"T5",2021-12-09
"657","00187293F6","M",151,"WEIGHT_6",103.7,"LENGTH_6",211,"T6",2022-01-06
"655","00187293F6","M",151,"WEIGHT_7",242.6,"LENGTH_7",276,"T7",2022-03-30
"660","001872946B","F",202,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29
"662","001872946B","F",202,"WEIGHT_2",4.8,"LENGTH_2",75,"T2",2021-08-30
"664","001872946B","F",202,"WEIGHT_3",8.7,"LENGTH_3",89,"T3",2021-09-29
"659","001872946B","F",202,"WEIGHT_4",18.2,"LENGTH_4",116,"T4",2021-11-04
"661","001872946B","F",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"663","001872946B","F",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"665","001872946B","F",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"667","001872946F","F",151,"WEIGHT_1",2.1,"LENGTH_1",59,"T1",2021-07-29
"672","001872946F","F",151,"WEIGHT_2",4,"LENGTH_2",74,"T2",2021-08-30
"671","001872946F","F",151,"WEIGHT_3",9.6,"LENGTH_3",98,"T3",2021-09-29
"670","001872946F","F",151,"WEIGHT_4",17.4,"LENGTH_4",117,"T4",2021-11-04
"668","001872946F","F",151,"WEIGHT_5",33.5,"LENGTH_5",147,"T5",2021-12-09
"669","001872946F","F",151,"WEIGHT_6",61.4,"LENGTH_6",180,"T6",2022-01-06
"666","001872946F","F",151,"WEIGHT_7",156.9,"LENGTH_7",242,"T7",2022-03-30
"674","001872948A","F",201,"WEIGHT_1",4.2,"LENGTH_1",72,"T1",2021-07-29
"679","001872948A","F",201,"WEIGHT_2",9.4,"LENGTH_2",95,"T2",2021-08-30
"673","001872948A","F",201,"WEIGHT_3",16.2,"LENGTH_3",114,"T3",2021-09-29
"677","001872948A","F",201,"WEIGHT_4",25.8,"LENGTH_4",130,"T4",2021-11-04
"675","001872948A","F",201,"WEIGHT_5",50.6,"LENGTH_5",163,"T5",2021-12-09
"678","001872948A","F",201,"WEIGHT_6",69.2,"LENGTH_6",183,"T6",2022-01-06
"676","001872948A","F",201,"WEIGHT_7",82,"LENGTH_7",189,"T7",2022-02-04
"683","001872948B","F",201,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29
"686","001872948B","F",201,"WEIGHT_2",6.7,"LENGTH_2",83,"T2",2021-08-30
"685","001872948B","F",201,"WEIGHT_3",11.7,"LENGTH_3",101,"T3",2021-09-29
"684","001872948B","F",201,"WEIGHT_4",18.9,"LENGTH_4",119,"T4",2021-11-04
"682","001872948B","F",201,"WEIGHT_5",42.6,"LENGTH_5",150,"T5",2021-12-09
"680","001872948B","F",201,"WEIGHT_6",48.7,"LENGTH_6",160,"T6",2022-01-06
"681","001872948B","F",201,"WEIGHT_7",56.2,"LENGTH_7",165,"T7",2022-02-04
"687","001872948D","M",152,"WEIGHT_1",3.9,"LENGTH_1",72,"T1",2021-07-29
"692","001872948D","M",152,"WEIGHT_2",11.7,"LENGTH_2",104,"T2",2021-08-30
"688","001872948D","M",152,"WEIGHT_3",29.7,"LENGTH_3",141,"T3",2021-09-29
"689","001872948D","M",152,"WEIGHT_4",65.2,"LENGTH_4",177,"T4",2021-11-04
"690","001872948D","M",152,"WEIGHT_5",115.8,"LENGTH_5",215,"T5",2021-12-09
"691","001872948D","M",152,"WEIGHT_6",140.4,"LENGTH_6",230,"T6",2022-01-06
"693","001872948D","M",152,"WEIGHT_7",259.8,"LENGTH_7",275,"T7",2022-03-30
"694","001872949A","F",201,"WEIGHT_1",1.9,"LENGTH_1",61,"T1",2021-07-29
"696","001872949A","F",201,"WEIGHT_2",4.1,"LENGTH_2",72,"T2",2021-08-30
"697","001872949A","F",201,"WEIGHT_3",5.5,"LENGTH_3",80,"T3",2021-09-29
"695","001872949A","F",201,"WEIGHT_4",11.7,"LENGTH_4",100,"T4",2021-11-04
"700","001872949A","F",201,"WEIGHT_5",24.6,"LENGTH_5",128,"T5",2021-12-09
"698","001872949A","F",201,"WEIGHT_6",36.3,"LENGTH_6",146,"T6",2022-01-06
"699","001872949A","F",201,"WEIGHT_7",58.4,"LENGTH_7",174,"T7",2022-03-30
"701","001872949D","M",201,"WEIGHT_1",4.3,"LENGTH_1",76,"T1",2021-07-29
"705","001872949D","M",201,"WEIGHT_2",8.1,"LENGTH_2",91,"T2",2021-08-30
"702","001872949D","M",201,"WEIGHT_3",10.8,"LENGTH_3",101,"T3",2021-09-29
"706","001872949D","M",201,"WEIGHT_4",19,"LENGTH_4",120,"T4",2021-11-04
"707","001872949D","M",201,"WEIGHT_5",28.6,"LENGTH_5",139,"T5",2021-12-09
"703","001872949D","M",201,"WEIGHT_6",35.2,"LENGTH_6",149,"T6",2022-01-06
"704","001872949D","M",201,"WEIGHT_7",77,"LENGTH_7",187,"T7",2022-03-30
"708","001872949E","F",202,"WEIGHT_1",3.9,"LENGTH_1",73,"T1",2021-07-29
"710","001872949E","F",202,"WEIGHT_2",8,"LENGTH_2",88,"T2",2021-08-30
"712","001872949E","F",202,"WEIGHT_3",12,"LENGTH_3",105,"T3",2021-09-29
"709","001872949E","F",202,"WEIGHT_4",22.5,"LENGTH_4",128,"T4",2021-11-04
"713","001872949E","F",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"714","001872949E","F",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"711","001872949E","F",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"721","00187294A1","F",152,"WEIGHT_1",3.8,"LENGTH_1",70,"T1",2021-07-29
"717","00187294A1","F",152,"WEIGHT_2",9.6,"LENGTH_2",95,"T2",2021-08-30
"715","00187294A1","F",152,"WEIGHT_3",22.3,"LENGTH_3",125,"T3",2021-09-29
"718","00187294A1","F",152,"WEIGHT_4",41.7,"LENGTH_4",154,"T4",2021-11-04
"720","00187294A1","F",152,"WEIGHT_5",74.6,"LENGTH_5",184,"T5",2021-12-09
"716","00187294A1","F",152,"WEIGHT_6",97.5,"LENGTH_6",206,"T6",2022-01-06
"719","00187294A1","F",152,"WEIGHT_7",209.1,"LENGTH_7",265,"T7",2022-03-30
"722","00187294A9","F",152,"WEIGHT_1",3.8,"LENGTH_1",68,"T1",2021-07-29
"723","00187294A9","F",152,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30
"727","00187294A9","F",152,"WEIGHT_3",18.2,"LENGTH_3",117,"T3",2021-09-29
"725","00187294A9","F",152,"WEIGHT_4",34.2,"LENGTH_4",141,"T4",2021-11-04
"728","00187294A9","F",152,"WEIGHT_5",61.4,"LENGTH_5",171,"T5",2021-12-09
"726","00187294A9","F",152,"WEIGHT_6",78.8,"LENGTH_6",189,"T6",2022-01-06
"724","00187294A9","F",152,"WEIGHT_7",148.1,"LENGTH_7",232,"T7",2022-03-30
"735","00187294B5","F",151,"WEIGHT_1",1.5,"LENGTH_1",54,"T1",2021-07-29
"733","00187294B5","F",151,"WEIGHT_2",2.9,"LENGTH_2",68,"T2",2021-08-30
"734","00187294B5","F",151,"WEIGHT_3",6.2,"LENGTH_3",85,"T3",2021-09-29
"729","00187294B5","F",151,"WEIGHT_4",11.5,"LENGTH_4",106,"T4",2021-11-04
"730","00187294B5","F",151,"WEIGHT_5",23.4,"LENGTH_5",132,"T5",2021-12-09
"731","00187294B5","F",151,"WEIGHT_6",44.9,"LENGTH_6",164,"T6",2022-01-06
"732","00187294B5","F",151,"WEIGHT_7",135.2,"LENGTH_7",235,"T7",2022-03-30
"737","00187294B8","M",202,"WEIGHT_1",4.4,"LENGTH_1",70,"T1",2021-07-29
"736","00187294B8","M",202,"WEIGHT_2",8.7,"LENGTH_2",90,"T2",2021-08-30
"739","00187294B8","M",202,"WEIGHT_3",13,"LENGTH_3",104,"T3",2021-09-29
"742","00187294B8","M",202,"WEIGHT_4",22.3,"LENGTH_4",124,"T4",2021-11-04
"740","00187294B8","M",202,"WEIGHT_5",37.3,"LENGTH_5",145,"T5",2021-12-09
"738","00187294B8","M",202,"WEIGHT_6",49.5,"LENGTH_6",159,"T6",2022-01-06
"741","00187294B8","M",202,"WEIGHT_7",119,"LENGTH_7",210,"T7",2022-03-30
"746","00187294B9","F",151,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29
"747","00187294B9","F",151,"WEIGHT_2",6.7,"LENGTH_2",86,"T2",2021-08-30
"745","00187294B9","F",151,"WEIGHT_3",13,"LENGTH_3",105,"T3",2021-09-29
"749","00187294B9","F",151,"WEIGHT_4",24.3,"LENGTH_4",131,"T4",2021-11-04
"744","00187294B9","F",151,"WEIGHT_5",43.7,"LENGTH_5",156,"T5",2021-12-09
"743","00187294B9","F",151,"WEIGHT_6",59.6,"LENGTH_6",175,"T6",2022-01-06
"748","00187294B9","F",151,"WEIGHT_7",173.5,"LENGTH_7",250,"T7",2022-03-30
"752","00187294BD","F",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29
"755","00187294BD","F",201,"WEIGHT_2",3.5,"LENGTH_2",67,"T2",2021-08-30
"751","00187294BD","F",201,"WEIGHT_3",5,"LENGTH_3",77,"T3",2021-09-29
"754","00187294BD","F",201,"WEIGHT_4",7.6,"LENGTH_4",86,"T4",2021-11-04
"750","00187294BD","F",201,"WEIGHT_5",8.8,"LENGTH_5",92,"T5",2021-12-09
"753","00187294BD","F",201,"WEIGHT_6",12.1,"LENGTH_6",96,"T6",2022-01-06
"756","00187294BD","F",201,"WEIGHT_7",15.6,"LENGTH_7",110,"T7",2022-03-30
"757","00187294BF","F",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29
"758","00187294BF","F",201,"WEIGHT_2",5.1,"LENGTH_2",76,"T2",2021-08-30
"761","00187294BF","F",201,"WEIGHT_3",10.3,"LENGTH_3",95,"T3",2021-09-29
"762","00187294BF","F",201,"WEIGHT_4",27.5,"LENGTH_4",125,"T4",2021-11-04
"760","00187294BF","F",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"763","00187294BF","F",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"759","00187294BF","F",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"766","00187294C1","F",202,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"769","00187294C1","F",202,"WEIGHT_2",7.3,"LENGTH_2",85,"T2",2021-08-30
"770","00187294C1","F",202,"WEIGHT_3",8.3,"LENGTH_3",91,"T3",2021-09-29
"768","00187294C1","F",202,"WEIGHT_4",13.9,"LENGTH_4",112,"T4",2021-11-04
"765","00187294C1","F",202,"WEIGHT_5",31.2,"LENGTH_5",140,"T5",2021-12-09
"767","00187294C1","F",202,"WEIGHT_6",39,"LENGTH_6",151,"T6",2022-01-06
"764","00187294C1","F",202,"WEIGHT_7",71.7,"LENGTH_7",175,"T7",2022-03-30
"777","00187294C4","M",152,"WEIGHT_1",1.9,"LENGTH_1",58,"T1",2021-07-29
"776","00187294C4","M",152,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30
"773","00187294C4","M",152,"WEIGHT_3",8.3,"LENGTH_3",91,"T3",2021-09-29
"771","00187294C4","M",152,"WEIGHT_4",14,"LENGTH_4",108,"T4",2021-11-04
"772","00187294C4","M",152,"WEIGHT_5",24.4,"LENGTH_5",130,"T5",2021-12-09
"774","00187294C4","M",152,"WEIGHT_6",32,"LENGTH_6",148,"T6",2022-01-06
"775","00187294C4","M",152,"WEIGHT_7",56.6,"LENGTH_7",172,"T7",2022-02-04
"782","00187294D3","M",152,"WEIGHT_1",3.6,"LENGTH_1",69,"T1",2021-07-29
"780","00187294D3","M",152,"WEIGHT_2",9.3,"LENGTH_2",94,"T2",2021-08-30
"783","00187294D3","M",152,"WEIGHT_3",22.8,"LENGTH_3",127,"T3",2021-09-29
"784","00187294D3","M",152,"WEIGHT_4",50.6,"LENGTH_4",165,"T4",2021-11-04
"778","00187294D3","M",152,"WEIGHT_5",99.2,"LENGTH_5",201,"T5",2021-12-09
"781","00187294D3","M",152,"WEIGHT_6",135.2,"LENGTH_6",226,"T6",2022-01-06
"779","00187294D3","M",152,"WEIGHT_7",297.2,"LENGTH_7",290,"T7",2022-03-30
"790","00187294D8","F",152,"WEIGHT_1",1.5,"LENGTH_1",53,"T1",2021-07-29
"789","00187294D8","F",152,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30
"786","00187294D8","F",152,"WEIGHT_3",9,"LENGTH_3",94,"T3",2021-09-29
"791","00187294D8","F",152,"WEIGHT_4",18.1,"LENGTH_4",121,"T4",2021-11-04
"785","00187294D8","F",152,"WEIGHT_5",39,"LENGTH_5",150,"T5",2021-12-09
"787","00187294D8","F",152,"WEIGHT_6",68,"LENGTH_6",184,"T6",2022-01-06
"788","00187294D8","F",152,"WEIGHT_7",95.3,"LENGTH_7",204,"T7",2022-02-09
"794","00187294DB","F",152,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29
"793","00187294DB","F",152,"WEIGHT_2",3.4,"LENGTH_2",70,"T2",2021-08-30
"792","00187294DB","F",152,"WEIGHT_3",9.2,"LENGTH_3",95,"T3",2021-09-29
"798","00187294DB","F",152,"WEIGHT_4",18.3,"LENGTH_4",118,"T4",2021-11-04
"797","00187294DB","F",152,"WEIGHT_5",29.8,"LENGTH_5",140,"T5",2021-12-09
"795","00187294DB","F",152,"WEIGHT_6",43.6,"LENGTH_6",160,"T6",2022-01-06
"796","00187294DB","F",152,"WEIGHT_7",68.8,"LENGTH_7",182,"T7",2022-02-04
"804","00187294DD","F",202,"WEIGHT_1",3.7,"LENGTH_1",73,"T1",2021-07-29
"799","00187294DD","F",202,"WEIGHT_2",7.7,"LENGTH_2",90,"T2",2021-08-30
"803","00187294DD","F",202,"WEIGHT_3",7,"LENGTH_3",90,"T3",2021-09-29
"801","00187294DD","F",202,"WEIGHT_4",12.6,"LENGTH_4",109,"T4",2021-11-04
"805","00187294DD","F",202,"WEIGHT_5",21.4,"LENGTH_5",127,"T5",2021-12-09
"800","00187294DD","F",202,"WEIGHT_6",35.1,"LENGTH_6",148,"T6",2022-01-06
"802","00187294DD","F",202,"WEIGHT_7",72.5,"LENGTH_7",187,"T7",2022-03-30
"812","00187294ED","M",151,"WEIGHT_1",1.3,"LENGTH_1",49,"T1",2021-07-29
"810","00187294ED","M",151,"WEIGHT_2",3.3,"LENGTH_2",67,"T2",2021-08-30
"811","00187294ED","M",151,"WEIGHT_3",7.8,"LENGTH_3",91,"T3",2021-09-29
"809","00187294ED","M",151,"WEIGHT_4",15.6,"LENGTH_4",114,"T4",2021-11-04
"807","00187294ED","M",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"806","00187294ED","M",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"808","00187294ED","M",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"813","00187294F3","M",152,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29
"815","00187294F3","M",152,"WEIGHT_2",6.7,"LENGTH_2",84,"T2",2021-08-30
"816","00187294F3","M",152,"WEIGHT_3",18.1,"LENGTH_3",116,"T3",2021-09-29
"818","00187294F3","M",152,"WEIGHT_4",41.4,"LENGTH_4",151,"T4",2021-11-04
"814","00187294F3","M",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"819","00187294F3","M",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"817","00187294F3","M",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"821","00187294F9","F",201,"WEIGHT_1",3.4,"LENGTH_1",69,"T1",2021-07-29
"824","00187294F9","F",201,"WEIGHT_2",5.3,"LENGTH_2",79,"T2",2021-08-30
"820","00187294F9","F",201,"WEIGHT_3",10.8,"LENGTH_3",100,"T3",2021-09-29
"826","00187294F9","F",201,"WEIGHT_4",22,"LENGTH_4",125,"T4",2021-11-04
"823","00187294F9","F",201,"WEIGHT_5",46.1,"LENGTH_5",155,"T5",2021-12-09
"825","00187294F9","F",201,"WEIGHT_6",59,"LENGTH_6",169,"T6",2022-01-06
"822","00187294F9","F",201,"WEIGHT_7",106.1,"LENGTH_7",210,"T7",2022-03-30
"833","00187294FC","F",202,"WEIGHT_1",2.6,"LENGTH_1",64,"T1",2021-07-29
"830","00187294FC","F",202,"WEIGHT_2",4.5,"LENGTH_2",75,"T2",2021-08-30
"832","00187294FC","F",202,"WEIGHT_3",3.9,"LENGTH_3",74,"T3",2021-09-29
"831","00187294FC","F",202,"WEIGHT_4",5.7,"LENGTH_4",82,"T4",2021-11-04
"828","00187294FC","F",202,"WEIGHT_5",9.1,"LENGTH_5",94,"T5",2021-12-09
"827","00187294FC","F",202,"WEIGHT_6",13.3,"LENGTH_6",106,"T6",2022-01-06
"829","00187294FC","F",202,"WEIGHT_7",24.4,"LENGTH_7",130,"T7",2022-03-30
"836","001872950C","M",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29
"840","001872950C","M",201,"WEIGHT_2",3.9,"LENGTH_2",70,"T2",2021-08-30
"839","001872950C","M",201,"WEIGHT_3",3.3,"LENGTH_3",70,"T3",2021-09-29
"835","001872950C","M",201,"WEIGHT_4",6.5,"LENGTH_4",80,"T4",2021-11-04
"834","001872950C","M",201,"WEIGHT_5",16,"LENGTH_5",110,"T5",2021-12-09
"837","001872950C","M",201,"WEIGHT_6",29.6,"LENGTH_6",135,"T6",2022-01-06
"838","001872950C","M",201,"WEIGHT_7",65,"LENGTH_7",177,"T7",2022-03-30
"846","001872951B","F",152,"WEIGHT_1",2.3,"LENGTH_1",62,"T1",2021-07-29
"844","001872951B","F",152,"WEIGHT_2",5.2,"LENGTH_2",81,"T2",2021-08-30
"843","001872951B","F",152,"WEIGHT_3",11.4,"LENGTH_3",105,"T3",2021-09-29
"845","001872951B","F",152,"WEIGHT_4",23.1,"LENGTH_4",134,"T4",2021-11-04
"847","001872951B","F",152,"WEIGHT_5",47.1,"LENGTH_5",166,"T5",2021-12-09
"841","001872951B","F",152,"WEIGHT_6",70.1,"LENGTH_6",188,"T6",2022-01-06
"842","001872951B","F",152,"WEIGHT_7",164.8,"LENGTH_7",249,"T7",2022-03-30
