"","TAGNUMBER","TANK_Real","condition1","ConditionFactor","condition3","Date","condition4","Days_in_Exp"
"299","00186D1665",151,"K5",1.14504570311729,"T3",NA,"Day_in_Exp_T3",NA
"300","00186D1665",151,"K6",1.14712984544288,"T4",NA,"Day_in_Exp_T4",NA
"301","00186D1665",151,"K7",1.09805210816142,"T5",NA,"Day_in_Exp_T5",NA
"302","00186D1666",151,"K1",1.12881201638598,"T6",NA,"Day_in_Exp_T6",NA
"303","00186D1666",151,"K2",1.1522633744856,"T7",NA,"Day_in_Exp_T7",NA
"304","00186D1666",151,"K3",1.19296,"T8",NA,"Day_in_Exp_T8",NA
"305","00186D1666",151,"K4",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"306","00186D1666",151,"K5",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"307","00186D1666",151,"K6",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"308","00186D1666",151,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"309","00186D1667",152,"K1",1.10141377472123,"T5",2021-12-09,"Day_in_Exp_T5",133
"310","00186D1667",152,"K2",0.976999796458376,"T6",2022-01-06,"Day_in_Exp_T6",161
"311","00186D1667",152,"K3",1.10193119849112,"T7",NA,"Day_in_Exp_T7",NA
"312","00186D1667",152,"K4",1.07917503792693,"T8",2022-03-30,"Day_in_Exp_T8",244
"313","00186D1667",152,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"314","00186D1667",152,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"315","00186D1667",152,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"316","00186D1668",201,"K1",0.904629441165163,"T4",2021-11-04,"Day_in_Exp_T4",98
"317","00186D1668",201,"K2",1.0489745225068,"T5",2021-12-09,"Day_in_Exp_T5",133
"318","00186D1668",201,"K3",1.07871720116618,"T6",2022-01-06,"Day_in_Exp_T6",161
"319","00186D1668",201,"K4",1.18006035165798,"T7",NA,"Day_in_Exp_T7",NA
"320","00186D1668",201,"K5",1.04971570199738,"T8",2022-03-30,"Day_in_Exp_T8",244
"321","00186D1668",201,"K6",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"322","00186D1668",201,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"323","00186D1669",201,"K1",1.12,"T3",2021-09-29,"Day_in_Exp_T3",62
"324","00186D1669",201,"K2",1.13289248430734,"T4",2021-11-04,"Day_in_Exp_T4",98
"325","00186D1669",201,"K3",0.881131019776986,"T5",2021-12-09,"Day_in_Exp_T5",133
"326","00186D1669",201,"K4",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"327","00186D1669",201,"K5",NA,"T7",NA,"Day_in_Exp_T7",NA
"328","00186D1669",201,"K6",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"329","00186D1669",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"330","00186D166A",152,"K1",1.11988080572989,"T2",2021-08-30,"Day_in_Exp_T2",20
"331","00186D166A",152,"K2",1.09037037037037,"T3",2021-09-29,"Day_in_Exp_T3",62
"332","00186D166A",152,"K3",1.1196967487972,"T4",2021-11-04,"Day_in_Exp_T4",98
"333","00186D166A",152,"K4",1.07478817419825,"T5",2021-12-09,"Day_in_Exp_T5",133
"334","00186D166A",152,"K5",1.0752,"T6",2022-01-06,"Day_in_Exp_T6",161
"335","00186D166A",152,"K6",1.12178021643042,"T7",NA,"Day_in_Exp_T7",NA
"336","00186D166A",152,"K7",1.16469853913111,"T8",2022-03-30,"Day_in_Exp_T8",244
"337","00186D166B",201,"K1",0.968021137026239,"T1",2021-07-29,"Day_in_Exp_T1",0
"338","00186D166B",201,"K2",1.06666666666667,"T2",2021-08-30,"Day_in_Exp_T2",20
"339","00186D166B",201,"K3",1.1445811419985,"T3",2021-09-29,"Day_in_Exp_T3",62
"340","00186D166B",201,"K4",1.30188214021534,"T4",2021-11-04,"Day_in_Exp_T4",98
"341","00186D166B",201,"K5",1.26392603427067,"T5",2021-12-09,"Day_in_Exp_T5",133
"342","00186D166B",201,"K6",1.32343936763052,"T6",2022-01-06,"Day_in_Exp_T6",161
"343","00186D166B",201,"K7",1.37821950459228,"T7",2022-02-04,"Day_in_Exp_T7",190
"344","00186D166C",152,"K1",1.08131487889273,"T8",NA,"Day_in_Exp_T8",NA
"345","00186D166C",152,"K2",1.08506944444444,"T1",2021-07-29,"Day_in_Exp_T1",0
"346","00186D166C",152,"K3",1.07765197753906,"T2",2021-08-30,"Day_in_Exp_T2",20
"347","00186D166C",152,"K4",1.03550844941151,"T3",2021-09-29,"Day_in_Exp_T3",62
"348","00186D166C",152,"K5",1.07007563809023,"T4",NA,"Day_in_Exp_T4",NA
"349","00186D166C",152,"K6",1.2436860629916,"T5",NA,"Day_in_Exp_T5",NA
"350","00186D166C",152,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"351","00186D166D",152,"K1",1.07979699816435,"T7",NA,"Day_in_Exp_T7",NA
"352","00186D166D",152,"K2",1.12061665122864,"T8",NA,"Day_in_Exp_T8",NA
"353","00186D166D",152,"K3",1.22106481481481,"T1",2021-07-29,"Day_in_Exp_T1",0
"354","00186D166D",152,"K4",1.2016602274384,"T2",2021-08-30,"Day_in_Exp_T2",20
"355","00186D166D",152,"K5",1.2887686810258,"T3",2021-09-29,"Day_in_Exp_T3",62
"356","00186D166D",152,"K6",1.25070748487555,"T4",2021-11-04,"Day_in_Exp_T4",98
"357","00186D166D",152,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"358","00186D166E",202,"K1",1.14547032571008,"T6",NA,"Day_in_Exp_T6",NA
"359","00186D166E",202,"K2",1.17347608763072,"T7",NA,"Day_in_Exp_T7",NA
"360","00186D166E",202,"K3",1.01148030142113,"T8",NA,"Day_in_Exp_T8",NA
"361","00186D166E",202,"K4",1.11625391474964,"T1",2021-07-29,"Day_in_Exp_T1",0
"362","00186D166E",202,"K5",1.05540101469269,"T2",2021-08-30,"Day_in_Exp_T2",20
"363","00186D166E",202,"K6",1.07175145886414,"T3",2021-09-29,"Day_in_Exp_T3",62
"364","00186D166E",202,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"365","00186D166F",202,"K1",1.15740740740741,"T5",2021-12-09,"Day_in_Exp_T5",133
"366","00186D166F",202,"K2",1.04934180035573,"T6",NA,"Day_in_Exp_T6",NA
"367","00186D166F",202,"K3",1.05653643876784,"T7",NA,"Day_in_Exp_T7",NA
"368","00186D166F",202,"K4",1.11749498906706,"T8",NA,"Day_in_Exp_T8",NA
"369","00186D166F",202,"K5",1.10552253213433,"T1",2021-07-29,"Day_in_Exp_T1",0
"370","00186D166F",202,"K6",1.10432748307109,"T2",2021-08-30,"Day_in_Exp_T2",20
"371","00186D166F",202,"K7",1.07233281583262,"T3",2021-09-29,"Day_in_Exp_T3",62
"372","00186D1670",201,"K1",1.11988080572989,"T4",NA,"Day_in_Exp_T4",NA
"373","00186D1670",201,"K2",1.23259259259259,"T5",NA,"Day_in_Exp_T5",NA
"374","00186D1670",201,"K3",1.24799533459688,"T6",NA,"Day_in_Exp_T6",NA
"375","00186D1670",201,"K4",1.28472222222222,"T7",NA,"Day_in_Exp_T7",NA
"376","00186D1670",201,"K5",1.2215466013859,"T8",NA,"Day_in_Exp_T8",NA
"377","00186D1670",201,"K6",1.40572362078228,"T1",2021-07-29,"Day_in_Exp_T1",0
"378","00186D1670",201,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"379","00186D1671",201,"K1",1.07995442592323,"T3",2021-09-29,"Day_in_Exp_T3",62
"380","00186D1671",201,"K2",1.18545614659012,"T4",2021-11-04,"Day_in_Exp_T4",98
"381","00186D1671",201,"K3",1.15905647149287,"T5",2021-12-09,"Day_in_Exp_T5",133
"382","00186D1671",201,"K4",1.26088710799455,"T6",2022-01-06,"Day_in_Exp_T6",161
"383","00186D1671",201,"K5",1.20376692122254,"T7",2022-02-04,"Day_in_Exp_T7",190
"384","00186D1671",201,"K6",1.27994598627938,"T8",NA,"Day_in_Exp_T8",NA
"385","00186D1671",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"386","00186D1672",151,"K1",1.0782758716643,"T2",2021-08-30,"Day_in_Exp_T2",20
"387","00186D1672",151,"K2",1.19140625,"T3",2021-09-29,"Day_in_Exp_T3",62
"388","00186D1672",151,"K3",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"389","00186D1672",151,"K4",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"390","00186D1672",151,"K5",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"391","00186D1672",151,"K6",NA,"T7",2022-02-04,"Day_in_Exp_T7",190
"392","00186D1672",151,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"393","00186D1673",151,"K1",1.05540101469269,"T1",2021-07-29,"Day_in_Exp_T1",0
"394","00186D1673",151,"K2",1.05393851682574,"T2",2021-08-30,"Day_in_Exp_T2",20
"395","00186D1673",151,"K3",1.05185764434887,"T3",2021-09-29,"Day_in_Exp_T3",62
"396","00186D1673",151,"K4",1.15716083764203,"T4",2021-11-04,"Day_in_Exp_T4",98
"397","00186D1673",151,"K5",1.05188735119341,"T5",2021-12-09,"Day_in_Exp_T5",133
"398","00186D1673",151,"K6",1.0062349873506,"T6",2022-01-06,"Day_in_Exp_T6",161
"399","00186D1673",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"400","00186D1674",202,"K1",1.068115234375,"T8",2022-03-30,"Day_in_Exp_T8",244
"401","00186D1674",202,"K2",1.12990702479339,"T1",2021-07-29,"Day_in_Exp_T1",0
"402","00186D1674",202,"K3",1.00306167079749,"T2",2021-08-30,"Day_in_Exp_T2",20
"403","00186D1674",202,"K4",1.11205462768189,"T3",2021-09-29,"Day_in_Exp_T3",62
"404","00186D1674",202,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"405","00186D1674",202,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"406","00186D1674",202,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"407","00186D1675",152,"K1",1.0667956304051,"T7",NA,"Day_in_Exp_T7",NA
"408","00186D1675",152,"K2",1.0796443343093,"T8",2022-03-30,"Day_in_Exp_T8",244
"409","00186D1675",152,"K3",1.11194035476551,"T1",2021-07-29,"Day_in_Exp_T1",0
"410","00186D1675",152,"K4",1.21306035562234,"T2",2021-08-30,"Day_in_Exp_T2",20
"411","00186D1675",152,"K5",1.21898957995897,"T3",2021-09-29,"Day_in_Exp_T3",62
"412","00186D1675",152,"K6",1.20060519001436,"T4",2021-11-04,"Day_in_Exp_T4",98
"413","00186D1675",152,"K7",1.31280006858711,"T5",2021-12-09,"Day_in_Exp_T5",133
"414","00186D1676",202,"K1",1.03071188942789,"T6",2022-01-06,"Day_in_Exp_T6",161
"415","00186D1676",202,"K2",1.13197580087288,"T7",NA,"Day_in_Exp_T7",NA
"416","00186D1676",202,"K3",1.14392707419145,"T8",2022-03-30,"Day_in_Exp_T8",244
"417","00186D1676",202,"K4",1.15539477927804,"T1",2021-07-29,"Day_in_Exp_T1",0
"418","00186D1676",202,"K5",1.26248990061757,"T2",2021-08-30,"Day_in_Exp_T2",20
"419","00186D1676",202,"K6",1.24086925700666,"T3",2021-09-29,"Day_in_Exp_T3",62
"420","00186D1676",202,"K7",1.17625,"T4",2021-11-04,"Day_in_Exp_T4",98
"421","00186D1677",151,"K1",0.901577761081893,"T5",2021-12-09,"Day_in_Exp_T5",133
"422","00186D1677",151,"K2",1.01178607387519,"T6",2022-01-06,"Day_in_Exp_T6",161
"423","00186D1677",151,"K3",1.1550022760339,"T7",2022-02-04,"Day_in_Exp_T7",190
"424","00186D1677",151,"K4",1.06334686279297,"T8",NA,"Day_in_Exp_T8",NA
"425","00186D1677",151,"K5",1.16222267453694,"T1",2021-07-29,"Day_in_Exp_T1",0
"426","00186D1677",151,"K6",0.903280218564454,"T2",2021-08-30,"Day_in_Exp_T2",20
"427","00186D1677",151,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"428","00186D1678",151,"K1",0.940373596996178,"T4",2021-11-04,"Day_in_Exp_T4",98
"429","00186D1678",151,"K2",1.09239872553482,"T5",2021-12-09,"Day_in_Exp_T5",133
"430","00186D1678",151,"K3",1.04213311622227,"T6",2022-01-06,"Day_in_Exp_T6",161
"431","00186D1678",151,"K4",0.99707124019227,"T7",NA,"Day_in_Exp_T7",NA
"432","00186D1678",151,"K5",1.04486128242029,"T8",2022-03-30,"Day_in_Exp_T8",244
"433","00186D1678",151,"K6",0.983412570592095,"T1",2021-07-29,"Day_in_Exp_T1",0
"434","00186D1678",151,"K7",1.0431801784129,"T2",2021-08-30,"Day_in_Exp_T2",20
"435","00186D1679",202,"K1",1.12,"T3",2021-09-29,"Day_in_Exp_T3",62
"436","00186D1679",202,"K2",1.14547032571008,"T4",2021-11-04,"Day_in_Exp_T4",98
"437","00186D1679",202,"K3",0.837074468788137,"T5",2021-12-09,"Day_in_Exp_T5",133
"438","00186D1679",202,"K4",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"439","00186D1679",202,"K5",NA,"T7",NA,"Day_in_Exp_T7",NA
"440","00186D1679",202,"K6",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"441","00186D1679",202,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"442","00186D167A",201,"K1",1.07995442592323,"T2",2021-08-24,"Day_in_Exp_T2",20
"443","00186D167A",201,"K2",1.25291587694999,"T3",NA,"Day_in_Exp_T3",NA
"444","00186D167A",201,"K3",1.21515938538327,"T4",NA,"Day_in_Exp_T4",NA
"445","00186D167A",201,"K4",1.15413293485375,"T5",NA,"Day_in_Exp_T5",NA
"446","00186D167A",201,"K5",NA,"T6",NA,"Day_in_Exp_T6",NA
"447","00186D167A",201,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"448","00186D167A",201,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"449","00186D167B",201,"K1",1.12755750543278,"T1",2021-07-29,"Day_in_Exp_T1",0
"450","00186D167B",201,"K2",1.20735529960636,"T2",2021-08-30,"Day_in_Exp_T2",20
"451","00186D167B",201,"K3",1.204966415632,"T3",2021-09-29,"Day_in_Exp_T3",62
"452","00186D167B",201,"K4",1.29575639779721,"T4",2021-11-04,"Day_in_Exp_T4",98
"453","00186D167B",201,"K5",1.3568,"T5",2021-12-09,"Day_in_Exp_T5",133
"454","00186D167B",201,"K6",1.33830825372094,"T6",2022-01-06,"Day_in_Exp_T6",161
"455","00186D167B",201,"K7",1.48769762680004,"T7",NA,"Day_in_Exp_T7",NA
"456","00186D167C",151,"K1",1.1419984973704,"T8",2022-03-30,"Day_in_Exp_T8",244
"457","00186D167C",151,"K2",1.07421875,"T1",2021-07-29,"Day_in_Exp_T1",0
"458","00186D167C",151,"K3",1.15105674947925,"T2",2021-08-30,"Day_in_Exp_T2",20
"459","00186D167C",151,"K4",1.13064616428289,"T3",2021-09-29,"Day_in_Exp_T3",62
"460","00186D167C",151,"K5",1.10007407351566,"T4",2021-11-04,"Day_in_Exp_T4",98
"461","00186D167C",151,"K6",1.08190597667638,"T5",NA,"Day_in_Exp_T5",NA
"462","00186D167C",151,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"463","00186D167D",152,"K1",1.03497925475406,"T7",NA,"Day_in_Exp_T7",NA
"464","00186D167D",152,"K2",1.08357493041041,"T8",NA,"Day_in_Exp_T8",NA
"465","00186D167D",152,"K3",1.14583333333333,"T1",2021-07-29,"Day_in_Exp_T1",0
"466","00186D167D",152,"K4",1.14962962962963,"T2",2021-08-30,"Day_in_Exp_T2",20
"467","00186D167D",152,"K5",1.2536012221814,"T3",2021-09-29,"Day_in_Exp_T3",62
"468","00186D167D",152,"K6",1.21332718580893,"T4",2021-11-04,"Day_in_Exp_T4",98
"469","00186D167D",152,"K7",1.1805634696151,"T5",2021-12-09,"Day_in_Exp_T5",133
"470","00186D167E",201,"K1",1.11978947957784,"T6",2022-01-06,"Day_in_Exp_T6",161
"471","00186D167E",201,"K2",1.14782261812694,"T7",2022-02-04,"Day_in_Exp_T7",190
"472","00186D167E",201,"K3",1.16,"T8",NA,"Day_in_Exp_T8",NA
"473","00186D167E",201,"K4",1.22047488189465,"T1",2021-07-29,"Day_in_Exp_T1",0
"474","00186D167E",201,"K5",1.1767578125,"T2",2021-08-30,"Day_in_Exp_T2",20
"475","00186D167E",201,"K6",1.19416909620991,"T3",2021-09-29,"Day_in_Exp_T3",62
"476","00186D167E",201,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"477","00186D167F",151,"K1",0.923097579805982,"T5",2021-12-09,"Day_in_Exp_T5",133
"478","00186D167F",151,"K2",0.960716466517403,"T6",2022-01-06,"Day_in_Exp_T6",161
"479","00186D167F",151,"K3",1.0530242611892,"T7",2022-02-12,"Day_in_Exp_T7",190
"480","00186D167F",151,"K4",NA,"T8",NA,"Day_in_Exp_T8",NA
"481","00186D167F",151,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"482","00186D167F",151,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"483","00186D167F",151,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"484","00186D1680",202,"K1",1.21681044610788,"T4",2021-11-04,"Day_in_Exp_T4",98
"485","00186D1680",202,"K2",1.19665989911549,"T5",2021-12-09,"Day_in_Exp_T5",133
"486","00186D1680",202,"K3",0.96378575042768,"T6",2022-01-06,"Day_in_Exp_T6",161
"487","00186D1680",202,"K4",1.81367072445263,"T7",NA,"Day_in_Exp_T7",NA
"488","00186D1680",202,"K5",1.20940031828704,"T8",2022-03-30,"Day_in_Exp_T8",244
"489","00186D1680",202,"K6",1.24718256949662,"T1",2021-07-29,"Day_in_Exp_T1",0
"490","00186D1680",202,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"491","00186D1681",201,"K1",1.09586038738665,"T3",2021-09-29,"Day_in_Exp_T3",62
"492","00186D1681",201,"K2",1.171875,"T4",2021-11-04,"Day_in_Exp_T4",98
"493","00186D1681",201,"K3",1.14377353765543,"T5",2021-12-09,"Day_in_Exp_T5",133
"494","00186D1681",201,"K4",1.21714422376093,"T6",2022-01-06,"Day_in_Exp_T6",161
"495","00186D1681",201,"K5",1.13702623906706,"T7",2022-02-04,"Day_in_Exp_T7",190
"496","00186D1681",201,"K6",1.18172747485056,"T8",NA,"Day_in_Exp_T8",NA
"497","00186D1681",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"498","00186D1682",152,"K1",1.02496355685131,"T2",2021-08-30,"Day_in_Exp_T2",20
"499","00186D1682",152,"K2",1.05393851682574,"T3",2021-09-29,"Day_in_Exp_T3",62
"500","00186D1682",152,"K3",1.07735506419969,"T4",NA,"Day_in_Exp_T4",NA
"501","00186D1682",152,"K4",1.08058504536795,"T5",NA,"Day_in_Exp_T5",NA
"502","00186D1682",152,"K5",1.10415449258424,"T6",NA,"Day_in_Exp_T6",NA
"503","00186D1682",152,"K6",1.03539543437166,"T7",NA,"Day_in_Exp_T7",NA
"504","00186D1682",152,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"505","00186D1683",152,"K1",1.05540101469269,"T1",2021-07-29,"Day_in_Exp_T1",0
"506","00186D1683",152,"K2",1.06171646023732,"T2",2021-08-30,"Day_in_Exp_T2",20
"507","00186D1683",152,"K3",1.08815227762215,"T3",2021-09-29,"Day_in_Exp_T3",62
"508","00186D1683",152,"K4",1.04631696428571,"T4",2021-11-04,"Day_in_Exp_T4",98
"509","00186D1683",152,"K5",1.04233045061447,"T5",NA,"Day_in_Exp_T5",NA
"510","00186D1683",152,"K6",1.02942745889137,"T6",NA,"Day_in_Exp_T6",NA
"511","00186D1683",152,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"512","00186D1684",202,"K1",1.00754313963876,"T8",NA,"Day_in_Exp_T8",NA
"513","00186D1684",202,"K2",1.03980451675085,"T1",2021-07-29,"Day_in_Exp_T1",0
"514","00186D1684",202,"K3",0.919827072510368,"T2",2021-08-30,"Day_in_Exp_T2",20
"515","00186D1684",202,"K4",1.10787172011662,"T3",2021-09-29,"Day_in_Exp_T3",62
"516","00186D1684",202,"K5",1.01148030142113,"T4",2021-11-04,"Day_in_Exp_T4",98
"517","00186D1684",202,"K6",0.993836187400997,"T5",2021-12-09,"Day_in_Exp_T5",133
"518","00186D1684",202,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"519","00186D1685",201,"K1",1.08190597667638,"T7",2022-02-04,"Day_in_Exp_T7",190
"520","00186D1685",201,"K2",1.09846536351166,"T8",NA,"Day_in_Exp_T8",NA
"521","00186D1685",201,"K3",1.11553041442969,"T1",2021-07-29,"Day_in_Exp_T1",0
"522","00186D1685",201,"K4",1.07979699816435,"T2",2021-08-30,"Day_in_Exp_T2",20
"523","00186D1685",201,"K5",1.05857849121094,"T3",2021-09-29,"Day_in_Exp_T3",62
"524","00186D1685",201,"K6",1.12807373900215,"T4",2021-11-04,"Day_in_Exp_T4",98
"525","00186D1685",201,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"526","00186D1686",202,"K1",1.07961184778743,"T6",2022-01-06,"Day_in_Exp_T6",161
"527","00186D1686",202,"K2",1.28529087417774,"T7",NA,"Day_in_Exp_T7",NA
"528","00186D1686",202,"K3",1.06292517006803,"T8",2022-03-30,"Day_in_Exp_T8",244
"529","00186D1686",202,"K4",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"530","00186D1686",202,"K5",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"531","00186D1686",202,"K6",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"532","00186D1686",202,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"533","00186D1687",202,"K1",0.971958983330903,"T5",2021-12-09,"Day_in_Exp_T5",133
"534","00186D1687",202,"K2",1.06396066005459,"T6",2022-01-06,"Day_in_Exp_T6",161
"535","00186D1687",202,"K3",1.11018908966376,"T7",2022-02-09,"Day_in_Exp_T7",190
"536","00186D1687",202,"K4",1.1550022760339,"T8",NA,"Day_in_Exp_T8",NA
"537","00186D1687",202,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"538","00186D1687",202,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"539","00186D1687",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"540","00186D1688",151,"K1",1.07119033591555,"T4",2021-11-04,"Day_in_Exp_T4",98
"541","00186D1688",151,"K2",0.971851851851852,"T5",2021-12-09,"Day_in_Exp_T5",133
"542","00186D1688",151,"K3",1.02030405060708,"T6",2022-01-06,"Day_in_Exp_T6",161
"543","00186D1688",151,"K4",1.40430256276957,"T7",NA,"Day_in_Exp_T7",NA
"544","00186D1688",151,"K5",1.19500432351447,"T8",2022-03-30,"Day_in_Exp_T8",244
"545","00186D1688",151,"K6",1.13813234568916,"T1",2021-07-29,"Day_in_Exp_T1",0
"546","00186D1688",151,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"547","00186D1689",202,"K1",1.12755750543278,"T3",2021-09-29,"Day_in_Exp_T3",62
"548","00186D1689",202,"K2",1.18246760424352,"T4",NA,"Day_in_Exp_T4",NA
"549","00186D1689",202,"K3",1.19486334536582,"T5",NA,"Day_in_Exp_T5",NA
"550","00186D1689",202,"K4",1.26220886551465,"T6",NA,"Day_in_Exp_T6",NA
"551","00186D1689",202,"K5",NA,"T7",NA,"Day_in_Exp_T7",NA
"552","00186D1689",202,"K6",NA,"T8",NA,"Day_in_Exp_T8",NA
"553","00186D1689",202,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"554","00186D168A",202,"K1",1.07471268228135,"T2",2021-08-30,"Day_in_Exp_T2",20
"555","00186D168A",202,"K2",1.12881201638598,"T3",2021-09-29,"Day_in_Exp_T3",62
"556","00186D168A",202,"K3",1.11759627393402,"T4",2021-11-04,"Day_in_Exp_T4",98
"557","00186D168A",202,"K4",1.13685624187201,"T5",2021-12-09,"Day_in_Exp_T5",133
"558","00186D168A",202,"K5",1.13663413750199,"T6",2022-01-06,"Day_in_Exp_T6",161
"559","00186D168A",202,"K6",1.08152094153106,"T7",NA,"Day_in_Exp_T7",NA
"560","00186D168A",202,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"561","00186D168B",152,"K1",1.07630489154947,"T1",2021-07-29,"Day_in_Exp_T1",0
"562","00186D168B",152,"K2",1.05362531398034,"T2",2021-08-30,"Day_in_Exp_T2",20
"563","00186D168B",152,"K3",1.11560659249122,"T3",2021-09-29,"Day_in_Exp_T3",62
"564","00186D168B",152,"K4",1.05324074074074,"T4",2021-11-04,"Day_in_Exp_T4",98
"565","00186D168B",152,"K5",1.06277420148428,"T5",2021-12-09,"Day_in_Exp_T5",133
"566","00186D168B",152,"K6",1.048311627827,"T6",2022-01-06,"Day_in_Exp_T6",161
"567","00186D168B",152,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"568","00186D168C",151,"K1",1.0782758716643,"T8",2022-03-30,"Day_in_Exp_T8",244
"569","00186D168C",151,"K2",1.03507167871375,"T1",2021-07-29,"Day_in_Exp_T1",0
"570","00186D168C",151,"K3",1.06995401295693,"T2",2021-08-30,"Day_in_Exp_T2",20
"571","00186D168C",151,"K4",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"572","00186D168C",151,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"573","00186D168C",151,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"574","00186D168C",151,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"575","00186D168D",201,"K1",1.13289248430734,"T7",NA,"Day_in_Exp_T7",NA
"576","00186D168D",201,"K2",1.13678695038537,"T8",2022-03-30,"Day_in_Exp_T8",244
"577","00186D168D",201,"K3",1.11897786458333,"T1",2021-07-29,"Day_in_Exp_T1",0
"578","00186D168D",201,"K4",1.20797421031508,"T2",2021-08-30,"Day_in_Exp_T2",20
"579","00186D168D",201,"K5",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"580","00186D168D",201,"K6",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"581","00186D168D",201,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"582","00186D168E",151,"K1",1.068115234375,"T6",2022-01-06,"Day_in_Exp_T6",161
"583","00186D168E",151,"K2",1.07121055597295,"T7",NA,"Day_in_Exp_T7",NA
"584","00186D168E",151,"K3",1.13173059402332,"T8",2022-03-30,"Day_in_Exp_T8",244
"585","00186D168E",151,"K4",1.14390887801818,"T1",2021-07-29,"Day_in_Exp_T1",0
"586","00186D168E",151,"K5",1.14001606478259,"T2",2021-08-30,"Day_in_Exp_T2",20
"587","00186D168E",151,"K6",1.1369042416854,"T3",2021-09-29,"Day_in_Exp_T3",62
"588","00186D168E",151,"K7",1.20572039122216,"T4",2021-11-04,"Day_in_Exp_T4",98
"589","00186D168F",152,"K1",1.02595670462706,"T5",2021-12-09,"Day_in_Exp_T5",133
"590","00186D168F",152,"K2",1.00583664654062,"T6",2022-01-06,"Day_in_Exp_T6",161
"591","00186D168F",152,"K3",NA,"T7",NA,"Day_in_Exp_T7",NA
"592","00186D168F",152,"K4",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"593","00186D168F",152,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"594","00186D168F",152,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"595","00186D168F",152,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
