"","TAGNUMBER","TANK_Real","condition1","ConditionFactor","condition3","Date","condition4","Days_in_Exp"
"1403","00186D1703",202,"K3",0.937752946518469,"T3",2021-09-29,"Day_in_Exp_T3",62
"1404","00186D1703",202,"K4",1.09345385624727,"T4",2021-11-04,"Day_in_Exp_T4",98
"1405","00186D1703",202,"K5",1.07115862217903,"T5",2021-12-09,"Day_in_Exp_T5",133
"1406","00186D1703",202,"K6",0.958859734369938,"T6",2022-01-06,"Day_in_Exp_T6",161
"1407","00186D1703",202,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1408","0018729399",202,"K1",1.10535015179285,"T8",2022-03-30,"Day_in_Exp_T8",244
"1409","0018729399",202,"K2",1.26197407963937,"T1",2021-07-29,"Day_in_Exp_T1",0
"1410","0018729399",202,"K3",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1411","0018729399",202,"K4",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1412","0018729399",202,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1413","0018729399",202,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1414","0018729399",202,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1415","001872939A",151,"K1",1.06171646023732,"T7",NA,"Day_in_Exp_T7",NA
"1416","001872939A",151,"K2",1.0546875,"T8",2022-03-30,"Day_in_Exp_T8",244
"1417","001872939A",151,"K3",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1418","001872939A",151,"K4",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1419","001872939A",151,"K5",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1420","001872939A",151,"K6",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1421","001872939A",151,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1422","001872939C",201,"K1",1.07119033591555,"T6",2022-01-06,"Day_in_Exp_T6",161
"1423","001872939C",201,"K2",1.13105596927641,"T7",NA,"Day_in_Exp_T7",NA
"1424","001872939C",201,"K3",0.964506172839506,"T8",2022-03-30,"Day_in_Exp_T8",244
"1425","001872939C",201,"K4",1.11684283281916,"T1",2021-07-29,"Day_in_Exp_T1",0
"1426","001872939C",201,"K5",1.09561465185941,"T2",2021-08-30,"Day_in_Exp_T2",20
"1427","001872939C",201,"K6",1.11194590533434,"T3",NA,"Day_in_Exp_T3",NA
"1428","001872939C",201,"K7",NA,"T4",NA,"Day_in_Exp_T4",NA
"1429","001872939D",202,"K1",0.973809396286865,"T5",NA,"Day_in_Exp_T5",NA
"1430","001872939D",202,"K2",1.08131487889273,"T6",NA,"Day_in_Exp_T6",NA
"1431","001872939D",202,"K3",1.11623414491908,"T7",NA,"Day_in_Exp_T7",NA
"1432","001872939D",202,"K4",1.10633914191611,"T8",NA,"Day_in_Exp_T8",NA
"1433","001872939D",202,"K5",1.10571212612029,"T1",2021-07-29,"Day_in_Exp_T1",0
"1434","001872939D",202,"K6",1.02996826171875,"T2",2021-08-30,"Day_in_Exp_T2",20
"1435","001872939D",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1436","001872939E",201,"K1",1.13045820130801,"T4",NA,"Day_in_Exp_T4",NA
"1437","001872939E",201,"K2",1.27664819684448,"T5",NA,"Day_in_Exp_T5",NA
"1438","001872939E",201,"K3",NA,"T6",NA,"Day_in_Exp_T6",NA
"1439","001872939E",201,"K4",NA,"T7",NA,"Day_in_Exp_T7",NA
"1440","001872939E",201,"K5",NA,"T8",NA,"Day_in_Exp_T8",NA
"1441","001872939E",201,"K6",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1442","001872939E",201,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1443","00187293A0",201,"K1",1.0796443343093,"T3",2021-09-29,"Day_in_Exp_T3",62
"1444","00187293A0",201,"K2",1.04186232156273,"T4",2021-11-04,"Day_in_Exp_T4",98
"1445","00187293A0",201,"K3",1.1419984973704,"T5",2021-12-09,"Day_in_Exp_T5",133
"1446","00187293A0",201,"K4",1.13663413750199,"T6",2022-01-06,"Day_in_Exp_T6",161
"1447","00187293A0",201,"K5",1.1669921875,"T7",NA,"Day_in_Exp_T7",NA
"1448","00187293A0",201,"K6",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"1449","00187293A0",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1450","00187293A1",152,"K1",1.07871720116618,"T2",2021-08-30,"Day_in_Exp_T2",20
"1451","00187293A1",152,"K2",1.11523290758828,"T3",2021-09-29,"Day_in_Exp_T3",62
"1452","00187293A1",152,"K3",1.15639865809065,"T4",2021-11-04,"Day_in_Exp_T4",98
"1453","00187293A1",152,"K4",1.23555555555556,"T5",2021-12-09,"Day_in_Exp_T5",133
"1454","00187293A1",152,"K5",1.27569616562181,"T6",2022-01-06,"Day_in_Exp_T6",161
"1455","00187293A1",152,"K6",1.32470755220241,"T7",NA,"Day_in_Exp_T7",NA
"1456","00187293A1",152,"K7",1.32687362145189,"T8",2022-03-30,"Day_in_Exp_T8",244
"1457","00187293A2",202,"K1",1.02505227766616,"T1",2021-07-29,"Day_in_Exp_T1",0
"1458","00187293A2",202,"K2",1.23242455418381,"T2",2021-08-30,"Day_in_Exp_T2",20
"1459","00187293A2",202,"K3",1.21058523148905,"T3",2021-09-29,"Day_in_Exp_T3",62
"1460","00187293A2",202,"K4",1.338728518101,"T4",2021-11-04,"Day_in_Exp_T4",98
"1461","00187293A2",202,"K5",1.30208333333333,"T5",2021-12-09,"Day_in_Exp_T5",133
"1462","00187293A2",202,"K6",1.26809937509526,"T6",NA,"Day_in_Exp_T6",NA
"1463","00187293A2",202,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1464","00187293A4",152,"K1",1.10626220703125,"T8",NA,"Day_in_Exp_T8",NA
"1465","00187293A4",152,"K2",1.17239975575005,"T1",2021-07-29,"Day_in_Exp_T1",0
"1466","00187293A4",152,"K3",1.16731960641399,"T2",2021-08-21,"Day_in_Exp_T2",20
"1467","00187293A4",152,"K4",1.15057273574546,"T3",NA,"Day_in_Exp_T3",NA
"1468","00187293A4",152,"K5",NA,"T4",NA,"Day_in_Exp_T4",NA
"1469","00187293A4",152,"K6",NA,"T5",NA,"Day_in_Exp_T5",NA
"1470","00187293A4",152,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"1471","00187293A7",152,"K1",1.1131182576837,"T7",NA,"Day_in_Exp_T7",NA
"1472","00187293A7",152,"K2",1.06995884773663,"T8",NA,"Day_in_Exp_T8",NA
"1473","00187293A7",152,"K3",1.09614158163265,"T1",2021-07-29,"Day_in_Exp_T1",0
"1474","00187293A7",152,"K4",1.07336487833448,"T2",2021-08-30,"Day_in_Exp_T2",20
"1475","00187293A7",152,"K5",1.064453125,"T3",2021-09-29,"Day_in_Exp_T3",62
"1476","00187293A7",152,"K6",1.06481481481481,"T4",2021-11-04,"Day_in_Exp_T4",98
"1477","00187293A7",152,"K7",1.15943642114441,"T5",2021-12-09,"Day_in_Exp_T5",133
"1478","00187293A8",201,"K1",1.03071188942789,"T6",2022-01-06,"Day_in_Exp_T6",161
"1479","00187293A8",201,"K2",1.18860349361382,"T7",NA,"Day_in_Exp_T7",NA
"1480","00187293A8",201,"K3",1.21456332876086,"T8",2022-03-30,"Day_in_Exp_T8",244
"1481","00187293A8",201,"K4",1.26991351843423,"T1",2021-07-29,"Day_in_Exp_T1",0
"1482","00187293A8",201,"K5",1.13791533909877,"T2",2021-08-30,"Day_in_Exp_T2",20
"1483","00187293A8",201,"K6",1.01918915136531,"T3",2021-09-29,"Day_in_Exp_T3",62
"1484","00187293A8",201,"K7",1.17881011931609,"T4",2021-11-04,"Day_in_Exp_T4",98
"1485","00187293AA",152,"K1",0.999812035337357,"T5",2021-12-09,"Day_in_Exp_T5",133
"1486","00187293AA",152,"K2",0.962430655637376,"T6",2022-01-06,"Day_in_Exp_T6",161
"1487","00187293AA",152,"K3",0.995261229532453,"T7",NA,"Day_in_Exp_T7",NA
"1488","00187293AA",152,"K4",1.00599983562094,"T8",2022-03-30,"Day_in_Exp_T8",244
"1489","00187293AA",152,"K5",1.01224024154241,"T1",2021-07-29,"Day_in_Exp_T1",0
"1490","00187293AA",152,"K6",1.13939446408532,"T2",2021-08-30,"Day_in_Exp_T2",20
"1491","00187293AA",152,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1492","00187293AC",151,"K1",1.04956268221574,"T4",2021-11-04,"Day_in_Exp_T4",98
"1493","00187293AC",151,"K2",1.08,"T5",2021-12-09,"Day_in_Exp_T5",133
"1494","00187293AC",151,"K3",1.04956268221574,"T6",2022-01-06,"Day_in_Exp_T6",161
"1495","00187293AC",151,"K4",1.1042524005487,"T7",NA,"Day_in_Exp_T7",NA
"1496","00187293AC",151,"K5",1.07895747599451,"T8",NA,"Day_in_Exp_T8",NA
"1497","00187293AC",151,"K6",1.04233045061447,"T1",2021-07-29,"Day_in_Exp_T1",0
"1498","00187293AC",151,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1499","00187293AD",202,"K1",1.02996826171875,"T3",2021-09-29,"Day_in_Exp_T3",62
"1500","00187293AD",202,"K2",1.09375,"T4",2021-11-04,"Day_in_Exp_T4",98
"1501","00187293AD",202,"K3",1.16873071594319,"T5",NA,"Day_in_Exp_T5",NA
"1502","00187293AD",202,"K4",1.14176,"T6",NA,"Day_in_Exp_T6",NA
"1503","00187293AD",202,"K5",1.13047182533897,"T7",NA,"Day_in_Exp_T7",NA
"1504","00187293AD",202,"K6",1.09395383514816,"T8",NA,"Day_in_Exp_T8",NA
"1505","00187293AD",202,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1506","00187293AE",151,"K1",1.01330067274353,"T2",2021-08-18,"Day_in_Exp_T2",20
"1507","00187293AE",151,"K2",1.07255556120059,"T3",NA,"Day_in_Exp_T3",NA
"1508","00187293AE",151,"K3",1.08216324432541,"T4",NA,"Day_in_Exp_T4",NA
"1509","00187293AE",151,"K4",NA,"T5",NA,"Day_in_Exp_T5",NA
"1510","00187293AE",151,"K5",NA,"T6",NA,"Day_in_Exp_T6",NA
"1511","00187293AE",151,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"1512","00187293AE",151,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"1513","00187293B0",202,"K1",1.04956268221574,"T1",2021-07-29,"Day_in_Exp_T1",0
"1514","00187293B0",202,"K2",1.16092374483334,"T2",2021-08-30,"Day_in_Exp_T2",20
"1515","00187293B0",202,"K3",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1516","00187293B0",202,"K4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1517","00187293B0",202,"K5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1518","00187293B0",202,"K6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1519","00187293B0",202,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1520","00187293B2",152,"K1",1.02249986610121,"T8",NA,"Day_in_Exp_T8",NA
"1521","00187293B2",152,"K2",1.03255280770074,"T1",2021-07-29,"Day_in_Exp_T1",0
"1522","00187293B2",152,"K3",1.09309390807457,"T2",2021-08-30,"Day_in_Exp_T2",20
"1523","00187293B2",152,"K4",1.13299536942805,"T3",2021-09-29,"Day_in_Exp_T3",62
"1524","00187293B2",152,"K5",1.2158203125,"T4",2021-11-04,"Day_in_Exp_T4",98
"1525","00187293B2",152,"K6",1.23358342768778,"T5",2021-12-09,"Day_in_Exp_T5",133
"1526","00187293B2",152,"K7",1.22855274366571,"T6",2022-01-06,"Day_in_Exp_T6",161
"1527","00187293B5",151,"K1",1.0667956304051,"T7",NA,"Day_in_Exp_T7",NA
"1528","00187293B5",151,"K2",1.25219133483596,"T8",2022-03-30,"Day_in_Exp_T8",244
"1529","00187293B5",151,"K3",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1530","00187293B5",151,"K4",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1531","00187293B5",151,"K5",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1532","00187293B5",151,"K6",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1533","00187293B5",151,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1534","00187293B6",201,"K1",1.09586038738665,"T6",2022-01-06,"Day_in_Exp_T6",161
"1535","00187293B6",201,"K2",1.27347277598199,"T7",NA,"Day_in_Exp_T7",NA
"1536","00187293B6",201,"K3",1.19674936487475,"T8",2022-03-30,"Day_in_Exp_T8",244
"1537","00187293B6",201,"K4",1.23445920671322,"T1",2021-07-29,"Day_in_Exp_T1",0
"1538","00187293B6",201,"K5",1.30567764416202,"T2",2021-08-28,"Day_in_Exp_T2",20
"1539","00187293B6",201,"K6",1.46907852049802,"T3",NA,"Day_in_Exp_T3",NA
"1540","00187293B6",201,"K7",NA,"T4",NA,"Day_in_Exp_T4",NA
"1541","00187293B7",202,"K1",1.13289248430734,"T5",NA,"Day_in_Exp_T5",NA
"1542","00187293B7",202,"K2",1.20888888888889,"T6",NA,"Day_in_Exp_T6",NA
"1543","00187293B7",202,"K3",1.01925925925926,"T7",NA,"Day_in_Exp_T7",NA
"1544","00187293B7",202,"K4",NA,"T8",NA,"Day_in_Exp_T8",NA
"1545","00187293B7",202,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1546","00187293B7",202,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1547","00187293B7",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1548","00187293BA",152,"K1",0.962099125364431,"T4",2021-11-04,"Day_in_Exp_T4",98
"1549","00187293BA",152,"K2",1.12061665122864,"T5",2021-12-09,"Day_in_Exp_T5",133
"1550","00187293BA",152,"K3",1.16757294052933,"T6",2022-01-06,"Day_in_Exp_T6",161
"1551","00187293BA",152,"K4",1.21358012787477,"T7",2022-02-04,"Day_in_Exp_T7",190
"1552","00187293BA",152,"K5",1.29847645429363,"T8",NA,"Day_in_Exp_T8",NA
"1553","00187293BA",152,"K6",1.25578565409335,"T1",2021-07-29,"Day_in_Exp_T1",0
"1554","00187293BA",152,"K7",NA,"T2",NA,"Day_in_Exp_T2",NA
"1555","00187293BC",152,"K1",1.03071188942789,"T3",NA,"Day_in_Exp_T3",NA
"1556","00187293BC",152,"K2",1.1196967487972,"T4",NA,"Day_in_Exp_T4",NA
"1557","00187293BC",152,"K3",1.14701866181156,"T5",NA,"Day_in_Exp_T5",NA
"1558","00187293BC",152,"K4",1.17208470567752,"T6",NA,"Day_in_Exp_T6",NA
"1559","00187293BC",152,"K5",1.18815219406935,"T7",NA,"Day_in_Exp_T7",NA
"1560","00187293BC",152,"K6",1.23760790588557,"T8",NA,"Day_in_Exp_T8",NA
"1561","00187293BC",152,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1562","00187293BD",151,"K1",1.07871720116618,"T2",2021-08-30,"Day_in_Exp_T2",20
"1563","00187293BD",151,"K2",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1564","00187293BD",151,"K3",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1565","00187293BD",151,"K4",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1566","00187293BD",151,"K5",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1567","00187293BD",151,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"1568","00187293BD",151,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"1569","00187293BE",201,"K1",1.06171646023732,"T1",2021-07-29,"Day_in_Exp_T1",0
"1570","00187293BE",201,"K2",1.19969081386114,"T2",2021-08-30,"Day_in_Exp_T2",20
"1571","00187293BE",201,"K3",1.17546894272283,"T3",2021-09-29,"Day_in_Exp_T3",62
"1572","00187293BE",201,"K4",1.32610540668392,"T4",2021-11-04,"Day_in_Exp_T4",98
"1573","00187293BE",201,"K5",1.35074351314155,"T5",2021-12-09,"Day_in_Exp_T5",133
"1574","00187293BE",201,"K6",1.25387755102041,"T6",2022-01-06,"Day_in_Exp_T6",161
"1575","00187293BE",201,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1576","00187293C0",202,"K1",1.10787172011662,"T8",2022-03-30,"Day_in_Exp_T8",244
"1577","00187293C0",202,"K2",1.19486334536582,"T1",2021-07-29,"Day_in_Exp_T1",0
"1578","00187293C0",202,"K3",1.06137920979735,"T2",2021-08-30,"Day_in_Exp_T2",20
"1579","00187293C0",202,"K4",1.1403706589036,"T3",2021-09-29,"Day_in_Exp_T3",62
"1580","00187293C0",202,"K5",1.11657268549287,"T4",2021-11-04,"Day_in_Exp_T4",98
"1581","00187293C0",202,"K6",1.15102456397973,"T5",2021-12-09,"Day_in_Exp_T5",133
"1582","00187293C0",202,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1583","00187293C1",202,"K1",0.965056560706253,"T7",NA,"Day_in_Exp_T7",NA
"1584","00187293C1",202,"K2",1.16148148148148,"T8",2022-03-30,"Day_in_Exp_T8",244
"1585","00187293C1",202,"K3",1.09375,"T1",2021-07-29,"Day_in_Exp_T1",0
"1586","00187293C1",202,"K4",0.948262782582309,"T2",2021-08-24,"Day_in_Exp_T2",20
"1587","00187293C1",202,"K5",0.928149806635457,"T3",NA,"Day_in_Exp_T3",NA
"1588","00187293C1",202,"K6",NA,"T4",NA,"Day_in_Exp_T4",NA
"1589","00187293C1",202,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"1590","00187293C2",201,"K1",1.04956268221574,"T6",NA,"Day_in_Exp_T6",NA
"1591","00187293C2",201,"K2",1.24322906371176,"T7",NA,"Day_in_Exp_T7",NA
"1592","00187293C2",201,"K3",1.21726174535858,"T8",NA,"Day_in_Exp_T8",NA
"1593","00187293C2",201,"K4",1.48591578170487,"T1",2021-07-29,"Day_in_Exp_T1",0
"1594","00187293C2",201,"K5",1.44890260631001,"T2",2021-08-30,"Day_in_Exp_T2",20
"1595","00187293C2",201,"K6",1.68391893862079,"T3",2021-09-29,"Day_in_Exp_T3",62
"1596","00187293C2",201,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1597","00187293C3",202,"K1",0.997463118801182,"T5",2021-12-09,"Day_in_Exp_T5",133
"1598","00187293C3",202,"K2",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1599","00187293C3",202,"K3",NA,"T7",NA,"Day_in_Exp_T7",NA
"1600","00187293C3",202,"K4",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"1601","00187293C3",202,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1602","00187293C3",202,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1603","00187293C3",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1604","00187293C5",151,"K1",0.949956832843919,"T4",2021-11-04,"Day_in_Exp_T4",98
"1605","00187293C5",151,"K2",0.971901418824212,"T5",2021-12-09,"Day_in_Exp_T5",133
"1606","00187293C5",151,"K3",1.04545080956686,"T6",2022-01-06,"Day_in_Exp_T6",161
"1607","00187293C5",151,"K4",1.15308059859115,"T7",NA,"Day_in_Exp_T7",NA
"1608","00187293C5",151,"K5",1.16489284152209,"T8",2022-03-30,"Day_in_Exp_T8",244
"1609","00187293C5",151,"K6",1.12227648384673,"T1",2021-07-29,"Day_in_Exp_T1",0
"1610","00187293C5",151,"K7",NA,"T2",2021-08-24,"Day_in_Exp_T2",20
"1611","00187293C7",152,"K1",1.12630095370294,"T3",NA,"Day_in_Exp_T3",NA
"1612","00187293C7",152,"K2",1.17549189814815,"T4",NA,"Day_in_Exp_T4",NA
"1613","00187293C7",152,"K3",1.09936744446913,"T5",NA,"Day_in_Exp_T5",NA
"1614","00187293C7",152,"K4",1.12196343601302,"T6",NA,"Day_in_Exp_T6",NA
"1615","00187293C7",152,"K5",1.14499570120872,"T7",NA,"Day_in_Exp_T7",NA
"1616","00187293C7",152,"K6",1.09879789631856,"T8",NA,"Day_in_Exp_T8",NA
"1617","00187293C7",152,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1618","00187293CA",151,"K1",1.05598543468366,"T2",2021-08-18,"Day_in_Exp_T2",20
"1619","00187293CA",151,"K2",1.11018908966376,"T3",NA,"Day_in_Exp_T3",NA
"1620","00187293CA",151,"K3",1.12298887809092,"T4",NA,"Day_in_Exp_T4",NA
"1621","00187293CA",151,"K4",1.16067364588075,"T5",NA,"Day_in_Exp_T5",NA
"1622","00187293CA",151,"K5",1.16215514843117,"T6",NA,"Day_in_Exp_T6",NA
"1623","00187293CA",151,"K6",1.15571198640046,"T7",NA,"Day_in_Exp_T7",NA
"1624","00187293CA",151,"K7",1.18677920032515,"T8",NA,"Day_in_Exp_T8",NA
"1625","00187293CC",151,"K1",1.14784205693297,"T1",2021-07-29,"Day_in_Exp_T1",0
"1626","00187293CC",151,"K2",1.03550652581887,"T2",2021-08-30,"Day_in_Exp_T2",20
"1627","00187293CC",151,"K3",1.05295556527515,"T3",2021-09-29,"Day_in_Exp_T3",62
"1628","00187293CC",151,"K4",1.09966545817618,"T4",2021-11-04,"Day_in_Exp_T4",98
"1629","00187293CC",151,"K5",1.10604475394199,"T5",2021-12-09,"Day_in_Exp_T5",133
"1630","00187293CC",151,"K6",1.07352532105212,"T6",2022-01-06,"Day_in_Exp_T6",161
"1631","00187293CC",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1632","00187293CE",152,"K1",1.05735722373238,"T8",NA,"Day_in_Exp_T8",NA
"1633","00187293CE",152,"K2",1.10633914191611,"T1",2021-07-29,"Day_in_Exp_T1",0
"1634","00187293CE",152,"K3",1.16453794139745,"T2",2021-08-30,"Day_in_Exp_T2",20
"1635","00187293CE",152,"K4",1.19210728579985,"T3",2021-09-29,"Day_in_Exp_T3",62
"1636","00187293CE",152,"K5",1.20909620991254,"T4",2021-11-04,"Day_in_Exp_T4",98
"1637","00187293CE",152,"K6",1.19904460348555,"T5",2021-12-09,"Day_in_Exp_T5",133
"1638","00187293CE",152,"K7",1.21257874815831,"T6",2022-01-06,"Day_in_Exp_T6",161
"1639","00187293CF",151,"K1",1.061141492113,"T7",NA,"Day_in_Exp_T7",NA
"1640","00187293CF",151,"K2",1.09637225115741,"T8",2022-03-30,"Day_in_Exp_T8",244
"1641","00187293CF",151,"K3",1.09568,"T1",2021-07-29,"Day_in_Exp_T1",0
"1642","00187293CF",151,"K4",1.14074074074074,"T2",2021-08-24,"Day_in_Exp_T2",20
"1643","00187293CF",151,"K5",1.16083676268861,"T3",NA,"Day_in_Exp_T3",NA
"1644","00187293CF",151,"K6",1.10133922850186,"T4",NA,"Day_in_Exp_T4",NA
"1645","00187293CF",151,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"1646","00187293D0",202,"K1",0.987108364756283,"T6",NA,"Day_in_Exp_T6",NA
"1647","00187293D0",202,"K2",1.1398330958681,"T7",NA,"Day_in_Exp_T7",NA
"1648","00187293D0",202,"K3",0.96169420149012,"T8",NA,"Day_in_Exp_T8",NA
"1649","00187293D0",202,"K4",0.976999796458376,"T1",2021-07-29,"Day_in_Exp_T1",0
"1650","00187293D0",202,"K5",1.07979699816435,"T2",2021-08-30,"Day_in_Exp_T2",20
"1651","00187293D0",202,"K6",1.12268518518519,"T3",2021-09-29,"Day_in_Exp_T3",62
"1652","00187293D0",202,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1653","00187293D3",201,"K1",0.968021137026239,"T5",2021-12-09,"Day_in_Exp_T5",133
"1654","00187293D3",201,"K2",1.10626220703125,"T6",NA,"Day_in_Exp_T6",NA
"1655","00187293D3",201,"K3",1.02996826171875,"T7",NA,"Day_in_Exp_T7",NA
"1656","00187293D3",201,"K4",NA,"T8",NA,"Day_in_Exp_T8",NA
"1657","00187293D3",201,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1658","00187293D3",201,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"1659","00187293D3",201,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1660","00187293D9",151,"K1",1.13045820130801,"T4",2021-11-04,"Day_in_Exp_T4",98
"1661","00187293D9",151,"K2",1.10647386670347,"T5",2021-12-09,"Day_in_Exp_T5",133
"1662","00187293D9",151,"K3",1.09375,"T6",2022-01-06,"Day_in_Exp_T6",161
"1663","00187293D9",151,"K4",1.1272746601142,"T7",2022-02-09,"Day_in_Exp_T7",190
"1664","00187293D9",151,"K5",1.12558518216975,"T8",NA,"Day_in_Exp_T8",NA
"1665","00187293D9",151,"K6",1.05165414087337,"T1",2021-07-29,"Day_in_Exp_T1",0
"1666","00187293D9",151,"K7",1.10454612777088,"T2",2021-08-30,"Day_in_Exp_T2",20
"1667","00187293DB",201,"K1",1.08581920123191,"T3",2021-09-29,"Day_in_Exp_T3",62
"1668","00187293DB",201,"K2",1.14377073861482,"T4",2021-11-04,"Day_in_Exp_T4",98
"1669","00187293DB",201,"K3",1.14188222492393,"T5",2021-12-09,"Day_in_Exp_T5",133
"1670","00187293DB",201,"K4",1.18798361401912,"T6",2022-01-06,"Day_in_Exp_T6",161
"1671","00187293DB",201,"K5",1.14442876038932,"T7",NA,"Day_in_Exp_T7",NA
"1672","00187293DB",201,"K6",1.15975895224884,"T8",2022-03-30,"Day_in_Exp_T8",244
"1673","00187293DB",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"1674","00187293DC",151,"K1",1.02496355685131,"T2",2021-08-30,"Day_in_Exp_T2",20
"1675","00187293DC",151,"K2",1.09521108003145,"T3",2021-09-29,"Day_in_Exp_T3",62
"1676","00187293DC",151,"K3",1.09707375013497,"T4",2021-11-04,"Day_in_Exp_T4",98
"1677","00187293DC",151,"K4",1.19657077938571,"T5",NA,"Day_in_Exp_T5",NA
"1678","00187293DC",151,"K5",1.17435179408308,"T6",NA,"Day_in_Exp_T6",NA
"1679","00187293DC",151,"K6",1.21991851876716,"T7",NA,"Day_in_Exp_T7",NA
"1680","00187293DC",151,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"1681","00187293DD",152,"K1",1.11759627393402,"T1",2021-07-29,"Day_in_Exp_T1",0
"1682","00187293DD",152,"K2",1.05305334100436,"T2",2021-08-30,"Day_in_Exp_T2",20
"1683","00187293DD",152,"K3",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"1684","00187293DD",152,"K4",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1685","00187293DD",152,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1686","00187293DD",152,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1687","00187293DD",152,"K7",NA,"T7",2022-02-04,"Day_in_Exp_T7",190
"1688","00187293E3",202,"K1",1.17884087791495,"T8",NA,"Day_in_Exp_T8",NA
"1689","00187293E3",202,"K2",1.31797638139671,"T1",2021-07-29,"Day_in_Exp_T1",0
"1690","00187293E3",202,"K3",1.32681530244085,"T2",2021-08-30,"Day_in_Exp_T2",20
"1691","00187293E3",202,"K4",1.34158842100947,"T3",2021-09-29,"Day_in_Exp_T3",62
"1692","00187293E3",202,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"1693","00187293E3",202,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"1694","00187293E3",202,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"1695","00187293E5",202,"K1",1.10626220703125,"T7",2022-02-04,"Day_in_Exp_T7",190
"1696","00187293E5",202,"K2",1.2047321880346,"T8",NA,"Day_in_Exp_T8",NA
