"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME"
"687","00186D169D",151,"WEIGHT_1",1.5,"LENGTH_1",51,"T1",2021-07-29
"688","00186D169D",151,"WEIGHT_2",5,"LENGTH_2",76,"T2",2021-08-30
"689","00186D169D",151,"WEIGHT_3",10.7,"LENGTH_3",96,"T3",2021-09-29
"690","00186D169D",151,"WEIGHT_4",20.5,"LENGTH_4",121,"T4",2021-11-04
"691","00186D169D",151,"WEIGHT_5",37.1,"LENGTH_5",147,"T5",2021-12-09
"692","00186D169D",151,"WEIGHT_6",57.2,"LENGTH_6",117,"T6",2022-01-06
"693","00186D169D",151,"WEIGHT_7",170,"LENGTH_7",245,"T7",2022-03-30
"694","00186D169E",152,"WEIGHT_1",2.5,"LENGTH_1",61,"T1",2021-07-29
"695","00186D169E",152,"WEIGHT_2",7.2,"LENGTH_2",85,"T2",2021-08-30
"696","00186D169E",152,"WEIGHT_3",18.1,"LENGTH_3",118,"T3",2021-09-29
"697","00186D169E",152,"WEIGHT_4",40.6,"LENGTH_4",154,"T4",2021-11-04
"698","00186D169E",152,"WEIGHT_5",79.3,"LENGTH_5",190,"T5",2021-12-09
"699","00186D169E",152,"WEIGHT_6",116.7,"LENGTH_6",216,"T6",2022-01-06
"700","00186D169E",152,"WEIGHT_7",256.7,"LENGTH_7",275,"T7",2022-03-30
"701","00186D169F",151,"WEIGHT_1",3,"LENGTH_1",65,"T1",2021-07-29
"702","00186D169F",151,"WEIGHT_2",6.7,"LENGTH_2",87,"T2",2021-08-30
"703","00186D169F",151,"WEIGHT_3",15.6,"LENGTH_3",114,"T3",2021-09-29
"704","00186D169F",151,"WEIGHT_4",30.4,"LENGTH_4",139,"T4",2021-11-04
"705","00186D169F",151,"WEIGHT_5",50.4,"LENGTH_5",166,"T5",2021-12-09
"706","00186D169F",151,"WEIGHT_6",73,"LENGTH_6",187,"T6",2022-01-06
"707","00186D169F",151,"WEIGHT_7",98.8,"LENGTH_7",203,"T7",2022-02-04
"708","00186D16A0",201,"WEIGHT_1",2.4,"LENGTH_1",61,"T1",2021-07-29
"709","00186D16A0",201,"WEIGHT_2",5.4,"LENGTH_2",76,"T2",2021-08-30
"710","00186D16A0",201,"WEIGHT_3",10.3,"LENGTH_3",98,"T3",2021-09-29
"711","00186D16A0",201,"WEIGHT_4",18.4,"LENGTH_4",117,"T4",2021-11-04
"712","00186D16A0",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"713","00186D16A0",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"714","00186D16A0",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"715","00186D16A1",202,"WEIGHT_1",3.3,"LENGTH_1",66,"T1",2021-07-29
"716","00186D16A1",202,"WEIGHT_2",7,"LENGTH_2",84,"T2",2021-08-30
"717","00186D16A1",202,"WEIGHT_3",5.4,"LENGTH_3",83,"T3",2021-09-29
"718","00186D16A1",202,"WEIGHT_4",5.2,"LENGTH_4",82,"T4",2021-11-04
"719","00186D16A1",202,"WEIGHT_5",10.6,"LENGTH_5",96,"T5",2021-12-09
"720","00186D16A1",202,"WEIGHT_6",17.7,"LENGTH_6",116,"T6",2022-01-06
"721","00186D16A1",202,"WEIGHT_7",56.5,"LENGTH_7",268,"T7",2022-03-30
"722","00186D16A2",151,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29
"723","00186D16A2",151,"WEIGHT_2",5.1,"LENGTH_2",79,"T2",2021-08-30
"724","00186D16A2",151,"WEIGHT_3",15,"LENGTH_3",110,"T3",2021-09-29
"725","00186D16A2",151,"WEIGHT_4",36.7,"LENGTH_4",145,"T4",2021-11-04
"726","00186D16A2",151,"WEIGHT_5",69.7,"LENGTH_5",181,"T5",2021-12-09
"727","00186D16A2",151,"WEIGHT_6",104.4,"LENGTH_6",209,"T6",2022-01-06
"728","00186D16A2",151,"WEIGHT_7",233.4,"LENGTH_7",275,"T7",2022-03-30
"729","00186D16A3",152,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29
"730","00186D16A3",152,"WEIGHT_2",5.5,"LENGTH_2",80,"T2",2021-08-30
"731","00186D16A3",152,"WEIGHT_3",13.7,"LENGTH_3",110,"T3",2021-09-29
"732","00186D16A3",152,"WEIGHT_4",32.2,"LENGTH_4",144,"T4",2021-11-04
"733","00186D16A3",152,"WEIGHT_5",64.1,"LENGTH_5",180,"T5",2021-12-09
"734","00186D16A3",152,"WEIGHT_6",98.9,"LENGTH_6",208,"T6",2022-01-06
"735","00186D16A3",152,"WEIGHT_7",245.6,"LENGTH_7",275,"T7",2022-03-30
"736","00186D16A4",151,"WEIGHT_1",4.2,"LENGTH_1",70,"T1",2021-07-29
"737","00186D16A4",151,"WEIGHT_2",10.7,"LENGTH_2",98,"T2",2021-08-30
"738","00186D16A4",151,"WEIGHT_3",27.2,"LENGTH_3",135,"T3",2021-09-29
"739","00186D16A4",151,"WEIGHT_4",63.1,"LENGTH_4",172,"T4",2021-11-04
"740","00186D16A4",151,"WEIGHT_5",114.6,"LENGTH_5",213,"T5",2021-12-09
"741","00186D16A4",151,"WEIGHT_6",167,"LENGTH_6",244,"T6",2022-01-06
"742","00186D16A4",151,"WEIGHT_7",313.6,"LENGTH_7",300,"T7",2022-03-30
"743","00186D16A5",202,"WEIGHT_1",1.5,"LENGTH_1",55,"T1",2021-07-29
"744","00186D16A5",202,"WEIGHT_2",2.8,"LENGTH_2",64,"T2",2021-08-30
"745","00186D16A5",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"746","00186D16A5",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"747","00186D16A5",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"748","00186D16A5",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"749","00186D16A5",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"750","00186D16A6",152,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29
"751","00186D16A6",152,"WEIGHT_2",4.5,"LENGTH_2",79,"T2",2021-08-30
"752","00186D16A6",152,"WEIGHT_3",10.3,"LENGTH_3",100,"T3",2021-09-29
"753","00186D16A6",152,"WEIGHT_4",21.5,"LENGTH_4",124,"T4",2021-11-04
"754","00186D16A6",152,"WEIGHT_5",37.2,"LENGTH_5",149,"T5",2021-12-09
"755","00186D16A6",152,"WEIGHT_6",52.7,"LENGTH_6",167,"T6",2022-01-06
"756","00186D16A6",152,"WEIGHT_7",124.5,"LENGTH_7",227,"T7",2022-03-30
"757","00186D16A7",201,"WEIGHT_1",2.7,"LENGTH_1",63,"T1",2021-07-29
"758","00186D16A7",201,"WEIGHT_2",7.3,"LENGTH_2",85,"T2",2021-08-30
"759","00186D16A7",201,"WEIGHT_3",14.1,"LENGTH_3",108,"T3",2021-09-29
"760","00186D16A7",201,"WEIGHT_4",30.2,"LENGTH_4",135,"T4",2021-11-04
"761","00186D16A7",201,"WEIGHT_5",53.7,"LENGTH_5",161,"T5",2021-12-09
"762","00186D16A7",201,"WEIGHT_6",61.7,"LENGTH_6",171,"T6",2022-01-06
"763","00186D16A7",201,"WEIGHT_7",119.2,"LENGTH_7",210,"T7",2022-03-30
"764","00186D16A8",151,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29
"765","00186D16A8",151,"WEIGHT_2",5,"LENGTH_2",79,"T2",2021-08-30
"766","00186D16A8",151,"WEIGHT_3",11.5,"LENGTH_3",101,"T3",2021-09-29
"767","00186D16A8",151,"WEIGHT_4",18.2,"LENGTH_4",120,"T4",2021-11-04
"768","00186D16A8",151,"WEIGHT_5",31.3,"LENGTH_5",145,"T5",2021-12-09
"769","00186D16A8",151,"WEIGHT_6",58.2,"LENGTH_6",173,"T6",2022-01-06
"770","00186D16A8",151,"WEIGHT_7",131.4,"LENGTH_7",233,"T7",2022-03-30
"771","00186D16A9",201,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29
"772","00186D16A9",201,"WEIGHT_2",3.6,"LENGTH_2",70,"T2",2021-08-30
"773","00186D16A9",201,"WEIGHT_3",8,"LENGTH_3",90,"T3",2021-09-29
"774","00186D16A9",201,"WEIGHT_4",17.4,"LENGTH_4",115,"T4",2021-11-04
"775","00186D16A9",201,"WEIGHT_5",34.3,"LENGTH_5",140,"T5",2021-12-09
"776","00186D16A9",201,"WEIGHT_6",43.1,"LENGTH_6",151,"T6",2022-01-06
"777","00186D16A9",201,"WEIGHT_7",76,"LENGTH_7",185,"T7",2022-03-30
"778","00186D16AA",152,"WEIGHT_1",3.4,"LENGTH_1",69,"T1",2021-07-29
"779","00186D16AA",152,"WEIGHT_2",10,"LENGTH_2",100,"T2",2021-08-30
"780","00186D16AA",152,"WEIGHT_3",23.9,"LENGTH_3",133,"T3",2021-09-29
"781","00186D16AA",152,"WEIGHT_4",48.9,"LENGTH_4",166,"T4",2021-11-04
"782","00186D16AA",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"783","00186D16AA",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"784","00186D16AA",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"785","00186D16AB",151,"WEIGHT_1",3.4,"LENGTH_1",66,"T1",2021-07-29
"786","00186D16AB",151,"WEIGHT_2",9.7,"LENGTH_2",95,"T2",2021-08-30
"787","00186D16AB",151,"WEIGHT_3",24.2,"LENGTH_3",129,"T3",2021-09-29
"788","00186D16AB",151,"WEIGHT_4",54,"LENGTH_4",166,"T4",2021-11-04
"789","00186D16AB",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"790","00186D16AB",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"791","00186D16AB",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"792","00186D16AC",201,"WEIGHT_1",1.8,"LENGTH_1",55,"T1",2021-07-29
"793","00186D16AC",201,"WEIGHT_2",2.8,"LENGTH_2",65,"T2",2021-08-30
"794","00186D16AC",201,"WEIGHT_3",2.9,"LENGTH_3",65,"T3",2021-09-29
"795","00186D16AC",201,"WEIGHT_4",42.2,"LENGTH_4",146,"T4",2021-11-04
"796","00186D16AC",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"797","00186D16AC",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"798","00186D16AC",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"799","00186D16AD",151,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29
"800","00186D16AD",151,"WEIGHT_2",5.9,"LENGTH_2",80,"T2",2021-08-30
"801","00186D16AD",151,"WEIGHT_3",14.9,"LENGTH_3",105,"T3",2021-09-29
"802","00186D16AD",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"803","00186D16AD",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"804","00186D16AD",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"805","00186D16AD",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"806","00186D16AE",152,"WEIGHT_1",1.6,"LENGTH_1",55,"T1",2021-07-29
"807","00186D16AE",152,"WEIGHT_2",4.8,"LENGTH_2",75,"T2",2021-08-30
"808","00186D16AE",152,"WEIGHT_3",16.7,"LENGTH_3",110,"T3",2021-09-29
"809","00186D16AE",152,"WEIGHT_4",44,"LENGTH_4",150,"T4",2021-11-04
"810","00186D16AE",152,"WEIGHT_5",85.4,"LENGTH_5",185,"T5",2021-12-09
"811","00186D16AE",152,"WEIGHT_6",113.5,"LENGTH_6",206,"T6",2022-01-06
"812","00186D16AE",152,"WEIGHT_7",267.7,"LENGTH_7",272,"T7",2022-03-30
"813","00186D16AF",151,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29
"814","00186D16AF",151,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30
"815","00186D16AF",151,"WEIGHT_3",22,"LENGTH_3",125,"T3",2021-09-29
"816","00186D16AF",151,"WEIGHT_4",46.4,"LENGTH_4",159,"T4",2021-11-04
"817","00186D16AF",151,"WEIGHT_5",97,"LENGTH_5",196,"T5",2021-12-09
"818","00186D16AF",151,"WEIGHT_6",149.6,"LENGTH_6",226,"T6",2022-01-06
"819","00186D16AF",151,"WEIGHT_7",196,"LENGTH_7",250,"T7",2022-02-04
"820","00186D16B0",152,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29
"821","00186D16B0",152,"WEIGHT_2",3.3,"LENGTH_2",70,"T2",2021-08-30
"822","00186D16B0",152,"WEIGHT_3",5.7,"LENGTH_3",84,"T3",2021-09-29
"823","00186D16B0",152,"WEIGHT_4",12.2,"LENGTH_4",105,"T4",2021-11-04
"824","00186D16B0",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"825","00186D16B0",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"826","00186D16B0",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"827","00186D16B1",202,"WEIGHT_1",1.9,"LENGTH_1",57,"T1",2021-07-29
"828","00186D16B1",202,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30
"829","00186D16B1",202,"WEIGHT_3",4,"LENGTH_3",74,"T3",2021-09-29
"830","00186D16B1",202,"WEIGHT_4",6,"LENGTH_4",81,"T4",2021-11-04
"831","00186D16B1",202,"WEIGHT_5",18.6,"LENGTH_5",117,"T5",2021-12-09
"832","00186D16B1",202,"WEIGHT_6",29.6,"LENGTH_6",136,"T6",2022-01-06
"833","00186D16B1",202,"WEIGHT_7",68.7,"LENGTH_7",180,"T7",2022-03-30
"834","00186D16B2",202,"WEIGHT_1",1.3,"LENGTH_1",51,"T1",2021-07-29
"835","00186D16B2",202,"WEIGHT_2",2.9,"LENGTH_2",66,"T2",2021-08-30
"836","00186D16B2",202,"WEIGHT_3",4.4,"LENGTH_3",75,"T3",2021-09-29
"837","00186D16B2",202,"WEIGHT_4",9.1,"LENGTH_4",91,"T4",2021-11-04
"838","00186D16B2",202,"WEIGHT_5",17.8,"LENGTH_5",112,"T5",2021-12-09
"839","00186D16B2",202,"WEIGHT_6",27.2,"LENGTH_6",130,"T6",2022-01-06
"840","00186D16B2",202,"WEIGHT_7",57.8,"LENGTH_7",170,"T7",2022-03-30
"841","00186D16B3",151,"WEIGHT_1",2.7,"LENGTH_1",61,"T1",2021-07-29
"842","00186D16B3",151,"WEIGHT_2",6.4,"LENGTH_2",83,"T2",2021-08-30
"843","00186D16B3",151,"WEIGHT_3",15.4,"LENGTH_3",110,"T3",2021-09-29
"844","00186D16B3",151,"WEIGHT_4",31.7,"LENGTH_4",139,"T4",2021-11-04
"845","00186D16B3",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"846","00186D16B3",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"847","00186D16B3",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"848","00186D16B4",151,"WEIGHT_1",3,"LENGTH_1",65,"T1",2021-07-29
"849","00186D16B4",151,"WEIGHT_2",NA,"LENGTH_2",NA,"T2",NA
"850","00186D16B4",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"851","00186D16B4",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"852","00186D16B4",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"853","00186D16B4",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"854","00186D16B4",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"855","00186D16B5",201,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29
"856","00186D16B5",201,"WEIGHT_2",4.3,"LENGTH_2",71,"T2",2021-08-30
"857","00186D16B5",201,"WEIGHT_3",5.7,"LENGTH_3",79,"T3",2021-09-29
"858","00186D16B5",201,"WEIGHT_4",16.6,"LENGTH_4",108,"T4",2021-11-04
"859","00186D16B5",201,"WEIGHT_5",39.9,"LENGTH_5",142,"T5",2021-12-09
"860","00186D16B5",201,"WEIGHT_6",61.4,"LENGTH_6",170,"T6",2022-01-06
"861","00186D16B5",201,"WEIGHT_7",83.1,"LENGTH_7",173,"T7",2022-02-04
"862","00186D16B6",152,"WEIGHT_1",2.8,"LENGTH_1",64,"T1",2021-07-29
"863","00186D16B6",152,"WEIGHT_2",9.1,"LENGTH_2",92,"T2",2021-08-30
"864","00186D16B6",152,"WEIGHT_3",20,"LENGTH_3",120,"T3",2021-09-29
"865","00186D16B6",152,"WEIGHT_4",40.4,"LENGTH_4",150,"T4",2021-11-04
"866","00186D16B6",152,"WEIGHT_5",70.4,"LENGTH_5",180,"T5",2021-12-09
"867","00186D16B6",152,"WEIGHT_6",97.4,"LENGTH_6",205,"T6",2022-01-06
"868","00186D16B6",152,"WEIGHT_7",265.6,"LENGTH_7",277,"T7",2022-03-30
"869","00186D16B7",151,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29
"870","00186D16B7",151,"WEIGHT_2",5.2,"LENGTH_2",79,"T2",2021-08-30
"871","00186D16B7",151,"WEIGHT_3",14.2,"LENGTH_3",109,"T3",2021-09-29
"872","00186D16B7",151,"WEIGHT_4",34.7,"LENGTH_4",143,"T4",2021-11-04
"873","00186D16B7",151,"WEIGHT_5",77.6,"LENGTH_5",185,"T5",2021-12-09
"874","00186D16B7",151,"WEIGHT_6",121.3,"LENGTH_6",215,"T6",2022-01-06
"875","00186D16B7",151,"WEIGHT_7",305.2,"LENGTH_7",282,"T7",2022-03-30
"876","00186D16B8",152,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29
"877","00186D16B8",152,"WEIGHT_2",5.5,"LENGTH_2",80,"T2",2021-08-30
"878","00186D16B8",152,"WEIGHT_3",13.6,"LENGTH_3",105,"T3",2021-09-29
"879","00186D16B8",152,"WEIGHT_4",20.2,"LENGTH_4",121,"T4",2021-11-04
"880","00186D16B8",152,"WEIGHT_5",33.9,"LENGTH_5",143,"T5",2021-12-09
"881","00186D16B8",152,"WEIGHT_6",29.8,"LENGTH_6",145,"T6",2022-01-06
"882","00186D16B8",152,"WEIGHT_7",114.8,"LENGTH_7",205,"T7",2022-03-30
"883","00186D16B9",202,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29
"884","00186D16B9",202,"WEIGHT_2",7,"LENGTH_2",85,"T2",2021-08-30
"885","00186D16B9",202,"WEIGHT_3",11.1,"LENGTH_3",101,"T3",2021-09-29
"886","00186D16B9",202,"WEIGHT_4",22.8,"LENGTH_4",128,"T4",2021-11-04
"887","00186D16B9",202,"WEIGHT_5",44.1,"LENGTH_5",158,"T5",2021-12-09
"888","00186D16B9",202,"WEIGHT_6",62.3,"LENGTH_6",176,"T6",2022-01-06
"889","00186D16B9",202,"WEIGHT_7",89.7,"LENGTH_7",201,"T7",2022-02-04
"890","00186D16BA",202,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29
"891","00186D16BA",202,"WEIGHT_2",9.6,"LENGTH_2",94,"T2",2021-08-30
"892","00186D16BA",202,"WEIGHT_3",16.4,"LENGTH_3",112,"T3",2021-09-29
"893","00186D16BA",202,"WEIGHT_4",29.6,"LENGTH_4",135,"T4",2021-11-04
"894","00186D16BA",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"895","00186D16BA",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"896","00186D16BA",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"897","00186D16BB",202,"WEIGHT_1",1.8,"LENGTH_1",58,"T1",2021-07-29
"898","00186D16BB",202,"WEIGHT_2",5.6,"LENGTH_2",78,"T2",2021-08-30
"899","00186D16BB",202,"WEIGHT_3",12.4,"LENGTH_3",102,"T3",2021-09-29
"900","00186D16BB",202,"WEIGHT_4",22.2,"LENGTH_4",119,"T4",2021-11-04
"901","00186D16BB",202,"WEIGHT_5",39.7,"LENGTH_5",146,"T5",2021-12-09
"902","00186D16BB",202,"WEIGHT_6",52.3,"LENGTH_6",166,"T6",2022-01-06
"903","00186D16BB",202,"WEIGHT_7",69.4,"LENGTH_7",177,"T7",2022-02-04
"904","00186D16BC",201,"WEIGHT_1",2.1,"LENGTH_1",56,"T1",2021-07-29
"905","00186D16BC",201,"WEIGHT_2",4.3,"LENGTH_2",71,"T2",2021-08-24
"906","00186D16BC",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"907","00186D16BC",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"908","00186D16BC",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"909","00186D16BC",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"910","00186D16BC",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"911","00186D16BD",201,"WEIGHT_1",2.3,"LENGTH_1",60,"T1",2021-07-29
"912","00186D16BD",201,"WEIGHT_2",5.2,"LENGTH_2",76,"T2",2021-08-30
"913","00186D16BD",201,"WEIGHT_3",5.1,"LENGTH_3",79,"T3",2021-09-29
"914","00186D16BD",201,"WEIGHT_4",8,"LENGTH_4",88,"T4",2021-11-04
"915","00186D16BD",201,"WEIGHT_5",19.2,"LENGTH_5",120,"T5",2021-12-09
"916","00186D16BD",201,"WEIGHT_6",32.1,"LENGTH_6",142,"T6",2022-01-06
"917","00186D16BD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"918","00186D16BE",152,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29
"919","00186D16BE",152,"WEIGHT_2",7.3,"LENGTH_2",89,"T2",2021-08-30
"920","00186D16BE",152,"WEIGHT_3",15.8,"LENGTH_3",114,"T3",2021-09-29
"921","00186D16BE",152,"WEIGHT_4",35.1,"LENGTH_4",145,"T4",2021-11-04
"922","00186D16BE",152,"WEIGHT_5",66.5,"LENGTH_5",181,"T5",2021-12-09
"923","00186D16BE",152,"WEIGHT_6",99.1,"LENGTH_6",209,"T6",2022-01-06
"924","00186D16BE",152,"WEIGHT_7",225.2,"LENGTH_7",270,"T7",2022-03-30
"925","00186D16BF",152,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29
"926","00186D16BF",152,"WEIGHT_2",4.7,"LENGTH_2",78,"T2",2021-08-30
"927","00186D16BF",152,"WEIGHT_3",8.6,"LENGTH_3",95,"T3",2021-09-29
"928","00186D16BF",152,"WEIGHT_4",15.2,"LENGTH_4",115,"T4",2021-11-04
"929","00186D16BF",152,"WEIGHT_5",25.5,"LENGTH_5",135,"T5",2021-12-09
"930","00186D16BF",152,"WEIGHT_6",32.3,"LENGTH_6",148,"T6",2022-01-06
"931","00186D16BF",152,"WEIGHT_7",83.9,"LENGTH_7",205,"T7",2022-03-30
"932","00186D16C0",202,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"933","00186D16C0",202,"WEIGHT_2",3.8,"LENGTH_2",69,"T2",2021-08-30
"934","00186D16C0",202,"WEIGHT_3",3.5,"LENGTH_3",70,"T3",2021-09-29
"935","00186D16C0",202,"WEIGHT_4",9.1,"LENGTH_4",92,"T4",2021-11-04
"936","00186D16C0",202,"WEIGHT_5",18.9,"LENGTH_5",116,"T5",2021-12-09
"937","00186D16C0",202,"WEIGHT_6",25.9,"LENGTH_6",130,"T6",2022-01-06
"938","00186D16C0",202,"WEIGHT_7",60.8,"LENGTH_7",170,"T7",2022-03-30
"939","00186D16C1",152,"WEIGHT_1",2.6,"LENGTH_1",63,"T1",2021-07-29
"940","00186D16C1",152,"WEIGHT_2",5,"LENGTH_2",NA,"T2",2021-08-21
"941","00186D16C1",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"942","00186D16C1",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"943","00186D16C1",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"944","00186D16C1",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"945","00186D16C1",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"946","00186D16C3",152,"WEIGHT_1",3.2,"LENGTH_1",65,"T1",2021-07-29
"947","00186D16C3",152,"WEIGHT_2",6.5,"LENGTH_2",84,"T2",2021-08-21
"948","00186D16C3",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"949","00186D16C3",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"950","00186D16C3",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"951","00186D16C3",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"952","00186D16C3",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"953","00186D16C4",152,"WEIGHT_1",2.5,"LENGTH_1",61,"T1",2021-07-29
"954","00186D16C4",152,"WEIGHT_2",6.3,"LENGTH_2",83,"T2",2021-08-30
"955","00186D16C4",152,"WEIGHT_3",15,"LENGTH_3",110,"T3",2021-09-29
"956","00186D16C4",152,"WEIGHT_4",34.3,"LENGTH_4",142,"T4",2021-11-04
"957","00186D16C4",152,"WEIGHT_5",61.6,"LENGTH_5",174,"T5",2021-12-09
"958","00186D16C4",152,"WEIGHT_6",78.9,"LENGTH_6",194,"T6",2022-01-06
"959","00186D16C4",152,"WEIGHT_7",169.1,"LENGTH_7",247,"T7",2022-03-30
"960","00186D16C5",202,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29
"961","00186D16C5",202,"WEIGHT_2",4.6,"LENGTH_2",74,"T2",2021-08-30
"962","00186D16C5",202,"WEIGHT_3",5.4,"LENGTH_3",79,"T3",2021-09-29
"963","00186D16C5",202,"WEIGHT_4",13.5,"LENGTH_4",105,"T4",2021-11-04
"964","00186D16C5",202,"WEIGHT_5",22.8,"LENGTH_5",125,"T5",2021-12-09
"965","00186D16C5",202,"WEIGHT_6",32.4,"LENGTH_6",137,"T6",2022-01-06
"966","00186D16C5",202,"WEIGHT_7",80.3,"LENGTH_7",185,"T7",2022-03-30
"967","00186D16C6",151,"WEIGHT_1",2.5,"LENGTH_1",62,"T1",2021-07-29
"968","00186D16C6",151,"WEIGHT_2",6.8,"LENGTH_2",85,"T2",2021-08-30
"969","00186D16C6",151,"WEIGHT_3",14.7,"LENGTH_3",108,"T3",2021-09-29
"970","00186D16C6",151,"WEIGHT_4",27.5,"LENGTH_4",133,"T4",2021-11-04
"971","00186D16C6",151,"WEIGHT_5",47.3,"LENGTH_5",159,"T5",2021-12-09
"972","00186D16C6",151,"WEIGHT_6",72.4,"LENGTH_6",185,"T6",2022-01-06
"973","00186D16C6",151,"WEIGHT_7",203.2,"LENGTH_7",257,"T7",2022-03-30
"974","00186D16C7",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29
"975","00186D16C7",201,"WEIGHT_2",3.8,"LENGTH_2",71,"T2",2021-08-25
"976","00186D16C7",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"977","00186D16C7",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"978","00186D16C7",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"979","00186D16C7",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"980","00186D16C7",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"981","00186D16C8",152,"WEIGHT_1",1.3,"LENGTH_1",52,"T1",2021-07-29
"982","00186D16C8",152,"WEIGHT_2",2.5,"LENGTH_2",60,"T2",2021-08-30
