"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"1934","001872947B",202,"947B","K2",1.15450302625765,"T2",2021-08-28
"1935","001872947B",202,"947B","K3",NA,"T3",NA
"1936","001872947B",202,"947B","K4",NA,"T4",NA
"1937","001872947B",202,"947B","K5",NA,"T5",NA
"1938","001872947B",202,"947B","K6",NA,"T6",NA
"1939","001872947B",202,"947B","K7",NA,"T7",NA
"1940","001872947C",152,"947C","K1",1.01770812131081,"T1",2021-07-29
"1941","001872947C",152,"947C","K2",1.2890625,"T2",2021-08-24
"1942","001872947C",152,"947C","K3",NA,"T3",NA
"1943","001872947C",152,"947C","K4",NA,"T4",NA
"1944","001872947C",152,"947C","K5",NA,"T5",NA
"1945","001872947C",152,"947C","K6",NA,"T6",NA
"1946","001872947C",152,"947C","K7",NA,"T7",NA
"1947","001872947D",151,"947D","K1",0.969244121754684,"T1",2021-07-29
"1948","001872947D",151,"947D","K2",1.015625,"T2",2021-08-30
"1949","001872947D",151,"947D","K3",1.06482423803816,"T3",2021-09-29
"1950","001872947D",151,"947D","K4",1.04789864079486,"T4",2021-11-04
"1951","001872947D",151,"947D","K5",1.05805677847314,"T5",2021-12-09
"1952","001872947D",151,"947D","K6",1.10642773592262,"T6",2022-01-06
"1953","001872947D",151,"947D","K7",1.0704648096193,"T7",2022-03-30
"1954","001872947E",201,"947E","K1",1.00701554160653,"T1",2021-07-29
"1955","001872947E",201,"947E","K2",1.15204903978052,"T2",2021-08-30
"1956","001872947E",201,"947E","K3",1.15611642580908,"T3",2021-09-29
"1957","001872947E",201,"947E","K4",1.31480090157776,"T4",2021-11-04
"1958","001872947E",201,"947E","K5",NA,"T5",NA
"1959","001872947E",201,"947E","K6",NA,"T6",NA
"1960","001872947E",201,"947E","K7",NA,"T7",NA
"1961","001872947F",152,"947F","K1",1.01610526850582,"T1",2021-07-29
"1962","001872947F",152,"947F","K2",1.03497925475406,"T2",2021-08-30
"1963","001872947F",152,"947F","K3",1.13010602449248,"T3",2021-09-29
"1964","001872947F",152,"947F","K4",1.09568,"T4",2021-11-04
"1965","001872947F",152,"947F","K5",1.12682638814967,"T5",2021-12-09
"1966","001872947F",152,"947F","K6",1.08127820117966,"T6",2022-01-06
"1967","001872947F",152,"947F","K7",1.0816154847195,"T7",2022-03-30
"1968","0018729480",202,"9480","K1",1.13702623906706,"T1",2021-07-29
"1969","0018729480",202,"9480","K2",1.14377353765543,"T2",2021-08-30
"1970","0018729480",202,"9480","K3",1.17371888969282,"T3",2021-09-29
"1971","0018729480",202,"9480","K4",1.21001251107276,"T4",2021-11-04
"1972","0018729480",202,"9480","K5",1.23643723008348,"T5",2021-12-09
"1973","0018729480",202,"9480","K6",1.08201044031874,"T6",2022-01-06
"1974","0018729480",202,"9480","K7",1.09757143434812,"T7",2022-02-04
"1975","0018729481",201,"9481","K1",0.995555555555556,"T1",2021-07-29
"1976","0018729481",201,"9481","K2",1.31717349621124,"T2",2021-08-25
"1977","0018729481",201,"9481","K3",NA,"T3",NA
"1978","0018729481",201,"9481","K4",NA,"T4",NA
"1979","0018729481",201,"9481","K5",NA,"T5",NA
"1980","0018729481",201,"9481","K6",NA,"T6",NA
"1981","0018729481",201,"9481","K7",NA,"T7",NA
"1982","0018729482",201,"9482","K1",1.01330067274353,"T1",2021-07-29
"1983","0018729482",201,"9482","K2",1.0796443343093,"T2",2021-08-30
"1984","0018729482",201,"9482","K3",0.903790087463557,"T3",2021-09-29
"1985","0018729482",201,"9482","K4",NA,"T4",NA
"1986","0018729482",201,"9482","K5",NA,"T5",NA
"1987","0018729482",201,"9482","K6",NA,"T6",NA
"1988","0018729482",201,"9482","K7",NA,"T7",NA
"1989","0018729483",201,"9483","K1",0.959819553923862,"T1",2021-07-29
"1990","0018729483",201,"9483","K2",1.13777777777778,"T2",2021-08-30
"1991","0018729483",201,"9483","K3",1.09224660942538,"T3",2021-09-29
"1992","0018729483",201,"9483","K4",1.16020180393586,"T4",2021-11-04
"1993","0018729483",201,"9483","K5",1.18553883744856,"T5",2021-12-09
"1994","0018729483",201,"9483","K6",1.1143405755451,"T6",2022-01-06
"1995","0018729483",201,"9483","K7",1.09559561239599,"T7",2022-03-30
"1996","0018729484",202,"9484","K1",1.11305896429863,"T1",2021-07-29
"1997","0018729484",202,"9484","K2",1.17392937640871,"T2",2021-08-30
"1998","0018729484",202,"9484","K3",1.00713648401561,"T3",2021-09-29
"1999","0018729484",202,"9484","K4",0.94443313657643,"T4",2021-11-04
"2000","0018729484",202,"9484","K5",NA,"T5",NA
"2001","0018729484",202,"9484","K6",NA,"T6",NA
"2002","0018729484",202,"9484","K7",NA,"T7",NA
"2003","0018729485",201,"9485","K1",0.997463118801182,"T1",2021-07-29
"2004","0018729485",201,"9485","K2",1.08431986036758,"T2",2021-08-30
"2005","0018729485",201,"9485","K3",1.14680530268548,"T3",2021-09-29
"2006","0018729485",201,"9485","K4",1.2061902594447,"T4",2021-11-04
"2007","0018729485",201,"9485","K5",NA,"T5",NA
"2008","0018729485",201,"9485","K6",NA,"T6",NA
"2009","0018729485",201,"9485","K7",NA,"T7",NA
"2010","0018729486",151,"9486","K1",1.13791533909877,"T1",2021-07-29
"2011","0018729486",151,"9486","K2",1.07067356757545,"T2",2021-08-30
"2012","0018729486",151,"9486","K3",1.20525094968296,"T3",2021-09-29
"2013","0018729486",151,"9486","K4",1.15152681730971,"T4",2021-11-04
"2014","0018729486",151,"9486","K5",1.17897827324424,"T5",2021-12-09
"2015","0018729486",151,"9486","K6",1.19043731778426,"T6",2022-01-06
"2016","0018729486",151,"9486","K7",1.20114213962723,"T7",2022-02-04
"2017","0018729488",151,"9488","K1",1.15204903978052,"T1",2021-07-29
"2018","0018729488",151,"9488","K2",1.16931889452288,"T2",2021-08-18
"2019","0018729488",151,"9488","K3",NA,"T3",NA
"2020","0018729488",151,"9488","K4",NA,"T4",NA
"2021","0018729488",151,"9488","K5",NA,"T5",NA
"2022","0018729488",151,"9488","K6",NA,"T6",NA
"2023","0018729488",151,"9488","K7",NA,"T7",NA
"2024","0018729489",151,"9489","K1",0.952598689224203,"T1",2021-07-29
"2025","0018729489",151,"9489","K2",1.06171646023732,"T2",2021-08-30
"2026","0018729489",151,"9489","K3",1.04969154672049,"T3",2021-09-29
"2027","0018729489",151,"9489","K4",1.09990126077232,"T4",2021-11-04
"2028","0018729489",151,"9489","K5",1.06334686279297,"T5",2021-12-09
"2029","0018729489",151,"9489","K6",1.01053888166401,"T6",2022-01-06
"2030","0018729489",151,"9489","K7",NA,"T7",NA
"2031","001872948A",201,"948A","K1",1.12525720164609,"T1",2021-07-29
"2032","001872948A",201,"948A","K2",1.09636973319726,"T2",2021-08-30
"2033","001872948A",201,"948A","K3",1.09345385624727,"T3",2021-09-29
"2034","001872948A",201,"948A","K4",1.17432862994993,"T4",2021-11-04
"2035","001872948A",201,"948A","K5",1.16838965656502,"T5",2021-12-09
"2036","001872948A",201,"948A","K6",1.1291530846031,"T6",2022-01-06
"2037","001872948A",201,"948A","K7",1.21458647255797,"T7",2022-02-04
"2038","001872948B",201,"948B","K1",1.10626220703125,"T1",2021-07-29
"2039","001872948B",201,"948B","K2",1.17176501039723,"T2",2021-08-30
"2040","001872948B",201,"948B","K3",1.13559047307534,"T3",2021-09-29
"2041","001872948B",201,"948B","K4",1.1215558887915,"T4",2021-11-04
"2042","001872948B",201,"948B","K5",1.26222222222222,"T5",2021-12-09
"2043","001872948B",201,"948B","K6",1.18896484375,"T6",2022-01-06
"2044","001872948B",201,"948B","K7",1.25107827587166,"T7",2022-02-04
"2045","001872948D",152,"948D","K1",1.0448816872428,"T1",2021-07-29
"2046","001872948D",152,"948D","K2",1.04012573964497,"T2",2021-08-30
"2047","001872948D",152,"948D","K3",1.0594954875124,"T3",2021-09-29
"2048","001872948D",152,"948D","K4",1.1757846784797,"T4",2021-11-04
"2049","001872948D",152,"948D","K5",1.16518042436515,"T5",2021-12-09
"2050","001872948D",152,"948D","K6",1.15394098791814,"T6",2022-01-06
"2051","001872948D",152,"948D","K7",1.24922614575507,"T7",2022-03-30
"2052","001872948E",151,"948E","K1",0.985689972028309,"T1",2021-07-29
"2053","001872948E",151,"948E","K2",1.07424746138363,"T2",2021-08-30
"2054","001872948E",151,"948E","K3",1.07302996264942,"T3",2021-09-29
"2055","001872948E",151,"948E","K4",1.12911035012987,"T4",2021-11-04
"2056","001872948E",151,"948E","K5",NA,"T5",NA
"2057","001872948E",151,"948E","K6",NA,"T6",NA
"2058","001872948E",151,"948E","K7",NA,"T7",NA
"2059","001872948F",152,"948F","K1",1.0667956304051,"T1",2021-07-29
"2060","001872948F",152,"948F","K2",1.03497925475406,"T2",2021-08-30
"2061","001872948F",152,"948F","K3",1.02855541087963,"T3",2021-09-29
"2062","001872948F",152,"948F","K4",1.10666812124467,"T4",2021-11-04
"2063","001872948F",152,"948F","K5",1.12695565989225,"T5",2021-12-09
"2064","001872948F",152,"948F","K6",1.22768870041536,"T6",2022-01-06
"2065","001872948F",152,"948F","K7",1.21872418170705,"T7",2022-03-30
"2066","0018729490",201,"9490","K1",1.01851851851852,"T1",2021-07-29
"2067","0018729490",201,"9490","K2",1.29847645429363,"T2",2021-08-30
"2068","0018729490",201,"9490","K3",1.23200593171296,"T3",2021-09-29
"2069","0018729490",201,"9490","K4",1.35168,"T4",2021-11-04
"2070","0018729490",201,"9490","K5",1.26496879743633,"T5",2021-12-09
"2071","0018729490",201,"9490","K6",1.4063450423546,"T6",2022-01-06
"2072","0018729490",201,"9490","K7",1.42301541863266,"T7",2022-02-04
"2073","0018729491",151,"9491","K1",1.06481481481481,"T1",2021-07-29
"2074","0018729491",151,"9491","K2",1.04934180035573,"T2",2021-08-30
"2075","0018729491",151,"9491","K3",1.11037718658892,"T3",2021-09-29
"2076","0018729491",151,"9491","K4",1.12190822187929,"T4",2021-11-04
"2077","0018729491",151,"9491","K5",NA,"T5",NA
"2078","0018729491",151,"9491","K6",NA,"T6",NA
"2079","0018729491",151,"9491","K7",NA,"T7",NA
"2080","0018729492",152,"9492","K1",1.04349277902997,"T1",2021-07-29
"2081","0018729492",152,"9492","K2",1.15234375,"T2",2021-08-30
"2082","0018729492",152,"9492","K3",0.958859734369938,"T3",2021-09-29
"2083","0018729492",152,"9492","K4",1.0738784303532,"T4",2021-11-04
"2084","0018729492",152,"9492","K5",1.07000465275296,"T5",2021-12-09
"2085","0018729492",152,"9492","K6",1.09666882626066,"T6",2022-01-06
"2086","0018729492",152,"9492","K7",1.19045267489712,"T7",2022-03-30
"2087","0018729493",152,"9493","K1",1.20852839405658,"T1",2021-07-29
"2088","0018729493",152,"9493","K2",1.06917699479211,"T2",2021-08-30
"2089","0018729493",152,"9493","K3",1.11689814814815,"T3",2021-09-29
"2090","0018729493",152,"9493","K4",1.12984471751123,"T4",2021-11-04
"2091","0018729493",152,"9493","K5",1.10122853595123,"T5",2021-12-09
"2092","0018729493",152,"9493","K6",1.07698760897414,"T6",2022-01-06
"2093","0018729493",152,"9493","K7",1.17587502687104,"T7",2022-03-30
"2094","0018729495",152,"9495","K1",1.13395214721939,"T1",2021-07-29
"2095","0018729495",152,"9495","K2",1.13791533909877,"T2",2021-08-30
"2096","0018729495",152,"9495","K3",1.20065557473619,"T3",2021-09-29
"2097","0018729495",152,"9495","K4",1.19087537468882,"T4",2021-11-04
"2098","0018729495",152,"9495","K5",1.25096849173554,"T5",2021-12-09
"2099","0018729495",152,"9495","K6",1.27316242795481,"T6",2022-01-06
"2100","0018729495",152,"9495","K7",NA,"T7",NA
"2101","0018729496",201,"9496","K1",1.14553618078237,"T1",2021-07-29
"2102","0018729496",201,"9496","K2",1.17989270200245,"T2",2021-08-30
"2103","0018729496",201,"9496","K3",1.14283155049037,"T3",2021-09-29
"2104","0018729496",201,"9496","K4",1.21984524351388,"T4",2021-11-04
"2105","0018729496",201,"9496","K5",1.11975105127041,"T5",2021-12-09
"2106","0018729496",201,"9496","K6",0.99687471033794,"T6",2022-01-06
"2107","0018729496",201,"9496","K7",1.26868564768885,"T7",2022-03-30
"2108","0018729498",151,"9498","K1",1.17347608763072,"T1",2021-07-29
"2109","0018729498",151,"9498","K2",1.08506944444444,"T2",2021-08-30
"2110","0018729498",151,"9498","K3",1.14547032571008,"T3",2021-09-29
"2111","0018729498",151,"9498","K4",1.16740740740741,"T4",2021-11-04
"2112","0018729498",151,"9498","K5",1.28746355685131,"T5",2021-12-09
"2113","0018729498",151,"9498","K6",1.34404032333466,"T6",2022-01-06
"2114","0018729498",151,"9498","K7",1.1106053709604,"T7",2022-03-30
"2115","0018729499",152,"9499","K1",1.02496355685131,"T1",2021-07-29
"2116","0018729499",152,"9499","K2",1.07871720116618,"T2",2021-08-30
"2117","0018729499",152,"9499","K3",1.08367626886145,"T3",2021-09-29
"2118","0018729499",152,"9499","K4",1.09953703703704,"T4",2021-11-04
"2119","0018729499",152,"9499","K5",1.02044241549461,"T5",2021-12-09
"2120","0018729499",152,"9499","K6",1.14873441747173,"T6",2022-01-06
"2121","0018729499",152,"9499","K7",1.15424142077017,"T7",2022-03-30
"2122","001872949A",201,"949A","K1",0.837074468788137,"T1",2021-07-29
"2123","001872949A",201,"949A","K2",1.09846536351166,"T2",2021-08-30
"2124","001872949A",201,"949A","K3",1.07421875,"T3",2021-09-29
"2125","001872949A",201,"949A","K4",1.17,"T4",2021-11-04
"2126","001872949A",201,"949A","K5",1.17301940917969,"T5",2021-12-09
"2127","001872949A",201,"949A","K6",1.16640146831629,"T6",2022-01-06
"2128","001872949A",201,"949A","K7",1.10857505584637,"T7",2022-03-30
"2129","001872949B",151,"949B","K1",1.11049691035082,"T1",2021-07-29
"2130","001872949B",151,"949B","K2",1.05794326124113,"T2",2021-08-30
"2131","001872949B",151,"949B","K3",1.08236151603499,"T3",2021-09-29
"2132","001872949B",151,"949B","K4",1.18141289437586,"T4",2021-11-04
"2133","001872949B",151,"949B","K5",1.22253386494271,"T5",2021-12-09
"2134","001872949B",151,"949B","K6",1.1939713383884,"T6",2022-01-06
"2135","001872949B",151,"949B","K7",1.18325530904403,"T7",2022-02-04
"2136","001872949C",151,"949C","K1",1.0489745225068,"T1",2021-07-29
"2137","001872949C",151,"949C","K2",1.06292517006803,"T2",2021-08-30
"2138","001872949C",151,"949C","K3",1.08902377915452,"T3",2021-09-29
"2139","001872949C",151,"949C","K4",1.14962962962963,"T4",2021-11-04
"2140","001872949C",151,"949C","K5",1.23778976527191,"T5",2021-12-09
"2141","001872949C",151,"949C","K6",1.21350755256763,"T6",2022-01-06
"2142","001872949C",151,"949C","K7",1.1728560368879,"T7",2022-03-30
"2143","001872949D",201,"949D","K1",0.979552412888176,"T1",2021-07-29
"2144","001872949D",201,"949D","K2",1.07488212789505,"T2",2021-08-30
"2145","001872949D",201,"949D","K3",1.04823735976186,"T3",2021-09-29
"2146","001872949D",201,"949D","K4",1.09953703703704,"T4",2021-11-04
"2147","001872949D",201,"949D","K5",1.06493139942784,"T5",2021-12-09
"2148","001872949D",201,"949D","K6",1.06410346713326,"T6",2022-01-06
"2149","001872949D",201,"949D","K7",1.17751352878936,"T7",2022-03-30
"2150","001872949E",202,"949E","K1",1.00252688185863,"T1",2021-07-29
"2151","001872949E",202,"949E","K2",1.17392937640871,"T2",2021-08-30
"2152","001872949E",202,"949E","K3",1.03660511823777,"T3",2021-09-29
"2153","001872949E",202,"949E","K4",1.07288360595703,"T4",2021-11-04
"2154","001872949E",202,"949E","K5",NA,"T5",NA
"2155","001872949E",202,"949E","K6",NA,"T6",NA
"2156","001872949E",202,"949E","K7",NA,"T7",NA
"2157","001872949F",202,"949F","K1",0.879834591096874,"T1",2021-07-29
"2158","001872949F",202,"949F","K2",1.07871720116618,"T2",2021-08-30
"2159","001872949F",202,"949F","K3",NA,"T3",NA
"2160","001872949F",202,"949F","K4",NA,"T4",NA
"2161","001872949F",202,"949F","K5",NA,"T5",NA
"2162","001872949F",202,"949F","K6",NA,"T6",NA
"2163","001872949F",202,"949F","K7",NA,"T7",NA
"2164","00187294A0",152,"94A0","K1",1.09239872553482,"T1",2021-07-29
"2165","00187294A0",152,"94A0","K2",1.22085377489314,"T2",2021-08-30
"2166","00187294A0",152,"94A0","K3",1.19209289550781,"T3",2021-09-29
"2167","00187294A0",152,"94A0","K4",1.25473991766173,"T4",2021-11-04
"2168","00187294A0",152,"94A0","K5",1.34646914583364,"T5",2021-12-09
"2169","00187294A0",152,"94A0","K6",1.26356991358087,"T6",2022-01-06
"2170","00187294A0",152,"94A0","K7",1.27893518518519,"T7",2022-02-09
"2171","00187294A1",152,"94A1","K1",1.10787172011662,"T1",2021-07-29
"2172","00187294A1",152,"94A1","K2",1.1196967487972,"T2",2021-08-30
"2173","00187294A1",152,"94A1","K3",1.14176,"T3",2021-09-29
"2174","00187294A1",152,"94A1","K4",1.14175755093279,"T4",2021-11-04
"2175","00187294A1",152,"94A1","K5",1.19752712254459,"T5",2021-12-09
"2176","00187294A1",152,"94A1","K6",1.11532889733666,"T6",2022-01-06
"2177","00187294A1",152,"94A1","K7",1.12361210932515,"T7",2022-03-30
"2178","00187294A2",151,"94A2","K1",1.11111111111111,"T1",2021-07-29
"2179","00187294A2",151,"94A2","K2",1.07469782025995,"T2",2021-08-30
"2180","00187294A2",151,"94A2","K3",1.17238046923707,"T3",2021-09-29
"2181","00187294A2",151,"94A2","K4",1.23000999617261,"T4",2021-11-04
"2182","00187294A2",151,"94A2","K5",1.23577353395062,"T5",2021-12-09
"2183","00187294A2",151,"94A2","K6",1.21994851817253,"T6",2022-01-06
"2184","00187294A2",151,"94A2","K7",1.22918023003472,"T7",2022-02-04
"2185","00187294A3",152,"94A3","K1",1.06396066005459,"T1",2021-07-29
"2186","00187294A3",152,"94A3","K2",1.15676178675996,"T2",2021-08-24
"2187","00187294A3",152,"94A3","K3",NA,"T3",NA
"2188","00187294A3",152,"94A3","K4",NA,"T4",NA
"2189","00187294A3",152,"94A3","K5",NA,"T5",NA
"2190","00187294A3",152,"94A3","K6",NA,"T6",NA
"2191","00187294A3",152,"94A3","K7",NA,"T7",NA
"2192","00187294A4",201,"94A4","K1",0.9918212890625,"T1",2021-07-29
"2193","00187294A4",201,"94A4","K2",1.3037037037037,"T2",2021-08-24
"2194","00187294A4",201,"94A4","K3",NA,"T3",NA
"2195","00187294A4",201,"94A4","K4",NA,"T4",NA
"2196","00187294A4",201,"94A4","K5",NA,"T5",NA
"2197","00187294A4",201,"94A4","K6",NA,"T6",NA
"2198","00187294A4",201,"94A4","K7",NA,"T7",NA
"2199","00187294A5",151,"94A5","K1",1.07871720116618,"T1",2021-07-29
"2200","00187294A5",151,"94A5","K2",1.2071587079806,"T2",2021-08-24
"2201","00187294A5",151,"94A5","K3",NA,"T3",NA
"2202","00187294A5",151,"94A5","K4",NA,"T4",NA
"2203","00187294A5",151,"94A5","K5",NA,"T5",NA
"2204","00187294A5",151,"94A5","K6",NA,"T6",NA
"2205","00187294A5",151,"94A5","K7",NA,"T7",NA
"2206","00187294A6",151,"94A6","K1",0.980015227928926,"T1",2021-07-29
"2207","00187294A6",151,"94A6","K2",1.04951150010177,"T2",2021-08-30
"2208","00187294A6",151,"94A6","K3",1.08367626886145,"T3",2021-09-29
"2209","00187294A6",151,"94A6","K4",1.19299229875107,"T4",2021-11-04
"2210","00187294A6",151,"94A6","K5",1.24267578125,"T5",2021-12-09
"2211","00187294A6",151,"94A6","K6",1.16201294652473,"T6",2022-01-06
"2212","00187294A6",151,"94A6","K7",1.49773916577757,"T7",2022-03-30
"2213","00187294A8",152,"94A8","K1",1.02496355685131,"T1",2021-07-29
"2214","00187294A8",152,"94A8","K2",1.06541982107035,"T2",2021-08-30
"2215","00187294A8",152,"94A8","K3",1.10055879038317,"T3",2021-09-29
"2216","00187294A8",152,"94A8","K4",1.11749498906706,"T4",2021-11-04
"2217","00187294A8",152,"94A8","K5",1.09305333435296,"T5",2021-12-09
"2218","00187294A8",152,"94A8","K6",1.05687676636021,"T6",2022-01-06
"2219","00187294A8",152,"94A8","K7",1.20081018518519,"T7",2022-03-30
"2220","00187294A9",152,"94A9","K1",1.20852839405658,"T1",2021-07-29
"2221","00187294A9",152,"94A9","K2",1.16598079561043,"T2",2021-08-30
"2222","00187294A9",152,"94A9","K3",1.13635441270769,"T3",2021-09-29
"2223","00187294A9",152,"94A9","K4",1.22002510683246,"T4",2021-11-04
"2224","00187294A9",152,"94A9","K5",1.22794818058678,"T5",2021-12-09
"2225","00187294A9",152,"94A9","K6",1.16718797606791,"T6",2022-01-06
"2226","00187294A9",152,"94A9","K7",1.18601751814343,"T7",2022-03-30
"2227","00187294AA",201,"94AA","K1",1.09093350340707,"T1",2021-07-29
"2228","00187294AA",201,"94AA","K2",1.23262584522915,"T2",2021-08-30
"2229","00187294AA",201,"94AA","K3",1.25469571750563,"T3",2021-09-29
"2230","00187294AA",201,"94AA","K4",1.27555949356526,"T4",2021-11-04
"2231","00187294AA",201,"94AA","K5",1.2421883435914,"T5",2021-12-09
"2232","00187294AA",201,"94AA","K6",1.22339067926168,"T6",2022-01-06
"2233","00187294AA",201,"94AA","K7",1.19441099229553,"T7",2022-02-16
"2234","00187294AB",202,"94AB","K1",1.01330067274353,"T1",2021-07-29
"2235","00187294AB",202,"94AB","K2",1.15234375,"T2",2021-08-30
"2236","00187294AB",202,"94AB","K3",NA,"T3",NA
"2237","00187294AB",202,"94AB","K4",NA,"T4",NA
"2238","00187294AB",202,"94AB","K5",NA,"T5",NA
"2239","00187294AB",202,"94AB","K6",NA,"T6",NA
"2240","00187294AB",202,"94AB","K7",NA,"T7",NA
"2241","00187294AC",202,"94AC","K1",1.03980451675085,"T1",2021-07-29
"2242","00187294AC",202,"94AC","K2",1.08581920123191,"T2",2021-08-30
"2243","00187294AC",202,"94AC","K3",1.07421875,"T3",2021-09-29
"2244","00187294AC",202,"94AC","K4",1.0474557660634,"T4",2021-11-04
"2245","00187294AC",202,"94AC","K5",1.05540101469269,"T5",2021-12-09
"2246","00187294AC",202,"94AC","K6",1.12562424100439,"T6",2022-01-06
"2247","00187294AC",202,"94AC","K7",1.02867546654529,"T7",2022-03-30
"2248","00187294AD",201,"94AD","K1",1.11111111111111,"T1",2021-07-29
"2249","00187294AD",201,"94AD","K2",1.18006035165798,"T2",2021-08-30
"2250","00187294AD",201,"94AD","K3",1.14123287653055,"T3",2021-09-29
"2251","00187294AD",201,"94AD","K4",1.23215627347859,"T4",2021-11-04
"2252","00187294AD",201,"94AD","K5",NA,"T5",NA
"2253","00187294AD",201,"94AD","K6",NA,"T6",NA
"2254","00187294AD",201,"94AD","K7",NA,"T7",NA
"2255","00187294AE",202,"94AE","K1",0.997463118801182,"T1",2021-07-29
"2256","00187294AE",202,"94AE","K2",1.14123287653055,"T2",2021-08-30
"2257","00187294AE",202,"94AE","K3",1.1137944970031,"T3",2021-09-29
"2258","00187294AE",202,"94AE","K4",1.26749689503541,"T4",2021-11-04
"2259","00187294AE",202,"94AE","K5",1.2023429152626,"T5",2021-12-09
"2260","00187294AE",202,"94AE","K6",1.16903021165225,"T6",2022-01-06
"2261","00187294AE",202,"94AE","K7",1.19216844049181,"T7",2022-02-12
"2262","00187294AF",151,"94AF","K1",1.04951150010177,"T1",2021-07-29
"2263","00187294AF",151,"94AF","K2",1.08160928542923,"T2",2021-08-30
"2264","00187294AF",151,"94AF","K3",1.0496,"T3",2021-09-29
"2265","00187294AF",151,"94AF","K4",NA,"T4",NA
"2266","00187294AF",151,"94AF","K5",NA,"T5",NA
"2267","00187294AF",151,"94AF","K6",NA,"T6",NA
"2268","00187294AF",151,"94AF","K7",NA,"T7",NA
"2269","00187294B0",202,"94B0","K1",1.04956268221574,"T1",2021-07-29
"2270","00187294B0",202,"94B0","K2",1.02718820435763,"T2",2021-08-28
"2271","00187294B0",202,"94B0","K3",NA,"T3",NA
"2272","00187294B0",202,"94B0","K4",NA,"T4",NA
"2273","00187294B0",202,"94B0","K5",NA,"T5",NA
"2274","00187294B0",202,"94B0","K6",NA,"T6",NA
"2275","00187294B0",202,"94B0","K7",NA,"T7",NA
"2276","00187294B3",151,"94B3","K1",1.02040816326531,"T1",2021-07-29
"2277","00187294B3",151,"94B3","K2",0.973936899862826,"T2",2021-08-30
"2278","00187294B3",151,"94B3","K3",1.04252480161129,"T3",2021-09-29
"2279","00187294B3",151,"94B3","K4",1.15915337469494,"T4",2021-11-04
"2280","00187294B3",151,"94B3","K5",1.24832654676548,"T5",2021-12-09
"2281","00187294B3",151,"94B3","K6",1.17904610234778,"T6",2022-01-06
"2282","00187294B3",151,"94B3","K7",1.12980319414293,"T7",2022-02-04
"2283","00187294B4",201,"94B4","K1",1.13395214721939,"T1",2021-07-29
"2284","00187294B4",201,"94B4","K2",1.19695574256142,"T2",2021-08-24
"2285","00187294B4",201,"94B4","K3",NA,"T3",NA
"2286","00187294B4",201,"94B4","K4",NA,"T4",NA
"2287","00187294B4",201,"94B4","K5",NA,"T5",NA
"2288","00187294B4",201,"94B4","K6",NA,"T6",NA
"2289","00187294B4",201,"94B4","K7",NA,"T7",NA
"2290","00187294B5",151,"94B5","K1",0.952598689224203,"T1",2021-07-29
"2291","00187294B5",151,"94B5","K2",0.92229798493792,"T2",2021-08-30
"2292","00187294B5",151,"94B5","K3",1.00956645634032,"T3",2021-09-29
"2293","00187294B5",151,"94B5","K4",0.965562175487147,"T4",2021-11-04
"2294","00187294B5",151,"94B5","K5",1.01740545955422,"T5",2021-12-09
"2295","00187294B5",151,"94B5","K6",1.01792269409904,"T6",2022-01-06
"2296","00187294B5",151,"94B5","K7",1.04177301753947,"T7",2022-03-30
"2297","00187294B6",152,"94B6","K1",1.15740740740741,"T1",2021-07-29
"2298","00187294B6",152,"94B6","K2",1.01148030142113,"T2",2021-08-21
"2299","00187294B6",152,"94B6","K3",NA,"T3",NA
"2300","00187294B6",152,"94B6","K4",NA,"T4",NA
"2301","00187294B6",152,"94B6","K5",NA,"T5",NA
"2302","00187294B6",152,"94B6","K6",NA,"T6",NA
"2303","00187294B6",152,"94B6","K7",NA,"T7",NA
"2304","00187294B7",202,"94B7","K1",0.934984572754549,"T1",2021-07-29
"2305","00187294B7",202,"94B7","K2",1.02249986610121,"T2",2021-08-30
"2306","00187294B7",202,"94B7","K3",0.87962962962963,"T3",2021-09-29
"2307","00187294B7",202,"94B7","K4",NA,"T4",NA
"2308","00187294B7",202,"94B7","K5",NA,"T5",NA
"2309","00187294B7",202,"94B7","K6",NA,"T6",NA
"2310","00187294B7",202,"94B7","K7",NA,"T7",NA
"2311","00187294B8",202,"94B8","K1",1.28279883381924,"T1",2021-07-29
"2312","00187294B8",202,"94B8","K2",1.19341563786008,"T2",2021-08-30
"2313","00187294B8",202,"94B8","K3",1.15569526627219,"T3",2021-09-29
"2314","00187294B8",202,"94B8","K4",1.16960659259508,"T4",2021-11-04
"2315","00187294B8",202,"94B8","K5",1.22350239862233,"T5",2021-12-09
"2316","00187294B8",202,"94B8","K6",1.23144161511404,"T6",2022-01-06
"2317","00187294B8",202,"94B8","K7",1.28495842781557,"T7",2022-03-30
"2318","00187294B9",151,"94B9","K1",1.04951150010177,"T1",2021-07-29
"2319","00187294B9",151,"94B9","K2",1.05336637025671,"T2",2021-08-30
"2320","00187294B9",151,"94B9","K3",1.12298887809092,"T3",2021-09-29
"2321","00187294B9",151,"94B9","K4",1.08091709810679,"T4",2021-11-04
"2322","00187294B9",151,"94B9","K5",1.15108565552353,"T5",2021-12-09
"2323","00187294B9",151,"94B9","K6",1.11206997084548,"T6",2022-01-06
"2324","00187294B9",151,"94B9","K7",1.1104,"T7",2022-03-30
"2325","00187294BA",151,"94BA","K1",1.00870968639564,"T1",2021-07-29
