"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"399","00186D1673",151,"1673","K7",1.03009259259259,"T7",2022-03-30
"400","00186D1674",202,"1674","K1",1.068115234375,"T1",2021-07-29
"401","00186D1674",202,"1674","K2",1.12990702479339,"T2",2021-08-30
"402","00186D1674",202,"1674","K3",1.00306167079749,"T3",2021-09-29
"403","00186D1674",202,"1674","K4",1.11205462768189,"T4",2021-11-04
"404","00186D1674",202,"1674","K5",NA,"T5",NA
"405","00186D1674",202,"1674","K6",NA,"T6",NA
"406","00186D1674",202,"1674","K7",NA,"T7",NA
"407","00186D1675",152,"1675","K1",1.0667956304051,"T1",2021-07-29
"408","00186D1675",152,"1675","K2",1.0796443343093,"T2",2021-08-30
"409","00186D1675",152,"1675","K3",1.11194035476551,"T3",2021-09-29
"410","00186D1675",152,"1675","K4",1.21306035562234,"T4",2021-11-04
"411","00186D1675",152,"1675","K5",1.21898957995897,"T5",2021-12-09
"412","00186D1675",152,"1675","K6",1.20060519001436,"T6",2022-01-06
"413","00186D1675",152,"1675","K7",1.31280006858711,"T7",2022-02-04
"414","00186D1676",202,"1676","K1",1.03071188942789,"T1",2021-07-29
"415","00186D1676",202,"1676","K2",1.13197580087288,"T2",2021-08-30
"416","00186D1676",202,"1676","K3",1.14392707419145,"T3",2021-09-29
"417","00186D1676",202,"1676","K4",1.15539477927804,"T4",2021-11-04
"418","00186D1676",202,"1676","K5",1.26248990061757,"T5",2021-12-09
"419","00186D1676",202,"1676","K6",1.24086925700666,"T6",2022-01-06
"420","00186D1676",202,"1676","K7",1.17625,"T7",2022-02-12
"421","00186D1677",151,"1677","K1",0.901577761081893,"T1",2021-07-29
"422","00186D1677",151,"1677","K2",1.01178607387519,"T2",2021-08-30
"423","00186D1677",151,"1677","K3",1.1550022760339,"T3",2021-09-29
"424","00186D1677",151,"1677","K4",1.06334686279297,"T4",2021-11-04
"425","00186D1677",151,"1677","K5",1.16222267453694,"T5",2021-12-09
"426","00186D1677",151,"1677","K6",0.903280218564454,"T6",2022-01-06
"427","00186D1677",151,"1677","K7",1.19943513119534,"T7",2022-03-30
"428","00186D1678",151,"1678","K1",0.940373596996178,"T1",2021-07-29
"429","00186D1678",151,"1678","K2",1.09239872553482,"T2",2021-08-30
"430","00186D1678",151,"1678","K3",1.04213311622227,"T3",2021-09-29
"431","00186D1678",151,"1678","K4",0.99707124019227,"T4",2021-11-04
"432","00186D1678",151,"1678","K5",1.04486128242029,"T5",2021-12-09
"433","00186D1678",151,"1678","K6",0.983412570592095,"T6",2022-01-06
"434","00186D1678",151,"1678","K7",1.0431801784129,"T7",2022-02-04
"435","00186D1679",202,"1679","K1",1.12,"T1",2021-07-29
"436","00186D1679",202,"1679","K2",1.14547032571008,"T2",2021-08-30
"437","00186D1679",202,"1679","K3",0.837074468788137,"T3",2021-09-29
"438","00186D1679",202,"1679","K4",NA,"T4",NA
"439","00186D1679",202,"1679","K5",NA,"T5",NA
"440","00186D1679",202,"1679","K6",NA,"T6",NA
"441","00186D1679",202,"1679","K7",NA,"T7",NA
"442","00186D167A",201,"167A","K1",1.07995442592323,"T1",2021-07-29
"443","00186D167A",201,"167A","K2",1.25291587694999,"T2",2021-08-30
"444","00186D167A",201,"167A","K3",1.21515938538327,"T3",2021-09-29
"445","00186D167A",201,"167A","K4",1.15413293485375,"T4",2021-11-04
"446","00186D167A",201,"167A","K5",NA,"T5",NA
"447","00186D167A",201,"167A","K6",NA,"T6",NA
"448","00186D167A",201,"167A","K7",NA,"T7",NA
"449","00186D167B",201,"167B","K1",1.12755750543278,"T1",2021-07-29
"450","00186D167B",201,"167B","K2",1.20735529960636,"T2",2021-08-30
"451","00186D167B",201,"167B","K3",1.204966415632,"T3",2021-09-29
"452","00186D167B",201,"167B","K4",1.29575639779721,"T4",2021-11-04
"453","00186D167B",201,"167B","K5",1.3568,"T5",2021-12-09
"454","00186D167B",201,"167B","K6",1.33830825372094,"T6",2022-01-06
"455","00186D167B",201,"167B","K7",1.48769762680004,"T7",2022-02-04
"456","00186D167C",151,"167C","K1",1.1419984973704,"T1",2021-07-29
"457","00186D167C",151,"167C","K2",1.07421875,"T2",2021-08-30
"458","00186D167C",151,"167C","K3",1.15105674947925,"T3",2021-09-29
"459","00186D167C",151,"167C","K4",1.13064616428289,"T4",2021-11-04
"460","00186D167C",151,"167C","K5",1.10007407351566,"T5",2021-12-09
"461","00186D167C",151,"167C","K6",1.08190597667638,"T6",2022-01-06
"462","00186D167C",151,"167C","K7",1.20750191694549,"T7",2022-03-30
"463","00186D167D",152,"167D","K1",1.03497925475406,"T1",2021-07-29
"464","00186D167D",152,"167D","K2",1.08357493041041,"T2",2021-08-30
"465","00186D167D",152,"167D","K3",1.14583333333333,"T3",2021-09-29
"466","00186D167D",152,"167D","K4",1.14962962962963,"T4",2021-11-04
"467","00186D167D",152,"167D","K5",1.2536012221814,"T5",2021-12-09
"468","00186D167D",152,"167D","K6",1.21332718580893,"T6",2022-01-06
"469","00186D167D",152,"167D","K7",1.1805634696151,"T7",2022-02-09
"470","00186D167E",201,"167E","K1",1.11978947957784,"T1",2021-07-29
"471","00186D167E",201,"167E","K2",1.14782261812694,"T2",2021-08-30
"472","00186D167E",201,"167E","K3",1.16,"T3",2021-09-29
"473","00186D167E",201,"167E","K4",1.22047488189465,"T4",2021-11-04
"474","00186D167E",201,"167E","K5",1.1767578125,"T5",2021-12-09
"475","00186D167E",201,"167E","K6",1.19416909620991,"T6",2022-01-06
"476","00186D167E",201,"167E","K7",1.16819902650081,"T7",2022-03-30
"477","00186D167F",151,"167F","K1",0.923097579805982,"T1",2021-07-29
"478","00186D167F",151,"167F","K2",0.960716466517403,"T2",2021-08-30
"479","00186D167F",151,"167F","K3",1.0530242611892,"T3",2021-09-29
"480","00186D167F",151,"167F","K4",NA,"T4",NA
"481","00186D167F",151,"167F","K5",NA,"T5",NA
"482","00186D167F",151,"167F","K6",NA,"T6",NA
"483","00186D167F",151,"167F","K7",NA,"T7",NA
"484","00186D1680",202,"1680","K1",1.21681044610788,"T1",2021-07-29
"485","00186D1680",202,"1680","K2",1.19665989911549,"T2",2021-08-30
"486","00186D1680",202,"1680","K3",0.96378575042768,"T3",2021-09-29
"487","00186D1680",202,"1680","K4",1.81367072445263,"T4",2021-11-04
"488","00186D1680",202,"1680","K5",1.20940031828704,"T5",2021-12-09
"489","00186D1680",202,"1680","K6",1.24718256949662,"T6",2022-01-06
"490","00186D1680",202,"1680","K7",1.34475218658892,"T7",2022-03-30
"491","00186D1681",201,"1681","K1",1.09586038738665,"T1",2021-07-29
"492","00186D1681",201,"1681","K2",1.171875,"T2",2021-08-30
"493","00186D1681",201,"1681","K3",1.14377353765543,"T3",2021-09-29
"494","00186D1681",201,"1681","K4",1.21714422376093,"T4",2021-11-04
"495","00186D1681",201,"1681","K5",1.13702623906706,"T5",2021-12-09
"496","00186D1681",201,"1681","K6",1.18172747485056,"T6",2022-01-06
"497","00186D1681",201,"1681","K7",1.23262584522915,"T7",2022-03-30
"498","00186D1682",152,"1682","K1",1.02496355685131,"T1",2021-07-29
"499","00186D1682",152,"1682","K2",1.05393851682574,"T2",2021-08-30
"500","00186D1682",152,"1682","K3",1.07735506419969,"T3",2021-09-29
"501","00186D1682",152,"1682","K4",1.08058504536795,"T4",2021-11-04
"502","00186D1682",152,"1682","K5",1.10415449258424,"T5",2021-12-09
"503","00186D1682",152,"1682","K6",1.03539543437166,"T6",2022-01-06
"504","00186D1682",152,"1682","K7",1.09338680578712,"T7",2022-03-30
"505","00186D1683",152,"1683","K1",1.05540101469269,"T1",2021-07-29
"506","00186D1683",152,"1683","K2",1.06171646023732,"T2",2021-08-30
"507","00186D1683",152,"1683","K3",1.08815227762215,"T3",2021-09-29
"508","00186D1683",152,"1683","K4",1.04631696428571,"T4",2021-11-04
"509","00186D1683",152,"1683","K5",1.04233045061447,"T5",2021-12-09
"510","00186D1683",152,"1683","K6",1.02942745889137,"T6",2022-01-06
"511","00186D1683",152,"1683","K7",1.01709755880709,"T7",2022-03-30
"512","00186D1684",202,"1684","K1",1.00754313963876,"T1",2021-07-29
"513","00186D1684",202,"1684","K2",1.03980451675085,"T2",2021-08-30
"514","00186D1684",202,"1684","K3",0.919827072510368,"T3",2021-09-29
"515","00186D1684",202,"1684","K4",1.10787172011662,"T4",2021-11-04
"516","00186D1684",202,"1684","K5",1.01148030142113,"T5",2021-12-09
"517","00186D1684",202,"1684","K6",0.993836187400997,"T6",2022-01-06
"518","00186D1684",202,"1684","K7",0.919067215363512,"T7",2022-03-30
"519","00186D1685",201,"1685","K1",1.08190597667638,"T1",2021-07-29
"520","00186D1685",201,"1685","K2",1.09846536351166,"T2",2021-08-30
"521","00186D1685",201,"1685","K3",1.11553041442969,"T3",2021-09-29
"522","00186D1685",201,"1685","K4",1.07979699816435,"T4",2021-11-04
"523","00186D1685",201,"1685","K5",1.05857849121094,"T5",2021-12-09
"524","00186D1685",201,"1685","K6",1.12807373900215,"T6",2022-01-06
"525","00186D1685",201,"1685","K7",1.11083284637004,"T7",2022-03-30
"526","00186D1686",202,"1686","K1",1.07961184778743,"T1",2021-07-29
"527","00186D1686",202,"1686","K2",1.28529087417774,"T2",2021-08-30
"528","00186D1686",202,"1686","K3",1.06292517006803,"T3",2021-09-29
"529","00186D1686",202,"1686","K4",NA,"T4",NA
"530","00186D1686",202,"1686","K5",NA,"T5",NA
"531","00186D1686",202,"1686","K6",NA,"T6",NA
"532","00186D1686",202,"1686","K7",NA,"T7",NA
"533","00186D1687",202,"1687","K1",0.971958983330903,"T1",2021-07-29
"534","00186D1687",202,"1687","K2",1.06396066005459,"T2",2021-08-30
"535","00186D1687",202,"1687","K3",1.11018908966376,"T3",2021-09-29
"536","00186D1687",202,"1687","K4",1.1550022760339,"T4",2021-11-04
"537","00186D1687",202,"1687","K5",NA,"T5",NA
"538","00186D1687",202,"1687","K6",NA,"T6",NA
"539","00186D1687",202,"1687","K7",NA,"T7",NA
"540","00186D1688",151,"1688","K1",1.07119033591555,"T1",2021-07-29
"541","00186D1688",151,"1688","K2",0.971851851851852,"T2",2021-08-30
"542","00186D1688",151,"1688","K3",1.02030405060708,"T3",2021-09-29
"543","00186D1688",151,"1688","K4",1.40430256276957,"T4",2021-11-04
"544","00186D1688",151,"1688","K5",1.19500432351447,"T5",2021-12-09
"545","00186D1688",151,"1688","K6",1.13813234568916,"T6",2022-01-06
"546","00186D1688",151,"1688","K7",1.31872106481481,"T7",2022-03-30
"547","00186D1689",202,"1689","K1",1.12755750543278,"T1",2021-07-29
"548","00186D1689",202,"1689","K2",1.18246760424352,"T2",2021-08-30
"549","00186D1689",202,"1689","K3",1.19486334536582,"T3",2021-09-29
"550","00186D1689",202,"1689","K4",1.26220886551465,"T4",2021-11-04
"551","00186D1689",202,"1689","K5",NA,"T5",NA
"552","00186D1689",202,"1689","K6",NA,"T6",NA
"553","00186D1689",202,"1689","K7",NA,"T7",NA
"554","00186D168A",202,"168A","K1",1.07471268228135,"T1",2021-07-29
"555","00186D168A",202,"168A","K2",1.12881201638598,"T2",2021-08-30
"556","00186D168A",202,"168A","K3",1.11759627393402,"T3",2021-09-29
"557","00186D168A",202,"168A","K4",1.13685624187201,"T4",2021-11-04
"558","00186D168A",202,"168A","K5",1.13663413750199,"T5",2021-12-09
"559","00186D168A",202,"168A","K6",1.08152094153106,"T6",2022-01-06
"560","00186D168A",202,"168A","K7",1.17985609102799,"T7",2022-03-30
"561","00186D168B",152,"168B","K1",1.07630489154947,"T1",2021-07-29
"562","00186D168B",152,"168B","K2",1.05362531398034,"T2",2021-08-30
"563","00186D168B",152,"168B","K3",1.11560659249122,"T3",2021-09-29
"564","00186D168B",152,"168B","K4",1.05324074074074,"T4",2021-11-04
"565","00186D168B",152,"168B","K5",1.06277420148428,"T5",2021-12-09
"566","00186D168B",152,"168B","K6",1.048311627827,"T6",2022-01-06
"567","00186D168B",152,"168B","K7",1.03921944457467,"T7",2022-03-30
"568","00186D168C",151,"168C","K1",1.0782758716643,"T1",2021-07-29
"569","00186D168C",151,"168C","K2",1.03507167871375,"T2",2021-08-30
"570","00186D168C",151,"168C","K3",1.06995401295693,"T3",2021-09-29
"571","00186D168C",151,"168C","K4",NA,"T4",NA
"572","00186D168C",151,"168C","K5",NA,"T5",NA
"573","00186D168C",151,"168C","K6",NA,"T6",NA
"574","00186D168C",151,"168C","K7",NA,"T7",NA
"575","00186D168D",201,"168D","K1",1.13289248430734,"T1",2021-07-29
"576","00186D168D",201,"168D","K2",1.13678695038537,"T2",2021-08-30
"577","00186D168D",201,"168D","K3",1.11897786458333,"T3",2021-09-29
"578","00186D168D",201,"168D","K4",1.20797421031508,"T4",2021-11-04
"579","00186D168D",201,"168D","K5",NA,"T5",NA
"580","00186D168D",201,"168D","K6",NA,"T6",NA
"581","00186D168D",201,"168D","K7",NA,"T7",NA
"582","00186D168E",151,"168E","K1",1.068115234375,"T1",2021-07-29
"583","00186D168E",151,"168E","K2",1.07121055597295,"T2",2021-08-30
"584","00186D168E",151,"168E","K3",1.13173059402332,"T3",2021-09-29
"585","00186D168E",151,"168E","K4",1.14390887801818,"T4",2021-11-04
"586","00186D168E",151,"168E","K5",1.14001606478259,"T5",2021-12-09
"587","00186D168E",151,"168E","K6",1.1369042416854,"T6",2022-01-06
"588","00186D168E",151,"168E","K7",1.20572039122216,"T7",2022-02-04
"589","00186D168F",152,"168F","K1",1.02595670462706,"T1",2021-07-29
"590","00186D168F",152,"168F","K2",1.00583664654062,"T2",2021-08-21
"591","00186D168F",152,"168F","K3",NA,"T3",NA
"592","00186D168F",152,"168F","K4",NA,"T4",NA
"593","00186D168F",152,"168F","K5",NA,"T5",NA
"594","00186D168F",152,"168F","K6",NA,"T6",NA
"595","00186D168F",152,"168F","K7",NA,"T7",NA
"596","00186D1690",151,"1690","K1",1.07995442592323,"T1",2021-07-29
"597","00186D1690",151,"1690","K2",1.11711530163208,"T2",2021-08-30
"598","00186D1690",151,"1690","K3",1.12649107010938,"T3",2021-09-29
"599","00186D1690",151,"1690","K4",1.09695038689122,"T4",2021-11-04
"600","00186D1690",151,"1690","K5",1.1083984375,"T5",2021-12-09
"601","00186D1690",151,"1690","K6",1.14678346801768,"T6",2022-01-06
"602","00186D1690",151,"1690","K7",1.26406887245479,"T7",2022-03-30
"603","00186D1691",152,"1691","K1",1.11978947957784,"T1",2021-07-29
"604","00186D1691",152,"1691","K2",1.06292517006803,"T2",2021-08-30
"605","00186D1691",152,"1691","K3",1.08190597667638,"T3",2021-09-29
"606","00186D1691",152,"1691","K4",1.13084198498798,"T4",2021-11-04
"607","00186D1691",152,"1691","K5",1.15995105006569,"T5",2021-12-09
"608","00186D1691",152,"1691","K6",1.1182388103222,"T6",2022-01-06
"609","00186D1691",152,"1691","K7",1.06339792219127,"T7",2022-03-30
"610","00186D1692",151,"1692","K1",1.2037037037037,"T1",2021-07-29
"611","00186D1692",151,"1692","K2",1.15898784537838,"T2",2021-08-30
"612","00186D1692",151,"1692","K3",1.1143505021056,"T3",2021-09-29
"613","00186D1692",151,"1692","K4",NA,"T4",NA
"614","00186D1692",151,"1692","K5",NA,"T5",NA
"615","00186D1692",151,"1692","K6",NA,"T6",NA
"616","00186D1692",151,"1692","K7",1.21733348822453,"T7",2022-03-30
"617","00186D1693",201,"1693","K1",1.06481481481481,"T1",2021-07-29
"618","00186D1693",201,"1693","K2",1.04789327890363,"T2",2021-08-25
"619","00186D1693",201,"1693","K3",NA,"T3",NA
"620","00186D1693",201,"1693","K4",NA,"T4",NA
"621","00186D1693",201,"1693","K5",NA,"T5",NA
"622","00186D1693",201,"1693","K6",NA,"T6",NA
"623","00186D1693",201,"1693","K7",NA,"T7",NA
"624","00186D1694",202,"1694","K1",1.11978947957784,"T1",2021-07-29
"625","00186D1694",202,"1694","K2",1.1445811419985,"T2",2021-08-30
"626","00186D1694",202,"1694","K3",1.13173059402332,"T3",2021-09-29
"627","00186D1694",202,"1694","K4",1.20626822157434,"T4",2021-11-04
"628","00186D1694",202,"1694","K5",1.27863786073911,"T5",2021-12-09
"629","00186D1694",202,"1694","K6",1.32552163745432,"T6",2022-01-06
"630","00186D1694",202,"1694","K7",1.32477239357059,"T7",2022-02-12
"631","00186D1695",151,"1695","K1",1.07995442592323,"T1",2021-07-29
"632","00186D1695",151,"1695","K2",1.04296296296296,"T2",2021-08-30
"633","00186D1695",151,"1695","K3",1.06246383101852,"T3",2021-09-29
"634","00186D1695",151,"1695","K4",1.04620585011313,"T4",2021-11-04
"635","00186D1695",151,"1695","K5",1.01214883001683,"T5",2021-12-09
"636","00186D1695",151,"1695","K6",1.14436998576254,"T6",2022-01-06
"637","00186D1695",151,"1695","K7",1.14157254405611,"T7",2022-03-30
"638","00186D1696",201,"1696","K1",1.01610526850582,"T1",2021-07-29
"639","00186D1696",201,"1696","K2",1.08965636708567,"T2",2021-08-30
"640","00186D1696",201,"1696","K3",1.07496567208679,"T3",2021-09-29
"641","00186D1696",201,"1696","K4",1.15468727219711,"T4",2021-11-04
"642","00186D1696",201,"1696","K5",1.07175145886414,"T5",2021-12-09
"643","00186D1696",201,"1696","K6",1.15612198452435,"T6",2022-01-06
"644","00186D1696",201,"1696","K7",1.14934040482025,"T7",2022-03-30
"645","00186D1697",151,"1697","K1",1.17485146520761,"T1",2021-07-29
"646","00186D1697",151,"1697","K2",1.07469977610421,"T2",2021-08-30
"647","00186D1697",151,"1697","K3",1.18794986851555,"T3",2021-09-29
"648","00186D1697",151,"1697","K4",1.16602175586836,"T4",2021-11-04
"649","00186D1697",151,"1697","K5",1.2002743484225,"T5",2021-12-09
"650","00186D1697",151,"1697","K6",1.14791654813382,"T6",2022-01-06
"651","00186D1697",151,"1697","K7",1.17360158512422,"T7",2022-03-30
"652","00186D1698",152,"1698","K1",1.07471268228135,"T1",2021-07-29
"653","00186D1698",152,"1698","K2",1.07871720116618,"T2",2021-08-30
"654","00186D1698",152,"1698","K3",1.07568559399181,"T3",2021-09-29
"655","00186D1698",152,"1698","K4",NA,"T4",NA
"656","00186D1698",152,"1698","K5",NA,"T5",NA
"657","00186D1698",152,"1698","K6",NA,"T6",NA
"658","00186D1698",152,"1698","K7",NA,"T7",NA
"659","00186D1699",152,"1699","K1",1.13395214721939,"T1",2021-07-29
"660","00186D1699",152,"1699","K2",1.10535015179285,"T2",2021-08-30
"661","00186D1699",152,"1699","K3",1.12,"T3",2021-09-29
"662","00186D1699",152,"1699","K4",1.19253417705126,"T4",2021-11-04
"663","00186D1699",152,"1699","K5",NA,"T5",NA
"664","00186D1699",152,"1699","K6",NA,"T6",NA
"665","00186D1699",152,"1699","K7",NA,"T7",NA
"666","00186D169A",152,"169A","K1",1.01610526850582,"T1",2021-07-29
"667","00186D169A",152,"169A","K2",1.02823269934219,"T2",2021-08-30
"668","00186D169A",152,"169A","K3",1.1,"T3",2021-09-29
"669","00186D169A",152,"169A","K4",1.12095106470334,"T4",2021-11-04
"670","00186D169A",152,"169A","K5",1.16987572792655,"T5",2021-12-09
"671","00186D169A",152,"169A","K6",1.25394708343308,"T6",2022-01-06
"672","00186D169A",152,"169A","K7",1.05408,"T7",2022-03-30
"673","00186D169B",151,"169B","K1",1.08189331329827,"T1",2021-07-29
"674","00186D169B",151,"169B","K2",1.07421875,"T2",2021-08-30
"675","00186D169B",151,"169B","K3",1.07438016528926,"T3",2021-09-29
"676","00186D169B",151,"169B","K4",1.13479839719509,"T4",2021-11-04
"677","00186D169B",151,"169B","K5",1.73414947514215,"T5",2021-12-09
"678","00186D169B",151,"169B","K6",1.20273684843546,"T6",2022-01-06
"679","00186D169B",151,"169B","K7",1.24935349315207,"T7",2022-03-30
"680","00186D169C",152,"169C","K1",1.07995442592323,"T1",2021-07-29
"681","00186D169C",152,"169C","K2",1.1390144335909,"T2",2021-08-30
"682","00186D169C",152,"169C","K3",1.1509800064161,"T3",2021-09-29
"683","00186D169C",152,"169C","K4",1.20306863791089,"T4",2021-11-04
"684","00186D169C",152,"169C","K5",NA,"T5",NA
"685","00186D169C",152,"169C","K6",NA,"T6",NA
"686","00186D169C",152,"169C","K7",NA,"T7",NA
"687","00186D169D",151,"169D","K1",1.13078680145645,"T1",2021-07-29
"688","00186D169D",151,"169D","K2",1.1390144335909,"T2",2021-08-30
"689","00186D169D",151,"169D","K3",1.20940031828704,"T3",2021-09-29
"690","00186D169D",151,"169D","K4",1.15717155661024,"T4",2021-11-04
"691","00186D169D",151,"169D","K5",1.16794369189205,"T5",2021-12-09
"692","00186D169D",151,"169D","K6",3.5713995827956,"T6",2022-01-06
"693","00186D169D",151,"169D","K7",1.15598092631472,"T7",2022-03-30
"694","00186D169E",152,"169E","K1",1.10141377472123,"T1",2021-07-29
"695","00186D169E",152,"169E","K2",1.17239975575005,"T2",2021-08-30
"696","00186D169E",152,"169E","K3",1.10162187954952,"T3",2021-09-29
"697","00186D169E",152,"169E","K4",1.11163924623193,"T4",2021-11-04
"698","00186D169E",152,"169E","K5",1.15614521067211,"T5",2021-12-09
"699","00186D169E",152,"169E","K6",1.15800278158817,"T6",2022-01-06
"700","00186D169E",152,"169E","K7",1.23432006010518,"T7",2022-03-30
"701","00186D169F",151,"169F","K1",1.09239872553482,"T1",2021-07-29
"702","00186D169F",151,"169F","K2",1.0174592978316,"T2",2021-08-30
"703","00186D169F",151,"169F","K3",1.05295556527515,"T3",2021-09-29
"704","00186D169F",151,"169F","K4",1.13195505393729,"T4",2021-11-04
"705","00186D169F",151,"169F","K5",1.10180889037351,"T5",2021-12-09
"706","00186D169F",151,"169F","K6",1.11634399482628,"T6",2022-01-06
"707","00186D169F",151,"169F","K7",1.18105148727017,"T7",2022-02-04
"708","00186D16A0",201,"16A0","K1",1.05735722373238,"T1",2021-07-29
"709","00186D16A0",201,"16A0","K2",1.23013558827817,"T2",2021-08-30
"710","00186D16A0",201,"16A0","K3",1.09435694311044,"T3",2021-09-29
"711","00186D16A0",201,"16A0","K4",1.14884182383635,"T4",2021-11-04
"712","00186D16A0",201,"16A0","K5",NA,"T5",NA
"713","00186D16A0",201,"16A0","K6",NA,"T6",NA
"714","00186D16A0",201,"16A0","K7",NA,"T7",NA
"715","00186D16A1",202,"16A1","K1",1.14784205693297,"T1",2021-07-29
"716","00186D16A1",202,"16A1","K2",1.18102796674225,"T2",2021-08-30
"717","00186D16A1",202,"16A1","K3",0.944407620320154,"T3",2021-09-29
"718","00186D16A1",202,"16A1","K4",0.94310877671537,"T4",2021-11-04
"719","00186D16A1",202,"16A1","K5",1.19809751157407,"T5",2021-12-09
"720","00186D16A1",202,"16A1","K6",1.13396408216819,"T6",2022-01-06
"721","00186D16A1",202,"16A1","K7",0.29352430318889,"T7",2022-03-30
"722","00186D16A2",151,"16A2","K1",1.11111111111111,"T1",2021-07-29
"723","00186D16A2",151,"16A2","K2",1.03440092974389,"T2",2021-08-30
"724","00186D16A2",151,"16A2","K3",1.12697220135237,"T3",2021-09-29
"725","00186D16A2",151,"16A2","K4",1.20382139489114,"T4",2021-11-04
"726","00186D16A2",151,"16A2","K5",1.17543076501992,"T5",2021-12-09
"727","00186D16A2",151,"16A2","K6",1.14356706829166,"T6",2022-01-06
"728","00186D16A2",151,"16A2","K7",1.12228399699474,"T7",2022-03-30
"729","00186D16A3",152,"16A3","K1",1.07630489154947,"T1",2021-07-29
"730","00186D16A3",152,"16A3","K2",1.07421875,"T2",2021-08-30
"731","00186D16A3",152,"16A3","K3",1.02930127723516,"T3",2021-09-29
"732","00186D16A3",152,"16A3","K4",1.07837148491084,"T4",2021-11-04
"733","00186D16A3",152,"16A3","K5",1.09910836762689,"T5",2021-12-09
"734","00186D16A3",152,"16A3","K6",1.09902174840692,"T6",2022-01-06
"735","00186D16A3",152,"16A3","K7",1.18094665664914,"T7",2022-03-30
"736","00186D16A4",151,"16A4","K1",1.22448979591837,"T1",2021-07-29
"737","00186D16A4",151,"16A4","K2",1.13685624187201,"T2",2021-08-30
"738","00186D16A4",151,"16A4","K3",1.10552253213433,"T3",2021-09-29
"739","00186D16A4",151,"16A4","K4",1.24006376797012,"T4",2021-11-04
"740","00186D16A4",151,"16A4","K5",1.18589382400777,"T5",2021-12-09
"741","00186D16A4",151,"16A4","K6",1.14960062736529,"T6",2022-01-06
"742","00186D16A4",151,"16A4","K7",1.16148148148148,"T7",2022-03-30
"743","00186D16A5",202,"16A5","K1",0.901577761081893,"T1",2021-07-29
"744","00186D16A5",202,"16A5","K2",1.068115234375,"T2",2021-08-30
"745","00186D16A5",202,"16A5","K3",NA,"T3",NA
"746","00186D16A5",202,"16A5","K4",NA,"T4",NA
"747","00186D16A5",202,"16A5","K5",NA,"T5",NA
"748","00186D16A5",202,"16A5","K6",NA,"T6",NA
"749","00186D16A5",202,"16A5","K7",NA,"T7",NA
"750","00186D16A6",152,"16A6","K1",1.09093350340707,"T1",2021-07-29
"751","00186D16A6",152,"16A6","K2",0.912706702715201,"T2",2021-08-30
"752","00186D16A6",152,"16A6","K3",1.03,"T3",2021-09-29
"753","00186D16A6",152,"16A6","K4",1.12764761169481,"T4",2021-11-04
"754","00186D16A6",152,"16A6","K5",1.1245638914022,"T5",2021-12-09
"755","00186D16A6",152,"16A6","K6",1.13151730888683,"T6",2022-01-06
"756","00186D16A6",152,"16A6","K7",1.0643679283117,"T7",2022-03-30
"757","00186D16A7",201,"16A7","K1",1.07979699816435,"T1",2021-07-29
"758","00186D16A7",201,"16A7","K2",1.18868308569102,"T2",2021-08-30
"759","00186D16A7",201,"16A7","K3",1.11930345983844,"T3",2021-09-29
"760","00186D16A7",201,"16A7","K4",1.22745516435503,"T4",2021-11-04
"761","00186D16A7",201,"16A7","K5",1.28675734991245,"T5",2021-12-09
"762","00186D16A7",201,"16A7","K6",1.23394792739746,"T6",2022-01-06
"763","00186D16A7",201,"16A7","K7",1.2871180218119,"T7",2022-03-30
"764","00186D16A8",151,"16A8","K1",1.01851851851852,"T1",2021-07-29
"765","00186D16A8",151,"16A8","K2",1.01411855857245,"T2",2021-08-30
"766","00186D16A8",151,"16A8","K3",1.11617867011679,"T3",2021-09-29
"767","00186D16A8",151,"16A8","K4",1.05324074074074,"T4",2021-11-04
"768","00186D16A8",151,"16A8","K5",1.02669236131043,"T5",2021-12-09
"769","00186D16A8",151,"16A8","K6",1.12404752905576,"T6",2022-01-06
"770","00186D16A8",151,"16A8","K7",1.03878962193829,"T7",2022-03-30
"771","00186D16A9",201,"16A9","K1",1.02505227766616,"T1",2021-07-29
"772","00186D16A9",201,"16A9","K2",1.04956268221574,"T2",2021-08-30
"773","00186D16A9",201,"16A9","K3",1.09739368998628,"T3",2021-09-29
"774","00186D16A9",201,"16A9","K4",1.14407824443166,"T4",2021-11-04
"775","00186D16A9",201,"16A9","K5",1.25,"T5",2021-12-09
"776","00186D16A9",201,"16A9","K6",1.25183309318082,"T6",2022-01-06
"777","00186D16A9",201,"16A9","K7",1.20032377154364,"T7",2022-03-30
"778","00186D16AA",152,"16AA","K1",1.03497925475406,"T1",2021-07-29
"779","00186D16AA",152,"16AA","K2",1,"T2",2021-08-30
"780","00186D16AA",152,"16AA","K3",1.01588132805868,"T3",2021-09-29
"781","00186D16AA",152,"16AA","K4",1.0690169591124,"T4",2021-11-04
"782","00186D16AA",152,"16AA","K5",NA,"T5",NA
"783","00186D16AA",152,"16AA","K6",NA,"T6",NA
"784","00186D16AA",152,"16AA","K7",NA,"T7",NA
"785","00186D16AB",151,"16AB","K1",1.1826251495673,"T1",2021-07-29
"786","00186D16AB",151,"16AB","K2",1.13136025659717,"T2",2021-08-30
"787","00186D16AB",151,"16AB","K3",1.12731746424377,"T3",2021-09-29
"788","00186D16AB",151,"16AB","K4",1.18050952540019,"T4",2021-11-04
