"","X","TAGNUMBER","tank","condition1","WEIGHT","condition2","LENGTH","time_step","TIME","condition4","Days_in_Exp","ConditionFactor","temp","rdate","ConditionFactor_relative","residuals","residuals.log"
"1658",1658,"00187293A1","152","WEIGHT_2",7.6,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.11523290758828,"15",2021-08-30,0.92701027670297,-0.01380685416893,-0.00698998463070501
"1659",1659,"00187293A1","152","WEIGHT_3",19,"LENGTH_3",118,"T3","2021-09-29","Day_in_Exp_T3",62,1.15639865809065,"15",2021-09-29,0.937556843944028,-0.00652162228725728,-0.00380858588570931
"1660",1660,"00187293A1","152","WEIGHT_4",41.7,"LENGTH_4",150,"T4","2021-11-04","Day_in_Exp_T4",98,1.23555555555556,"15",2021-11-04,0.981509530075742,0.0327096447449114,0.0139252284377303
"1661",1661,"00187293A1","152","WEIGHT_5",87.5,"LENGTH_5",190,"T5","2021-12-09","Day_in_Exp_T5",133,1.27569616562181,"15",2021-12-09,0.993237696599675,0.0420611421685871,0.0182942376580631
"1662",1662,"00187293A1","152","WEIGHT_6",133.5,"LENGTH_6",216,"T6","2022-01-06","Day_in_Exp_T6",161,1.32470755220241,"15",2022-01-06,1.02021438645448,0.0789786352462706,0.038194291647947
"1665",1665,"00187293A2","202","WEIGHT_1",2,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.02505227766616,"20",2021-07-29,0.882784370604449,-0.0351332614955243,-0.0113581546129599
"1666",1666,"00187293A2","202","WEIGHT_2",4.6,"LENGTH_2",72,"T2","2021-08-30","Day_in_Exp_T2",20,1.23242455418381,"20",2021-08-30,1.04204645430626,0.0702126048334157,0.0356090769650479
"1667",1667,"00187293A2","202","WEIGHT_3",7.7,"LENGTH_3",86,"T3","2021-09-29","Day_in_Exp_T3",62,1.21058523148905,"20",2021-09-29,1.00823786378891,0.0900921989256042,0.0465440408615649
"1668",1668,"00187293A2","202","WEIGHT_4",16.4,"LENGTH_4",107,"T4","2021-11-04","Day_in_Exp_T4",98,1.338728518101,"20",2021-11-04,1.09444740004175,0.114917540127419,0.0545105392110499
"1669",1669,"00187293A2","202","WEIGHT_5",22.5,"LENGTH_5",120,"T5","2021-12-09","Day_in_Exp_T5",133,1.30208333333333,"20",2021-12-09,1.05416446896017,0.090214461304791,0.044825675585432
"1670",1670,"00187293A2","202","WEIGHT_6",31.2,"LENGTH_6",135,"T6","2022-01-06","Day_in_Exp_T6",161,1.26809937509526,"20",2022-01-06,1.01642401653887,0.0632407736313175,0.034258633969202
"1672",1672,"00187293A2","202","WEIGHT_8",33.2,"LENGTH_8",166,"T8","2022-03-30","Day_in_Exp_T8",244,0.725794745246044,"20",2022-03-30,0.571616336357755,-0.37481391898221,-0.208327786717739
"1673",1673,"00187293A4","152","WEIGHT_1",2.9,"LENGTH_1",64,"T1","2021-07-29","Day_in_Exp_T1",0,1.10626220703125,"15",2021-07-29,0.944784540176588,0.00483035872678539,0.00196329486989716
"1674",1674,"00187293A4","152","WEIGHT_2",7.2,"LENGTH_2",85,"T2","2021-08-30","Day_in_Exp_T2",20,1.17239975575005,"15",2021-08-30,0.977406247336148,0.0493781026089521,0.0224088847505211
"1675",1675,"00187293A4","152","WEIGHT_3",16.4,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.16731960641399,"15",2021-09-29,0.950618469920817,0.0193289898342361,0.00860836128711804
"1676",1676,"00187293A4","152","WEIGHT_4",30.9,"LENGTH_4",139,"T4","2021-11-04","Day_in_Exp_T4",98,1.15057273574546,"15",2021-11-04,0.919936436644462,-0.0160744625416634,-0.00780316423222759
"1681",1681,"00187293A7","152","WEIGHT_1",3.5,"LENGTH_1",68,"T1","2021-07-29","Day_in_Exp_T1",0,1.1131182576837,"15",2021-07-29,0.945753699186168,0.0506321642382052,0.0248105519489702
"1682",1682,"00187293A7","152","WEIGHT_2",7.8,"LENGTH_2",90,"T2","2021-08-30","Day_in_Exp_T2",20,1.06995884773663,"15",2021-08-30,0.887680053169482,0.00448455494412614,0.00299222180420934
"1683",1683,"00187293A7","152","WEIGHT_3",15.4,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.09614158163265,"15",2021-09-29,0.892653929071987,0.00619709548724579,0.00368722066208378
"1684",1684,"00187293A7","152","WEIGHT_4",27.6,"LENGTH_4",137,"T4","2021-11-04","Day_in_Exp_T4",98,1.07336487833448,"15",2021-11-04,0.859263041512137,-0.0319152111721495,-0.0150328658992755
"1685",1685,"00187293A7","152","WEIGHT_5",43.6,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.064453125,"15",2021-12-09,0.840961943292072,-0.0525929784924725,-0.0251723195874425
"1686",1686,"00187293A7","152","WEIGHT_6",62.1,"LENGTH_6",180,"T6","2022-01-06","Day_in_Exp_T6",161,1.06481481481481,"15",2022-01-06,0.832867512418522,-0.0507466061431411,-0.021110935756872
"1689",1689,"00187293A8","201","WEIGHT_1",3.1,"LENGTH_1",67,"T1","2021-07-29","Day_in_Exp_T1",0,1.03071188942789,"20",2021-07-29,0.876841159126868,-0.0256079556326891,-0.0114833496323514
"1690",1690,"00187293A8","201","WEIGHT_2",8.1,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.18860349361382,"20",2021-08-30,0.987997794907113,0.0316324627746895,0.0152864850700217
"1691",1691,"00187293A8","201","WEIGHT_3",15.3,"LENGTH_3",108,"T3","2021-09-29","Day_in_Exp_T3",62,1.21456332876086,"20",2021-09-29,0.992154131366612,0.0894769838437194,0.0423686959165533
"1692",1692,"00187293A8","201","WEIGHT_4",27.9,"LENGTH_4",130,"T4","2021-11-04","Day_in_Exp_T4",98,1.26991351843423,"20",2021-11-04,1.02114863560721,0.0570872930332922,0.0272131197299349
"1693",1693,"00187293A8","201","WEIGHT_5",43.2,"LENGTH_5",156,"T5","2021-12-09","Day_in_Exp_T5",133,1.13791533909877,"20",2021-12-09,0.900936871064203,-0.0475446192507554,-0.0205798245769047
"1694",1694,"00187293A8","201","WEIGHT_6",40.2,"LENGTH_6",158,"T6","2022-01-06","Day_in_Exp_T6",161,1.01918915136531,"20",2022-01-06,0.806062913243388,-0.131651812323747,-0.0636388314113655
"1697",1697,"00187293AA","152","WEIGHT_1",2.5,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,0.999812035337357,"15",2021-07-29,0.855016338245404,-0.00841132231667707,-0.00221206878925016
"1698",1698,"00187293AA","152","WEIGHT_2",3.9,"LENGTH_2",74,"T2","2021-08-30","Day_in_Exp_T2",20,0.962430655637376,"15",2021-08-30,0.81186674329981,-0.039634880539664,-0.0189984733039382
"1699",1699,"00187293AA","152","WEIGHT_3",7.5,"LENGTH_3",91,"T3","2021-09-29","Day_in_Exp_T3",62,0.995261229532453,"15",2021-09-29,0.824932792842072,-0.0298301663567869,-0.0137963178501646
"1700",1700,"00187293AA","152","WEIGHT_4",15.3,"LENGTH_4",115,"T4","2021-11-04","Day_in_Exp_T4",98,1.00599983562094,"15",2021-11-04,0.817407453188902,-0.0420769251095023,-0.0199393906546935
"1701",1701,"00187293AA","152","WEIGHT_5",29.6,"LENGTH_5",143,"T5","2021-12-09","Day_in_Exp_T5",133,1.01224024154241,"15",2021-12-09,0.807383808091417,-0.0544772393072445,-0.0260876125776996
"1702",1702,"00187293AA","152","WEIGHT_6",45.8,"LENGTH_6",159,"T6","2022-01-06","Day_in_Exp_T6",161,1.13939446408532,"15",2022-01-06,0.900648540279916,0.0487282961041351,0.0296495060911015
"1704",1704,"00187293AA","152","WEIGHT_8",135.5,"LENGTH_8",235,"T8","2022-03-30","Day_in_Exp_T8",244,1.04408464405767,"15",2022-03-30,0.798352960491806,-0.0411331238586512,-0.0196441236331356
"1705",1705,"00187293AC","151","WEIGHT_1",3.6,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.04956268221574,"15",2021-07-29,0.889559592706172,0.011362398626122,0.00697662223065144
"1706",1706,"00187293AC","151","WEIGHT_2",10.8,"LENGTH_2",100,"T2","2021-08-30","Day_in_Exp_T2",20,1.08,"15",2021-08-30,0.888022061942837,0.0217509045853945,0.0119285878309089
"1707",1707,"00187293AC","151","WEIGHT_3",28.8,"LENGTH_3",140,"T3","2021-09-29","Day_in_Exp_T3",62,1.04956268221574,"15",2021-09-29,0.838663027781106,-0.0308694649357217,-0.0146393309350896
"1708",1708,"00187293AC","151","WEIGHT_4",64.4,"LENGTH_4",180,"T4","2021-11-04","Day_in_Exp_T4",98,1.1042524005487,"15",2021-11-04,0.863714457322912,-0.0105394544934611,-0.00401973756095257
"1709",1709,"00187293AC","151","WEIGHT_5",122.9,"LENGTH_5",225,"T5","2021-12-09","Day_in_Exp_T5",133,1.07895747599451,"15",2021-12-09,0.828073362595016,-0.0485572183216151,-0.0231107762396868
"1710",1710,"00187293AC","151","WEIGHT_6",183.2,"LENGTH_6",260,"T6","2022-01-06","Day_in_Exp_T6",161,1.04233045061447,"15",2022-01-06,0.790192113398234,-0.0764976642955159,-0.0351850952379818
"1712",1712,"00187293AC","151","WEIGHT_8",327.8,"LENGTH_8",305,"T8","2022-03-30","Day_in_Exp_T8",244,1.15533899313158,"15",2022-03-30,0.8640600876981,0.00980446982967464,0.0066929384187271
"1713",1713,"00187293AD","202","WEIGHT_1",2.7,"LENGTH_1",64,"T1","2021-07-29","Day_in_Exp_T1",0,1.02996826171875,"20",2021-07-29,0.879626985681651,-0.00467517957053953,-0.00251369326486402
"1714",1714,"00187293AD","202","WEIGHT_2",5.6,"LENGTH_2",80,"T2","2021-08-30","Day_in_Exp_T2",20,1.09375,"20",2021-08-30,0.916548428543069,-0.0216699540819885,-0.00972203363828813
"1715",1715,"00187293AD","202","WEIGHT_3",11,"LENGTH_3",98,"T3","2021-09-29","Day_in_Exp_T3",62,1.16873071594319,"20",2021-09-29,0.962631882886829,0.0781016848713019,0.0368418318740879
"1716",1716,"00187293AD","202","WEIGHT_4",22.3,"LENGTH_4",125,"T4","2021-11-04","Day_in_Exp_T4",98,1.14176,"20",2021-11-04,0.921165094365588,-0.0247492987009623,-0.00994632930774934
"1717",1717,"00187293AD","202","WEIGHT_5",39.7,"LENGTH_5",152,"T5","2021-12-09","Day_in_Exp_T5",133,1.13047182533897,"20",2021-12-09,0.897021883192286,-0.0333126576153053,-0.0148791080637957
"1718",1718,"00187293AD","202","WEIGHT_6",54.7,"LENGTH_6",171,"T6","2022-01-06","Day_in_Exp_T6",161,1.09395383514816,"20",2022-01-06,0.859397974511054,-0.0601698015487143,-0.0282214060167904
"1720",1720,"00187293AD","202","WEIGHT_8",133.5,"LENGTH_8",225,"T8","2022-03-30","Day_in_Exp_T8",244,1.17201646090535,"20",2022-03-30,0.899493847896131,-0.0133209405960509,-0.00103366903944393
"1721",1721,"00187293AE","151","WEIGHT_1",2.3,"LENGTH_1",61,"T1","2021-07-29","Day_in_Exp_T1",0,1.01330067274353,"15",2021-07-29,0.868931007225533,-0.0359494325315688,-0.0164224162672158
"1722",1722,"00187293AE","151","WEIGHT_2",5.7,"LENGTH_2",81,"T2","2021-08-30","Day_in_Exp_T2",20,1.07255556120059,"15",2021-08-30,0.897839219620158,0.00488481658566342,0.0034941185918772
"1723",1723,"00187293AE","151","WEIGHT_3",14.8,"LENGTH_3",111,"T3","2021-09-29","Day_in_Exp_T3",62,1.08216324432541,"15",2021-09-29,0.881942610631307,-0.0142731277625739,-0.00599578897277583
"1729",1729,"00187293B0","202","WEIGHT_1",3.6,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.04956268221574,"20",2021-07-29,0.889559592706172,-0.0196544249870811,-0.00872775561568102
"1730",1730,"00187293B0","202","WEIGHT_2",5.3,"LENGTH_2",77,"T2","2021-08-24","Day_in_Exp_T2",20,1.16092374483334,"20",2021-08-24,0.976004864965356,0.0128746298992366,0.00648396641391332
"1737",1737,"00187293B2","152","WEIGHT_1",2.1,"LENGTH_1",59,"T1","2021-07-29","Day_in_Exp_T1",0,1.02249986610121,"15",2021-07-29,0.879307624225407,-0.0400178967946995,-0.0192700083405289
"1738",1738,"00187293B2","152","WEIGHT_2",4.9,"LENGTH_2",78,"T2","2021-08-30","Day_in_Exp_T2",20,1.03255280770074,"15",2021-08-30,0.867130037950693,-0.0402694463468057,-0.019623358993439
"1739",1739,"00187293B2","152","WEIGHT_3",11.6,"LENGTH_3",102,"T3","2021-09-29","Day_in_Exp_T3",62,1.09309390807457,"15",2021-09-29,0.897276842496156,-0.0133839771607285,-0.00651279135133311
"1740",1740,"00187293B2","152","WEIGHT_4",28.5,"LENGTH_4",136,"T4","2021-11-04","Day_in_Exp_T4",98,1.13299536942805,"15",2021-11-04,0.907564140279836,-0.00781809847659276,-0.00372502105645597
"1741",1741,"00187293B2","152","WEIGHT_5",49.8,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.2158203125,"15",2021-12-09,0.960548274677641,0.0427893668209541,0.0201271834478221
"1742",1742,"00187293B2","152","WEIGHT_6",75.6,"LENGTH_6",183,"T6","2022-01-06","Day_in_Exp_T6",161,1.23358342768778,"15",2022-01-06,0.96351877944562,0.0557006748118143,0.0297299755372118
"1745",1745,"00187293B5","151","WEIGHT_1",1.5,"LENGTH_1",52,"T1","2021-07-29","Day_in_Exp_T1",0,1.0667956304051,"15",2021-07-29,0.927301460809426,-0.0265394900212642,-0.0126615340095512
"1746",1746,"00187293B5","151","WEIGHT_2",3.6,"LENGTH_2",66,"T2","2021-08-24","Day_in_Exp_T2",20,1.25219133483596,"15",2021-08-24,1.06661935363354,0.124704439525462,0.0538302391053582
"1753",1753,"00187293B6","201","WEIGHT_1",3.6,"LENGTH_1",69,"T1","2021-07-29","Day_in_Exp_T1",0,1.09586038738665,"20",2021-07-29,0.929935989827793,-0.0543973834036059,-0.024350245197923
"1754",1754,"00187293B6","201","WEIGHT_2",8.1,"LENGTH_2",86,"T2","2021-08-30","Day_in_Exp_T2",20,1.27347277598199,"20",2021-08-30,1.06061385671301,0.0223642661087473,0.00768878266068259
"1755",1755,"00187293B6","201","WEIGHT_3",12.7,"LENGTH_3",102,"T3","2021-09-29","Day_in_Exp_T3",62,1.19674936487475,"20",2021-09-29,0.982363439629412,-0.00219796636532277,-0.000337282059567313
"1756",1756,"00187293B6","201","WEIGHT_4",26.5,"LENGTH_4",129,"T4","2021-11-04","Day_in_Exp_T4",98,1.23445920671322,"20",2021-11-04,0.993291268108895,-0.0526543329368628,-0.0231982479196494
"1757",1757,"00187293B6","201","WEIGHT_5",51.5,"LENGTH_5",158,"T5","2021-12-09","Day_in_Exp_T5",133,1.30567764416202,"20",2021-12-09,1.03264278686653,0.00227703807972901,0.000276906412291378
"1758",1758,"00187293B6","201","WEIGHT_6",67.2,"LENGTH_6",166,"T6","2022-01-06","Day_in_Exp_T6",161,1.46907852049802,"20",2022-01-06,1.15700656033859,0.137407576299612,0.0549290263026104
"1760",1760,"00187293B6","201","WEIGHT_8",112,"LENGTH_8",195,"T8","2022-03-30","Day_in_Exp_T8",244,1.51047725012222,"20",2022-03-30,1.17344096820555,0.160594971734158,0.0684383168931107
"1761",1761,"00187293B7","202","WEIGHT_1",2.7,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.13289248430734,"20",2021-07-29,0.970142212914426,0.0486931100713116,0.0229915768488858
"1762",1762,"00187293B7","202","WEIGHT_2",5.1,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,1.20888888888889,"20",2021-08-30,1.018605879251,0.0432405590350179,0.0190971402357703
"1763",1763,"00187293B7","202","WEIGHT_3",4.3,"LENGTH_3",75,"T3","2021-09-29","Day_in_Exp_T3",62,1.01925925925926,"20",2021-09-29,0.858824564858686,-0.0628525707477653,-0.0297455392810274
"1769",1769,"00187293BA","152","WEIGHT_1",3.3,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,0.962099125364431,"15",2021-07-29,0.815429626647324,-0.137201653841167,-0.0678080986694233
"1770",1770,"00187293BA","152","WEIGHT_2",7.9,"LENGTH_2",89,"T2","2021-08-30","Day_in_Exp_T2",20,1.12061665122864,"15",2021-08-30,0.930591155894745,-0.010114087871139,-0.00473240687583022
"1771",1771,"00187293BA","152","WEIGHT_3",18.7,"LENGTH_3",117,"T3","2021-09-29","Day_in_Exp_T3",62,1.16757294052933,"15",2021-09-29,0.947301495773514,0.00333491664824515,0.00126523441195929
"1772",1772,"00187293BA","152","WEIGHT_4",29.2,"LENGTH_4",134,"T4","2021-11-04","Day_in_Exp_T4",98,1.21358012787477,"15",2021-11-04,0.973339948799109,0.0246519505742956,0.0108784618052464
"1773",1773,"00187293BA","152","WEIGHT_5",45.6,"LENGTH_5",152,"T5","2021-12-09","Day_in_Exp_T5",133,1.29847645429363,"15",2021-12-09,1.03033244014026,0.0792677728151867,0.0348016230915493
"1774",1774,"00187293BA","152","WEIGHT_6",63.9,"LENGTH_6",172,"T6","2022-01-06","Day_in_Exp_T6",161,1.25578565409335,"15",2022-01-06,0.986042421263387,0.0449185571611965,0.0239816533580969
"1776",1776,"00187293BA","152","WEIGHT_8",159.6,"LENGTH_8",229,"T8","2022-03-30","Day_in_Exp_T8",244,1.32900446490541,"15",2022-03-30,1.01845166847462,0.089761964197757,0.0410932575545624
"1777",1777,"00187293BC","152","WEIGHT_1",3.1,"LENGTH_1",67,"T1","2021-07-29","Day_in_Exp_T1",0,1.03071188942789,"15",2021-07-29,0.876841159126868,-0.0475207922304322,-0.0232513522019131
"1778",1778,"00187293BC","152","WEIGHT_2",9.6,"LENGTH_2",95,"T2","2021-08-30","Day_in_Exp_T2",20,1.1196967487972,"15",2021-08-30,0.924685208764486,0.0122492941297931,0.00552488845594947
"1779",1779,"00187293BC","152","WEIGHT_3",25.2,"LENGTH_3",130,"T3","2021-09-29","Day_in_Exp_T3",62,1.14701866181156,"15",2021-09-29,0.922327799903285,0.00663054990920653,0.00268461567651372
"1780",1780,"00187293BC","152","WEIGHT_4",51.7,"LENGTH_4",164,"T4","2021-11-04","Day_in_Exp_T4",98,1.17208470567752,"15",2021-11-04,0.924053830936118,0.00363516184249513,0.00133349057824643
"1781",1781,"00187293BC","152","WEIGHT_5",88.1,"LENGTH_5",195,"T5","2021-12-09","Day_in_Exp_T5",133,1.18815219406935,"15",2021-12-09,0.923037047311686,0.000241709117805078,6.5686994609529e-05
"1782",1782,"00187293BC","152","WEIGHT_6",139.1,"LENGTH_6",224,"T6","2022-01-06","Day_in_Exp_T6",161,1.23760790588557,"15",2022-01-06,0.950193364834185,0.0373388298631849,0.0209203527398316
"1784",1784,"00187293BC","152","WEIGHT_8",377,"LENGTH_8",315,"T8","2022-03-30","Day_in_Exp_T8",244,1.20617323943099,"15",2022-03-30,0.899607964592248,-0.000812410553427956,0.000228430722473638
"1785",1785,"00187293BD","151","WEIGHT_1",3.7,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.07871720116618,"15",2021-07-29,0.914269581392454,-0.0045327728720792,-0.00145023974723868
"1793",1793,"00187293BE","201","WEIGHT_1",3.8,"LENGTH_1",71,"T1","2021-07-29","Day_in_Exp_T1",0,1.06171646023732,"20",2021-07-29,0.898776256359508,-0.0492138452640803,-0.0234417846212332
"1794",1794,"00187293BE","201","WEIGHT_2",7.9,"LENGTH_2",87,"T2","2021-08-30","Day_in_Exp_T2",20,1.19969081386114,"20",2021-08-30,0.99818306392877,-0.00372325506768423,-0.00294839156847598
"1795",1795,"00187293BE","201","WEIGHT_3",14.4,"LENGTH_3",107,"T3","2021-09-29","Day_in_Exp_T3",62,1.17546894272283,"20",2021-09-29,0.960978204914709,0.0127600705277846,0.00581399040745077
"1796",1796,"00187293BE","201","WEIGHT_4",30.5,"LENGTH_4",132,"T4","2021-11-04","Day_in_Exp_T4",98,1.32610540668392,"20",2021-11-04,1.06495010714107,0.0553477777031228,0.0227643215945463
"1797",1797,"00187293BE","201","WEIGHT_5",50.3,"LENGTH_5",155,"T5","2021-12-09","Day_in_Exp_T5",133,1.35074351314155,"20",2021-12-09,1.07002690100563,0.076004423826642,0.0314314124271537
"1798",1798,"00187293BE","201","WEIGHT_6",67.2,"LENGTH_6",175,"T6","2022-01-06","Day_in_Exp_T6",161,1.25387755102041,"20",2022-01-06,0.983098181717968,-0.000157530713198573,-9.99766899565224e-05
"1800",1800,"00187293BE","201","WEIGHT_8",133.6,"LENGTH_8",218,"T8","2022-03-30","Day_in_Exp_T8",244,1.28954641170198,"20",2022-03-30,0.9923575434931,0.0158548186295204,0.0113551712466994
"1801",1801,"00187293C0","202","WEIGHT_1",3.8,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.10787172011662,"20",2021-07-29,0.938979570078737,0.0414898304521595,0.0193167655529656
"1802",1802,"00187293C0","202","WEIGHT_2",7.6,"LENGTH_2",86,"T2","2021-08-30","Day_in_Exp_T2",20,1.19486334536582,"20",2021-08-30,0.995143865557888,0.0437379085584448,0.0194812794837396
"1803",1803,"00187293C0","202","WEIGHT_3",9.1,"LENGTH_3",95,"T3","2021-09-29","Day_in_Exp_T3",62,1.06137920979735,"20",2021-09-29,0.876524520808002,-0.0211932515819109,-0.010381479704095
"1804",1804,"00187293C0","202","WEIGHT_4",17.8,"LENGTH_4",116,"T4","2021-11-04","Day_in_Exp_T4",98,1.1403706589036,"20",2021-11-04,0.925906441636262,-0.0331955258046741,-0.0142438366185082
"1805",1805,"00187293C0","202","WEIGHT_5",31.3,"LENGTH_5",141,"T5","2021-12-09","Day_in_Exp_T5",133,1.11657268549287,"20",2021-12-09,0.891668398217534,-0.0518537169644441,-0.0240059109489888
"1806",1806,"00187293C0","202","WEIGHT_6",45.4,"LENGTH_6",158,"T6","2022-01-06","Day_in_Exp_T6",161,1.15102456397973,"20",2022-01-06,0.910329757742532,-0.0224255926916228,-0.00974413212401938
"1808",1808,"00187293C0","202","WEIGHT_8",95.8,"LENGTH_8",200,"T8","2022-03-30","Day_in_Exp_T8",244,1.1975,"20",2022-03-30,0.928299192033183,0.00229682916661444,0.00612896615237493
"1809",1809,"00187293C1","202","WEIGHT_1",2.3,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,0.965056560706253,"20",2021-07-29,0.826417440630808,-0.0311852463139295,-0.0137724088846247
"1810",1810,"00187293C1","202","WEIGHT_2",4.9,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,1.16148148148148,"20",2021-08-30,0.978660550652921,0.0671416463353172,0.0345949865742315
"1811",1811,"00187293C1","202","WEIGHT_3",5.6,"LENGTH_3",80,"T3","2021-09-29","Day_in_Exp_T3",62,1.09375,"20",2021-09-29,0.916548428543069,0.0587177088349955,0.031377362246719
"1812",1812,"00187293C1","202","WEIGHT_4",4.5,"LENGTH_4",78,"T4","2021-11-04","Day_in_Exp_T4",98,0.948262782582309,"20",2021-11-04,0.796343912403698,-0.122871002355399,-0.0573427828673894
"1813",1813,"00187293C1","202","WEIGHT_5",5.7,"LENGTH_5",85,"T5","2021-12-09","Day_in_Exp_T5",133,0.928149806635457,"20",2021-12-09,0.773779945807784,-0.129855116692354,-0.0632243212899342
"1817",1817,"00187293C2","201","WEIGHT_1",3.6,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.04956268221574,"20",2021-07-29,0.889559592706172,-0.119041679508119,-0.0521249179973926
"1818",1818,"00187293C2","201","WEIGHT_2",10,"LENGTH_2",93,"T2","2021-08-30","Day_in_Exp_T2",20,1.24322906371176,"20",2021-08-30,1.02856111979092,-0.0339563697962413,-0.0141350747003707
"1819",1819,"00187293C2","201","WEIGHT_3",20,"LENGTH_3",118,"T3","2021-09-29","Day_in_Exp_T3",62,1.21726174535858,"20",2021-09-29,0.986901940993714,-0.0219273639839132,-0.00683213428534433
"1820",1820,"00187293C2","201","WEIGHT_4",45.3,"LENGTH_4",145,"T4","2021-11-04","Day_in_Exp_T4",98,1.48591578170487,"20",2021-11-04,1.18379885375276,0.113585353724114,0.04450638525474
"1821",1821,"00187293C2","201","WEIGHT_5",84.5,"LENGTH_5",180,"T5","2021-12-09","Day_in_Exp_T5",133,1.44890260631001,"20",2021-12-09,1.13328993235693,0.0786562845872341,0.0321711570515673
"1822",1822,"00187293C2","201","WEIGHT_6",115.5,"LENGTH_6",190,"T6","2022-01-06","Day_in_Exp_T6",161,1.68391893862079,"20",2022-01-06,1.31107375951157,0.267206876489702,0.100723665861121
"1825",1825,"00187293C3","202","WEIGHT_1",3,"LENGTH_1",67,"T1","2021-07-29","Day_in_Exp_T1",0,0.997463118801182,"20",2021-07-29,0.848555960445356,-0.0469520230950551,-0.0214144373285055
"1833",1833,"00187293C5","151","WEIGHT_1",3.4,"LENGTH_1",71,"T1","2021-07-29","Day_in_Exp_T1",0,0.949956832843919,"15",2021-07-29,0.804168229374297,-0.0784703672463746,-0.0389136326015606
